index,base_idx,type,amplitude,amp_multiplier,cx,cy,score,detected_99,detected_95
64,3267,edge_feature,0.552945,10.0,32,32,0.120428,False,False
65,4115,gaussian_bump,0.552945,10.0,32,44,0.585907,False,False
66,2623,gaussian_bump,0.552945,10.0,39,34,0.524879,False,False
67,1542,gaussian_bump,0.552945,10.0,20,14,0.493398,False,False
68,1538,gaussian_bump,0.552945,10.0,52,14,0.677698,False,False
69,2264,edge_feature,0.552945,10.0,32,32,0.120331,False,False
70,4728,gaussian_bump,0.552945,10.0,13,49,0.604974,False,False
71,2769,gaussian_bump,0.552945,10.0,36,27,0.518432,False,False
72,4686,edge_feature,0.552945,10.0,32,32,0.133672,False,False
73,3659,edge_feature,0.552945,10.0,32,32,0.145428,False,False
74,569,cold_spot,0.552945,10.0,12,46,0.176178,False,False
75,1015,cold_spot,0.552945,10.0,35,17,0.159692,False,False
76,3113,cold_spot,0.552945,10.0,40,35,0.118429,False,False
77,1517,gaussian_bump,0.552945,10.0,40,29,0.552118,False,False
78,989,gaussian_bump,0.552945,10.0,16,29,0.688906,False,False
79,869,gaussian_bump,0.552945,10.0,13,49,0.629062,False,False
80,2530,gaussian_bump,0.552945,10.0,35,53,0.544267,False,False
81,388,cold_spot,0.552945,10.0,45,13,0.178572,False,False
82,2603,gaussian_bump,0.552945,10.0,37,42,0.638163,False,False
83,529,gaussian_bump,0.552945,10.0,36,12,0.47378,False,False
84,579,cold_spot,0.552945,10.0,16,33,0.120427,False,False
85,3148,gaussian_bump,0.552945,10.0,52,14,0.548861,False,False
86,2543,cold_spot,0.552945,10.0,48,22,0.171868,False,False
87,2793,cold_spot,0.552945,10.0,25,12,0.156917,False,False
88,3510,edge_feature,0.552945,10.0,32,32,0.130824,False,False
89,1122,cold_spot,0.552945,10.0,47,16,0.157509,False,False
90,4931,cold_spot,0.552945,10.0,39,37,0.165932,False,False
91,1823,gaussian_bump,0.552945,10.0,38,36,0.636369,False,False
92,4967,cold_spot,0.552945,10.0,16,45,0.179946,False,False
93,4944,gaussian_bump,0.552945,10.0,42,11,0.530135,False,False
94,3334,gaussian_bump,0.552945,10.0,40,28,0.560024,False,False
95,300,edge_feature,0.552945,10.0,32,32,0.096363,False,False
96,1402,cold_spot,0.552945,10.0,50,16,0.152007,False,False
97,1982,edge_feature,0.552945,10.0,32,32,0.153392,False,False
98,4835,edge_feature,0.552945,10.0,32,32,0.132639,False,False
99,4510,edge_feature,0.552945,10.0,32,32,0.087708,False,False
100,1161,cold_spot,0.552945,10.0,37,41,0.158027,False,False
101,2955,gaussian_bump,0.552945,10.0,32,44,0.544455,False,False
102,4934,cold_spot,0.552945,10.0,12,15,0.173915,False,False
103,1089,gaussian_bump,0.552945,10.0,25,29,0.603067,False,False
104,1437,gaussian_bump,0.552945,10.0,34,43,0.541437,False,False
105,3125,cold_spot,0.552945,10.0,49,50,0.1583,False,False
106,4826,cold_spot,0.552945,10.0,13,16,0.169304,False,False
107,998,gaussian_bump,0.552945,10.0,23,14,0.466903,False,False
108,694,gaussian_bump,0.552945,10.0,34,31,0.548918,False,False
109,2680,edge_feature,0.552945,10.0,32,32,0.155131,False,False
110,3721,edge_feature,0.552945,10.0,32,32,0.125221,False,False
111,2451,gaussian_bump,0.552945,10.0,52,26,0.614082,False,False
112,4079,gaussian_bump,0.552945,10.0,29,35,0.587209,False,False
113,1096,gaussian_bump,0.552945,10.0,34,15,0.570699,False,False
114,1303,edge_feature,0.552945,10.0,32,32,0.144579,False,False
115,210,edge_feature,0.552945,10.0,32,32,0.150168,False,False
116,1352,cold_spot,0.552945,10.0,35,46,0.147237,False,False
117,100,cold_spot,0.552945,10.0,33,32,0.167024,False,False
118,3798,cold_spot,0.552945,10.0,46,19,0.174789,False,False
119,1397,edge_feature,0.552945,10.0,32,32,0.121272,False,False
120,1161,edge_feature,0.552945,10.0,32,32,0.102788,False,False
121,3927,gaussian_bump,0.552945,10.0,20,10,0.555572,False,False
122,2575,gaussian_bump,0.552945,10.0,10,44,0.489225,False,False
123,2259,gaussian_bump,0.552945,10.0,43,41,0.543785,False,False
124,3200,edge_feature,0.552945,10.0,32,32,0.106933,False,False
125,1146,edge_feature,0.552945,10.0,32,32,0.113798,False,False
126,2667,cold_spot,0.552945,10.0,45,12,0.136525,False,False
127,1462,gaussian_bump,0.552945,10.0,23,24,0.549296,False,False
128,749,cold_spot,0.552945,10.0,31,20,0.14947,False,False
129,4354,edge_feature,0.552945,10.0,32,32,0.101727,False,False
130,784,edge_feature,0.552945,10.0,32,32,0.106144,False,False
131,1363,gaussian_bump,0.552945,10.0,36,32,0.560886,False,False
132,405,cold_spot,0.552945,10.0,13,15,0.165786,False,False
133,3885,gaussian_bump,0.552945,10.0,17,43,0.625652,False,False
134,2498,cold_spot,0.552945,10.0,19,46,0.171305,False,False
135,2060,cold_spot,0.552945,10.0,39,42,0.170854,False,False
136,3660,cold_spot,0.552945,10.0,36,35,0.16532,False,False
137,4524,cold_spot,0.552945,10.0,41,17,0.152525,False,False
138,196,gaussian_bump,0.552945,10.0,52,44,0.509001,False,False
139,2056,cold_spot,0.552945,10.0,36,41,0.181602,False,False
140,4840,edge_feature,0.552945,10.0,32,32,0.140663,False,False
141,2600,cold_spot,0.552945,10.0,26,50,0.193707,False,False
142,2807,gaussian_bump,0.552945,10.0,29,10,0.498181,False,False
143,73,edge_feature,0.552945,10.0,32,32,0.129812,False,False
144,379,gaussian_bump,0.552945,10.0,14,40,0.671546,False,False
145,4291,edge_feature,0.552945,10.0,32,32,0.103778,False,False
146,720,gaussian_bump,0.552945,10.0,16,42,0.491101,False,False
147,2408,edge_feature,0.552945,10.0,32,32,0.103503,False,False
148,3633,edge_feature,0.552945,10.0,32,32,0.082945,False,False
149,4204,cold_spot,0.552945,10.0,29,49,0.185029,False,False
150,3517,gaussian_bump,0.552945,10.0,27,15,0.652511,False,False
151,446,gaussian_bump,0.552945,10.0,35,20,0.590686,False,False
152,3903,edge_feature,0.552945,10.0,32,32,0.118857,False,False
153,2874,edge_feature,0.552945,10.0,32,32,0.115973,False,False
154,1584,cold_spot,0.552945,10.0,38,49,0.157273,False,False
155,1885,cold_spot,0.552945,10.0,44,39,0.155631,False,False
156,4117,gaussian_bump,0.552945,10.0,33,22,0.571144,False,False
157,1653,cold_spot,0.552945,10.0,12,40,0.132125,False,False
158,1300,edge_feature,0.552945,10.0,32,32,0.101091,False,False
159,2425,gaussian_bump,0.552945,10.0,26,29,0.565353,False,False
160,1700,cold_spot,0.552945,10.0,12,24,0.181943,False,False
161,1706,cold_spot,0.552945,10.0,44,14,0.171408,False,False
162,3321,edge_feature,0.552945,10.0,32,32,0.076626,False,False
163,97,edge_feature,0.552945,10.0,32,32,0.081292,False,False
164,1904,gaussian_bump,0.552945,10.0,42,12,0.55062,False,False
165,4700,gaussian_bump,0.552945,10.0,21,11,0.634216,False,False
166,1656,edge_feature,0.552945,10.0,32,32,0.085561,False,False
167,3783,gaussian_bump,0.552945,10.0,37,34,0.708661,False,False
168,3819,gaussian_bump,0.552945,10.0,31,48,0.567013,False,False
169,3827,gaussian_bump,0.552945,10.0,37,17,0.598895,False,False
170,3859,gaussian_bump,0.552945,10.0,29,50,0.611713,False,False
171,4553,cold_spot,0.552945,10.0,27,24,0.171842,False,False
172,905,cold_spot,0.552945,10.0,30,25,0.136268,False,False
173,1954,edge_feature,0.552945,10.0,32,32,0.070793,False,False
174,2520,edge_feature,0.552945,10.0,32,32,0.084746,False,False
175,2974,cold_spot,0.552945,10.0,46,38,0.167911,False,False
176,4457,edge_feature,0.552945,10.0,32,32,0.132863,False,False
177,4261,cold_spot,0.552945,10.0,25,36,0.160213,False,False
178,1133,cold_spot,0.552945,10.0,14,46,0.158145,False,False
179,738,edge_feature,0.552945,10.0,32,32,0.082384,False,False
180,1824,gaussian_bump,0.552945,10.0,51,48,0.567305,False,False
181,3325,gaussian_bump,0.552945,10.0,48,41,0.510873,False,False
182,4360,edge_feature,0.552945,10.0,32,32,0.104877,False,False
183,4371,edge_feature,0.552945,10.0,32,32,0.164561,False,False
184,2017,edge_feature,0.552945,10.0,32,32,0.136169,False,False
185,1649,cold_spot,0.552945,10.0,34,20,0.167805,False,False
186,2370,gaussian_bump,0.552945,10.0,22,41,0.5505,False,False
187,4220,gaussian_bump,0.552945,10.0,28,36,0.647138,False,False
188,600,cold_spot,0.552945,10.0,13,18,0.126048,False,False
189,4097,edge_feature,0.552945,10.0,32,32,0.160904,False,False
190,1078,cold_spot,0.552945,10.0,24,38,0.122417,False,False
191,541,edge_feature,0.552945,10.0,32,32,0.135963,False,False
192,1655,edge_feature,0.552945,10.0,32,32,0.084125,False,False
193,3024,cold_spot,0.552945,10.0,27,35,0.15245,False,False
194,427,gaussian_bump,0.552945,10.0,15,19,0.586211,False,False
195,2107,gaussian_bump,0.552945,10.0,33,25,0.629415,False,False
196,2957,cold_spot,0.552945,10.0,32,20,0.192543,False,False
197,1127,cold_spot,0.552945,10.0,45,24,0.199308,False,False
198,2459,edge_feature,0.552945,10.0,32,32,0.13402,False,False
199,2511,cold_spot,0.552945,10.0,23,20,0.162832,False,False
0,4932,gaussian_bump,1.105889,20.0,14,17,0.563698,False,False
1,2008,edge_feature,1.105889,20.0,32,32,0.129293,False,False
2,3943,gaussian_bump,1.105889,20.0,42,53,0.604105,False,False
3,1061,cold_spot,1.105889,20.0,19,45,0.069356,False,False
4,4660,edge_feature,1.105889,20.0,32,32,0.116459,False,False
5,3452,cold_spot,1.105889,20.0,41,35,0.067696,False,False
6,2286,cold_spot,1.105889,20.0,43,15,0.080519,False,False
7,957,cold_spot,1.105889,20.0,14,32,0.077415,False,False
8,2394,cold_spot,1.105889,20.0,45,16,0.074946,False,False
9,3059,cold_spot,1.105889,20.0,24,30,0.074873,False,False
10,4720,edge_feature,1.105889,20.0,32,32,0.087456,False,False
11,506,edge_feature,1.105889,20.0,32,32,0.074779,False,False
12,755,gaussian_bump,1.105889,20.0,27,31,0.524222,False,False
13,1187,gaussian_bump,1.105889,20.0,19,36,0.51538,False,False
14,3639,edge_feature,1.105889,20.0,32,32,0.157428,False,False
15,3350,edge_feature,1.105889,20.0,32,32,0.153423,False,False
16,2914,cold_spot,1.105889,20.0,48,42,0.091719,False,False
17,558,gaussian_bump,1.105889,20.0,10,23,0.565675,False,False
18,4122,edge_feature,1.105889,20.0,32,32,0.120938,False,False
19,1069,cold_spot,1.105889,20.0,43,26,0.077637,False,False
20,615,cold_spot,1.105889,20.0,23,27,0.069847,False,False
21,2673,cold_spot,1.105889,20.0,50,36,0.098048,False,False
22,1479,edge_feature,1.105889,20.0,32,32,0.11379,False,False
23,4958,gaussian_bump,1.105889,20.0,27,35,0.573259,False,False
24,3180,edge_feature,1.105889,20.0,32,32,0.104604,False,False
25,2200,cold_spot,1.105889,20.0,15,29,0.068158,False,False
26,1027,cold_spot,1.105889,20.0,19,41,0.080561,False,False
27,3965,cold_spot,1.105889,20.0,27,33,0.082161,False,False
28,4660,edge_feature,1.105889,20.0,32,32,0.091418,False,False
29,3053,cold_spot,1.105889,20.0,32,46,0.072145,False,False
30,4104,gaussian_bump,1.105889,20.0,39,44,0.533601,False,False
31,4374,cold_spot,1.105889,20.0,20,27,0.073551,False,False
32,3220,gaussian_bump,1.105889,20.0,40,51,0.582721,False,False
33,4904,gaussian_bump,1.105889,20.0,31,50,0.56189,False,False
34,931,gaussian_bump,1.105889,20.0,48,21,0.553751,False,False
35,4388,cold_spot,1.105889,20.0,43,23,0.070934,False,False
36,2851,cold_spot,1.105889,20.0,46,21,0.068729,False,False
37,1157,gaussian_bump,1.105889,20.0,35,27,0.520067,False,False
38,713,cold_spot,1.105889,20.0,26,24,0.070206,False,False
39,1368,cold_spot,1.105889,20.0,37,30,0.083475,False,False
40,4369,cold_spot,1.105889,20.0,50,37,0.100949,False,False
41,4503,gaussian_bump,1.105889,20.0,21,23,0.591661,False,False
42,1027,cold_spot,1.105889,20.0,28,41,0.084019,False,False
43,4600,cold_spot,1.105889,20.0,42,13,0.085511,False,False
44,4082,gaussian_bump,1.105889,20.0,21,16,0.540967,False,False
45,4395,gaussian_bump,1.105889,20.0,24,47,0.539204,False,False
46,98,cold_spot,1.105889,20.0,23,37,0.063722,False,False
47,2942,gaussian_bump,1.105889,20.0,35,41,0.57373,False,False
48,4572,edge_feature,1.105889,20.0,32,32,0.136957,False,False
49,4370,gaussian_bump,1.105889,20.0,19,48,0.634874,False,False
50,1694,edge_feature,1.105889,20.0,32,32,0.104258,False,False
51,4134,cold_spot,1.105889,20.0,28,47,0.084143,False,False
52,3843,cold_spot,1.105889,20.0,18,42,0.070383,False,False
53,1106,gaussian_bump,1.105889,20.0,10,47,0.56797,False,False
54,3281,gaussian_bump,1.105889,20.0,15,19,0.548645,False,False
55,2867,cold_spot,1.105889,20.0,19,15,0.08726,False,False
56,3018,gaussian_bump,1.105889,20.0,30,14,0.60417,False,False
57,1780,edge_feature,1.105889,20.0,32,32,0.121337,False,False
58,4487,gaussian_bump,1.105889,20.0,15,33,0.564846,False,False
59,3350,gaussian_bump,1.105889,20.0,15,17,0.544917,False,False
60,505,cold_spot,1.105889,20.0,41,39,0.08771,False,False
61,515,edge_feature,1.105889,20.0,32,32,0.11103,False,False
62,293,cold_spot,1.105889,20.0,41,48,0.073504,False,False
63,3722,edge_feature,1.105889,20.0,32,32,0.076692,False,False
64,454,cold_spot,1.105889,20.0,48,41,0.091302,False,False
65,1348,gaussian_bump,1.105889,20.0,48,53,0.541397,False,False
66,1336,gaussian_bump,1.105889,20.0,13,35,0.600747,False,False
67,4167,cold_spot,1.105889,20.0,48,25,0.084247,False,False
68,3590,cold_spot,1.105889,20.0,46,21,0.090815,False,False
69,3838,gaussian_bump,1.105889,20.0,25,22,0.544573,False,False
70,2563,cold_spot,1.105889,20.0,47,18,0.079812,False,False
71,1284,cold_spot,1.105889,20.0,47,14,0.079517,False,False
72,379,edge_feature,1.105889,20.0,32,32,0.129382,False,False
73,2717,cold_spot,1.105889,20.0,48,23,0.079458,False,False
74,2114,cold_spot,1.105889,20.0,41,47,0.078517,False,False
75,2064,edge_feature,1.105889,20.0,32,32,0.119337,False,False
76,358,cold_spot,1.105889,20.0,49,31,0.08505,False,False
77,820,edge_feature,1.105889,20.0,32,32,0.100711,False,False
78,441,gaussian_bump,1.105889,20.0,27,25,0.541655,False,False
79,4930,cold_spot,1.105889,20.0,43,13,0.079273,False,False
80,555,gaussian_bump,1.105889,20.0,12,16,0.553032,False,False
81,2734,gaussian_bump,1.105889,20.0,53,22,0.560008,False,False
82,833,cold_spot,1.105889,20.0,42,17,0.074589,False,False
83,454,gaussian_bump,1.105889,20.0,35,27,0.595747,False,False
84,3804,gaussian_bump,1.105889,20.0,48,50,0.579761,False,False
85,2673,cold_spot,1.105889,20.0,31,43,0.068636,False,False
86,847,edge_feature,1.105889,20.0,32,32,0.091691,False,False
87,2510,edge_feature,1.105889,20.0,32,32,0.147675,False,False
88,4001,gaussian_bump,1.105889,20.0,23,19,0.639739,False,False
89,567,cold_spot,1.105889,20.0,21,29,0.063237,False,False
90,3841,cold_spot,1.105889,20.0,49,38,0.099859,False,False
91,3591,cold_spot,1.105889,20.0,38,48,0.075656,False,False
92,2478,cold_spot,1.105889,20.0,20,37,0.071949,False,False
93,4007,gaussian_bump,1.105889,20.0,19,45,0.522603,False,False
94,1222,cold_spot,1.105889,20.0,40,27,0.083886,False,False
95,3008,edge_feature,1.105889,20.0,32,32,0.088793,False,False
96,139,cold_spot,1.105889,20.0,42,16,0.074319,False,False
97,1420,gaussian_bump,1.105889,20.0,37,49,0.555362,False,False
98,4857,gaussian_bump,1.105889,20.0,38,31,0.565437,False,False
99,3464,gaussian_bump,1.105889,20.0,22,33,0.628884,False,False
100,1494,gaussian_bump,1.105889,20.0,20,23,0.560189,False,False
101,4795,gaussian_bump,1.105889,20.0,26,53,0.613735,False,False
102,1789,edge_feature,1.105889,20.0,32,32,0.132018,False,False
103,4159,edge_feature,1.105889,20.0,32,32,0.081729,False,False
104,2735,edge_feature,1.105889,20.0,32,32,0.132705,False,False
105,111,cold_spot,1.105889,20.0,32,28,0.082376,False,False
106,3320,cold_spot,1.105889,20.0,14,44,0.083166,False,False
107,3501,gaussian_bump,1.105889,20.0,31,47,0.549598,False,False
108,3313,cold_spot,1.105889,20.0,50,37,0.100102,False,False
109,3817,gaussian_bump,1.105889,20.0,27,24,0.596216,False,False
110,529,cold_spot,1.105889,20.0,22,39,0.072928,False,False
111,4680,gaussian_bump,1.105889,20.0,19,22,0.526678,False,False
112,2164,gaussian_bump,1.105889,20.0,23,46,0.522933,False,False
113,3938,cold_spot,1.105889,20.0,44,18,0.077224,False,False
114,3914,cold_spot,1.105889,20.0,30,34,0.072469,False,False
115,2932,gaussian_bump,1.105889,20.0,33,10,0.550991,False,False
116,1965,gaussian_bump,1.105889,20.0,20,53,0.555095,False,False
117,4535,cold_spot,1.105889,20.0,32,41,0.07451,False,False
118,4677,cold_spot,1.105889,20.0,24,39,0.062489,False,False
119,1591,edge_feature,1.105889,20.0,32,32,0.130116,False,False
120,3068,cold_spot,1.105889,20.0,36,23,0.083606,False,False
121,2369,cold_spot,1.105889,20.0,48,19,0.083552,False,False
122,4145,cold_spot,1.105889,20.0,40,29,0.069118,False,False
123,3283,cold_spot,1.105889,20.0,29,28,0.072877,False,False
124,438,gaussian_bump,1.105889,20.0,32,19,0.584931,False,False
125,3579,gaussian_bump,1.105889,20.0,42,50,0.633922,False,False
126,422,gaussian_bump,1.105889,20.0,50,26,0.574173,False,False
127,4066,gaussian_bump,1.105889,20.0,50,35,0.560463,False,False
128,4977,edge_feature,1.105889,20.0,32,32,0.113343,False,False
129,3189,edge_feature,1.105889,20.0,32,32,0.100735,False,False
130,540,edge_feature,1.105889,20.0,32,32,0.10342,False,False
131,2348,edge_feature,1.105889,20.0,32,32,0.104101,False,False
132,649,edge_feature,1.105889,20.0,32,32,0.097943,False,False
133,3757,cold_spot,1.105889,20.0,15,30,0.082725,False,False
134,4993,gaussian_bump,1.105889,20.0,27,14,0.573155,False,False
135,4985,gaussian_bump,1.105889,20.0,39,30,0.558425,False,False
136,3604,cold_spot,1.105889,20.0,44,33,0.079325,False,False
137,1113,edge_feature,1.105889,20.0,32,32,0.123502,False,False
138,3528,gaussian_bump,1.105889,20.0,36,29,0.60997,False,False
139,3982,gaussian_bump,1.105889,20.0,16,48,0.606256,False,False
140,967,edge_feature,1.105889,20.0,32,32,0.08456,False,False
141,2651,edge_feature,1.105889,20.0,32,32,0.156945,False,False
142,2781,edge_feature,1.105889,20.0,32,32,0.133345,False,False
143,3392,cold_spot,1.105889,20.0,33,27,0.087868,False,False
144,1934,gaussian_bump,1.105889,20.0,29,35,0.570183,False,False
145,1500,cold_spot,1.105889,20.0,13,13,0.081463,False,False
146,2722,gaussian_bump,1.105889,20.0,36,10,0.591875,False,False
147,2227,gaussian_bump,1.105889,20.0,23,27,0.605435,False,False
148,1417,edge_feature,1.105889,20.0,32,32,0.11906,False,False
149,1866,gaussian_bump,1.105889,20.0,26,15,0.550979,False,False
150,3184,cold_spot,1.105889,20.0,25,27,0.069908,False,False
151,4412,edge_feature,1.105889,20.0,32,32,0.085882,False,False
152,4783,gaussian_bump,1.105889,20.0,52,38,0.485765,False,False
153,3536,gaussian_bump,1.105889,20.0,35,20,0.684085,False,False
154,2567,edge_feature,1.105889,20.0,32,32,0.072039,False,False
155,594,cold_spot,1.105889,20.0,40,18,0.072241,False,False
156,1270,cold_spot,1.105889,20.0,25,48,0.066234,False,False
157,2130,cold_spot,1.105889,20.0,18,21,0.069989,False,False
158,1026,edge_feature,1.105889,20.0,32,32,0.108604,False,False
159,1921,gaussian_bump,1.105889,20.0,41,22,0.630362,False,False
160,301,edge_feature,1.105889,20.0,32,32,0.129587,False,False
161,1393,cold_spot,1.105889,20.0,43,32,0.064872,False,False
162,1040,gaussian_bump,1.105889,20.0,30,40,0.573664,False,False
163,1779,gaussian_bump,1.105889,20.0,50,28,0.584146,False,False
164,1981,cold_spot,1.105889,20.0,27,26,0.078036,False,False
165,3681,edge_feature,1.105889,20.0,32,32,0.078753,False,False
166,496,gaussian_bump,1.105889,20.0,38,47,0.582536,False,False
167,3160,edge_feature,1.105889,20.0,32,32,0.103481,False,False
168,4867,gaussian_bump,1.105889,20.0,24,42,0.582515,False,False
169,3394,cold_spot,1.105889,20.0,18,44,0.073085,False,False
170,3111,cold_spot,1.105889,20.0,50,20,0.08461,False,False
171,4718,cold_spot,1.105889,20.0,38,30,0.080385,False,False
172,1960,edge_feature,1.105889,20.0,32,32,0.152048,False,False
173,4959,cold_spot,1.105889,20.0,15,25,0.068775,False,False
174,560,cold_spot,1.105889,20.0,28,27,0.074698,False,False
175,660,gaussian_bump,1.105889,20.0,29,12,0.590182,False,False
176,183,gaussian_bump,1.105889,20.0,50,33,0.545085,False,False
177,3118,edge_feature,1.105889,20.0,32,32,0.129981,False,False
178,485,cold_spot,1.105889,20.0,44,17,0.080116,False,False
179,4889,gaussian_bump,1.105889,20.0,34,26,0.569038,False,False
180,2087,gaussian_bump,1.105889,20.0,24,15,0.577767,False,False
181,2782,cold_spot,1.105889,20.0,43,44,0.081035,False,False
182,3760,gaussian_bump,1.105889,20.0,31,40,0.562214,False,False
183,2060,cold_spot,1.105889,20.0,38,50,0.078879,False,False
184,667,gaussian_bump,1.105889,20.0,51,20,0.593493,False,False
185,1323,gaussian_bump,1.105889,20.0,24,47,0.519462,False,False
186,3414,gaussian_bump,1.105889,20.0,40,19,0.526026,False,False
187,2409,cold_spot,1.105889,20.0,32,49,0.075496,False,False
188,422,edge_feature,1.105889,20.0,32,32,0.127798,False,False
189,42,edge_feature,1.105889,20.0,32,32,0.128148,False,False
190,3258,gaussian_bump,1.105889,20.0,46,21,0.581904,False,False
191,4612,cold_spot,1.105889,20.0,38,34,0.06062,False,False
192,2813,edge_feature,1.105889,20.0,32,32,0.097822,False,False
193,4554,gaussian_bump,1.105889,20.0,23,30,0.555661,False,False
194,994,gaussian_bump,1.105889,20.0,39,32,0.586916,False,False
195,4845,edge_feature,1.105889,20.0,32,32,0.088021,False,False
196,2324,gaussian_bump,1.105889,20.0,11,37,0.548662,False,False
197,368,gaussian_bump,1.105889,20.0,47,45,0.55981,False,False
198,1451,cold_spot,1.105889,20.0,25,27,0.077143,False,False
199,1548,cold_spot,1.105889,20.0,38,22,0.072542,False,False
