tier,targetid,target_ra,target_dec,anomaly_score,z,zwarn,spectype,deltachi2,flux_r,w1_w2,morphtype,gaia_phot_g_mean_mag,survey,program,family_id,cluster_id
FT-A,39627903570285763,247.89528622860487,4.669908635675013,3.4962830605408985,6.087791193358123,0,QSO,23.410387009382248,0.25459253787994385,,PSF,0.0,main,dark,0.0,19.0
FT-A,39627607293039577,201.10136679182716,-7.553336516975153,3.231711406802799,6.063803890675078,0,QSO,135.46354953944683,0.32961511611938477,,PSF,0.0,main,dark,4.0,18.0
FT-A,39628216868014338,239.9283885787028,18.01577398149372,3.06132485887994,5.193758800930653,0,QSO,22.023962132632732,0.07334503531455994,,SER,0.0,main,dark,0.0,20.0
FT-A,39627849358909321,252.47160267966893,2.60072990400137,3.033364329176698,4.3338059788905685,0,QSO,4205.142083585262,0.8864946365356445,,,0.0,main,dark,0.0,19.0
FT-B,103610381762578,223.91433715820312,50.217323303222656,3.1050760764412093,1.1154300119969345,4,GALAXY,1.8674338459968567,0.0,0.8220005035400391,,0.0,sv1,other,5.0,24.0
FT-C,39627812453222421,212.5952922809314,0.9209543013287365,7.1506360059372,1.0798427095175585,0,GALAXY,54.043706805445254,0.5319551229476929,,REX,0.0,sv3,dark,3.0,9.0
FT-C,39627812461610773,213.07783207480364,0.9658390007220918,6.394493587000085,1.186799625617636,0,GALAXY,47.00507989525795,0.4721691310405731,,REX,0.0,sv3,dark,3.0,9.0
FT-C,39627877817258319,149.92219007479088,3.7739580406018414,6.180183383587556,1.1989373634487532,0,GALAXY,58.527009189128876,0.36758261919021606,,REX,0.0,sv3,dark,3.0,9.0
FT-C,39633001079899014,217.9871716306598,36.00150319582155,4.746535147834208,1.3533313340167903,0,GALAXY,122.2014385163784,0.38834625482559204,,REX,0.0,sv3,dark,3.0,9.0
FT-C,39633407088529181,97.49930363101475,61.656638857853984,4.641575475362699,1.309763718521135,0,GALAXY,44.20639458298683,0.17556555569171906,,PSF,0.0,main,dark,6.0,8.0
FT-E,39627812453222421,212.5952922809314,0.9209543013287365,7.1506360059372,1.0798427095175585,0,GALAXY,54.043706805445254,0.5319551229476929,,REX,0.0,sv3,dark,3.0,9.0
FT-E,39633407088529181,97.49930363101475,61.656638857853984,4.641575475362699,1.309763718521135,0,GALAXY,44.20639458298683,0.17556555569171906,,PSF,0.0,main,dark,6.0,8.0
FT-E,39636182677589446,64.05184297017472,-16.74090643653275,4.320934157174128,0.006263061894435663,0,GALAXY,18204.78943683207,75.83722686767578,,SER,0.0,main,bright,0.0,0.0
FT-E,1071051379310604,240.34378159140687,42.490371562535145,4.2886661840968205,0.539233804961665,4,GALAXY,3.0291967764496803,0.0,,,0.0,sv3,bright,2.0,12.0
FT-E,39627748041295714,333.3194906653924,-1.7396111078931402,4.2517795382137,1.4202575597710925,0,GALAXY,31.56563925743103,0.19954286515712738,,PSF,0.0,main,dark,1.0,1.0
FT-E,39628291237221824,260.29163500971595,21.13162158239216,4.108207088157097,0.40732027058176007,4,GALAXY,7.045914147049189,0.12362974882125854,,PSF,0.0,main,dark,7.0,11.0
FT-E,39633396858619848,275.81584838252513,60.77425112848418,3.87674071280311,2.6192961489473965,4,QSO,3.2333241057949635,0.39128386974334717,,PSF,0.0,main,dark,1.0,21.0
FT-E,1070259272417281,210.20608910928453,6.121929454757653,3.7620810563754876,0.8731236576549505,4,GALAXY,2.1425999477505684,0.0,,,0.0,sv3,bright,2.0,10.0
FT-E,1070185960177669,150.13551119676862,2.9155041727709063,3.4976334738297736,0.8218240822026477,4,GALAXY,1.601515844464302,0.0,,,0.0,sv3,bright,1.0,6.0
FT-E,39627903570285763,247.89528622860487,4.669908635675013,3.4962830605408985,6.087791193358123,0,QSO,23.410387009382248,0.25459253787994385,,PSF,0.0,main,dark,0.0,19.0
FT-E,67803973419009,130.11975028080658,18.658106026168184,3.491012838733264,1.539253150623306,4,GALAXY,3.4151432812213898,0.0,,,0.0,sv1,other,0.0,15.0
FT-E,39633418778053415,143.59822275421794,62.82237772526027,3.4162014145606783,1.36585728424498,0,GALAXY,82.72912347316742,0.23673348128795624,,PSF,0.0,main,dark,0.0,13.0
FT-E,39628330143583760,240.61453923119896,22.94852227691967,3.399876589704923,3.1049636580529962,0,QSO,306.49112590610093,0.29477205872535706,,,0.0,main,dark,0.0,20.0
FT-E,39633432057219468,96.5415314367101,63.886516195522475,3.3865648723094477,0.9304202294128435,0,GALAXY,220.82451629638672,0.41372817754745483,,REX,0.0,main,dark,1.0,7.0
FT-E,39633495382820413,102.7063824611452,70.64373615966879,3.3340827579303305,0.47298106810815993,4,GALAXY,0.13589335978031158,26.30501937866211,,EXP,0.0,main,bright,0.0,14.0
FT-E,39633466035275117,293.9582100429278,67.33832218485088,3.3302642391703268,1.4544665349548231,0,GALAXY,67.03428417444229,0.08629466593265533,,PSF,0.0,main,dark,0.0,22.0
FT-E,39627817989705740,182.69435038222986,1.3432781709208654,3.324906746947709,1.2953525269005313,0,GALAXY,48.48265182971954,0.3114449381828308,,PSF,0.0,sv3,dark,0.0,17.0
FT-E,2394988512018434,203.98954607261638,49.989558267384986,3.295313664662173,0.5645415726405988,4,GALAXY,7.867769232019782,0.0,,,0.0,main,bright,5.0,24.0
FT-E,39633062929108448,182.23513441893184,39.178784137382564,3.279144104038697,0.23030021950862545,0,GALAXY,21.586817197035998,0.3699704706668854,,REX,0.0,main,dark,5.0,4.0
FT-E,39632946235181990,213.68194936155479,33.19120874080049,3.2781070230831344,0.7249121125134856,4,GALAXY,5.107725560665131,0.36259037256240845,,REX,0.0,main,dark,0.0,23.0
FT-E,1070090426515458,215.89907216731055,-1.0599414608539341,3.2466830145009244,1.4126731245648345,4,GALAXY,0.8935457564402896,0.0,,,0.0,sv3,bright,4.0,18.0
FT-E,39627778101872111,325.0338105091318,-0.4223643782655686,3.2204384524754226,1.0188805485608323,0,GALAXY,71.27549590170383,0.316084623336792,,REX,0.0,main,dark,0.0,2.0
FT-E,2394624320602116,188.48853781896992,30.295150945634852,3.216303447029757,1.149636945551284,4,GALAXY,1.6525315046310425,0.0,,,0.0,main,bright,4.0,5.0
FT-E,39633184245159076,270.3497017579107,45.93851892289963,3.1940214525215205,1.4010304052294291,0,GALAXY,75.56737160682678,0.49307894706726074,,REX,0.0,main,dark,0.0,3.0
FT-E,39627654445405293,147.36232209283673,-5.595617339377754,3.157945825675633,1.226689081136488,4,GALAXY,2.4280043095350266,0.31134191155433655,,REX,0.0,main,dark,0.0,16.0
