targetid,z,zwarn,spectype,deltachi2
1071371966742536,1.5125158343398544,4,GALAXY,6.175852067768574
1071374504296451,1.6564309513865456,4,GALAXY,5.999029204249382
1071377037656082,0.045277907638404474,4,GALAXY,4.170601700927364
1071377054433285,1.4388914551154124,0,GALAXY,11.072215676307678
1071386927824896,1.4535923935679902,4,GALAXY,5.412655234336853
1071386927824904,1.397504149091529,4,GALAXY,3.2472381591796875
1071389343744010,1.4175031919804721,4,GALAXY,3.163941480219364
1071396394369028,1.4141356257889113,4,GALAXY,6.009475976228714
1071396394369030,1.5242427059818073,4,GALAXY,3.2934194151312113
1071396394369034,1.2189203255950918,4,GALAXY,4.980130597949028
1071396394369035,0.8904374127044584,4,GALAXY,1.9635900054126978
1071396398563333,1.0095125414801176,4,GALAXY,2.47921634465456
1071396402757633,1.3887024445746563,4,GALAXY,3.0274482388049364
1078880416825347,1.0961995359020456,4,GALAXY,1.4534944966435432
1078940328263683,1.3189131603009028,4,GALAXY,3.7663823068141937
1078988088803329,1.4859884606172207,4,GALAXY,3.307815343141556
1083260402663429,0.5426029221111244,4,GALAXY,4.8212587386369705
1083277909688326,0.5216872096434165,4,GALAXY,0.31940973550081253
1083278517862406,0.6536214908356056,0,GALAXY,96.25454139709473
1083331772940299,0.9743984746243171,4,GALAXY,0.6860576989129186
1083331785523207,1.5056654899588109,4,GALAXY,0.5649493858218193
1083332339171340,1.3643249001391742,4,GALAXY,3.0509012416005135
1083344410378253,0.8917720205303387,4,GALAXY,2.7482109665870667
1083465416048645,1.382345876293319,4,GALAXY,0.38709377497434616
1083465424437254,0.6325957113801609,4,GALAXY,4.44152170419693
1083937518518278,1.0328676468050233,4,GALAXY,2.150581605732441
1083937518518292,0.2735160641245417,4,GALAXY,3.966153785586357
1083937518518298,0.2509996580535901,4,GALAXY,5.772627759724855
1083953633034257,1.3094783309456142,4,GALAXY,4.433241590857506
1083996066807808,0.47102593121278435,4,GALAXY,1.0057070702314377
1084113574428691,0.5423098661523003,4,GALAXY,4.492850638926029
1084113578622998,0.8349195611951871,4,GALAXY,0.2690294235944748
1084123405877250,1.322992221609754,4,GALAXY,0.8018576055765152
1084236559810560,0.5242403048547882,4,GALAXY,3.4353202134370804
1084241106436098,1.4080015457338992,4,GALAXY,0.7535110414028168
1084241110630407,1.2366112614589726,4,GALAXY,3.4064401239156723
1084245514649606,0.7955312484041575,0,GALAXY,12.768310144543648
1084390004228108,0.09572321433274464,4,GALAXY,5.751000817865133
1084401274322950,0.06526675358480916,4,GALAXY,5.918982287083054
1084408715018240,0.3027510986959611,4,GALAXY,5.255331479012966
1084430726725639,0.9747846499579635,4,GALAXY,4.312592297792435
1084458555932679,1.0821838999051867,4,GALAXY,3.283720187842846
1084524360368135,0.7184228516768655,4,GALAXY,1.8397712549194694
1084535865344005,0.9497701316063222,4,GALAXY,2.6938562486320734
1084568643829767,0.9311337670548488,4,GALAXY,2.849712286144495
1084576172605458,1.3643843458827873,4,GALAXY,5.149572134017944
1092188259745793,0.13567088423082335,4,GALAXY,3.843104676809162
2376326874923008,0.24675810121943118,4,GALAXY,4.004189902916551
2394047184371712,1.0917810497571834,4,GALAXY,7.0343460170552135
2394143082938369,1.0627707732250242,4,GALAXY,3.796294115483761
2394151987445766,1.4610556675485922,4,GALAXY,5.759535104036331
2394624320602116,1.149636945551284,4,GALAXY,1.6525315046310425
2394715538325512,1.0824787097430788,4,GALAXY,8.892299305647612
2394716482043908,0.45788473356432796,4,GALAXY,2.9468784779310226
2394948510941191,1.7769773637757262,0,QSO,14.083986633457243
2394964851949575,0.026223253636581074,4,GALAXY,0.2917333689983934
2394988512018434,0.5645415726405988,4,GALAXY,7.867769232019782
2394996040794117,0.2477649837314003,4,GALAXY,2.9436194971203804
2395142027739143,1.2094122233076312,0,GALAXY,10.063963800668716
2395197874896901,1.4918318053338138,4,GALAXY,0.026666060090065002
2395223116218371,0.20690202859619275,0,GALAXY,124.47161927819252
2398886731710469,1.5187086691731957,4,GALAXY,0.5056436881422997
2411663034679303,0.631410966119104,4,GALAXY,1.4284140691161156
39089837390693046,-0.0031222617530638442,0,GALAXY,314.0487135985295
39089837390693441,0.33534966491914864,4,GALAXY,5.653866840992123
39089837390694810,0.00157602642688495,0,GALAXY,96.96636071723151
39089837390695147,1.5029849606738828,4,GALAXY,6.723115915046947
39089837390695195,1.1434367594253618,4,GALAXY,0.02431286871433258
39089837390695268,0.7125327004685098,4,GALAXY,2.6651340797543526
39089837390698274,0.0007592783281698694,0,GALAXY,41.88171130134651
39089837390698317,0.33562800067053594,0,GALAXY,58.85201088766007
39089837390700023,1.5802842090646891,0,GALAXY,9.701708272099495
39089837390700232,1.022202654983453,0,GALAXY,63.732692927122116
39089837390701422,0.34483101286553286,4,GALAXY,1.1877811568556353
39089837390702158,0.3460370910135731,0,GALAXY,17.623895640019327
39627126181201520,0.31089827163050043,0,GALAXY,9.24718926846981
39627131486997683,-3.868179026605631e-06,0,GALAXY,201.7065442935309
39627131491192713,1.4285148909229038e-05,0,GALAXY,474.0050395208327
39627142161500672,-1.347926521699664e-05,0,GALAXY,1573.3694718141905
39627147546985058,0.2795442811184439,4,GALAXY,2.8823410496115685
39627152915693819,3.403627521228801e-07,0,GALAXY,171.41319366719836
39627163699250395,0.9072984915258981,4,GALAXY,2.5092767775058746
39627169097322605,1.327265403844085,0,GALAXY,32.60751350224018
39627169109901971,0.7661387437616343,0,GALAXY,13.33342158794403
