m_X_GeV,tau_X_sec,Br_dark,Y_X,Delta_Neff,BBN_OK,CMB_OK,Target,Allowed
1.000000e+00,1.000000e-06,1.000000e+00,1.000000e-10,5.026583e-09,True,True,False,False
1.000000e+00,1.418727e-06,1.000000e+00,1.000000e-10,5.987178e-09,True,True,False,False
1.000000e+00,2.012785e-06,1.000000e+00,1.000000e-10,7.131347e-09,True,True,False,False
1.000000e+00,2.855592e-06,1.000000e+00,1.000000e-10,8.494170e-09,True,True,False,False
1.000000e+00,4.051305e-06,1.000000e+00,1.000000e-10,1.011743e-08,True,True,False,False
1.000000e+00,5.747694e-06,1.000000e+00,1.000000e-10,1.205091e-08,True,True,False,False
1.000000e+00,8.154407e-06,1.000000e+00,1.000000e-10,1.435387e-08,True,True,False,False
1.000000e+00,1.156888e-05,1.000000e+00,1.000000e-10,1.709694e-08,True,True,False,False
1.000000e+00,1.641307e-05,1.000000e+00,1.000000e-10,3.647069e-08,True,True,False,False
1.000000e+00,2.328566e-05,1.000000e+00,1.000000e-10,4.344035e-08,True,True,False,False
1.000000e+00,3.303599e-05,1.000000e+00,1.000000e-10,3.342224e-08,True,True,False,False
1.000000e+00,4.686904e-05,1.000000e+00,1.000000e-10,3.980933e-08,True,True,False,False
1.000000e+00,6.649436e-05,1.000000e+00,1.000000e-10,4.741702e-08,True,True,False,False
1.000000e+00,9.433732e-05,1.000000e+00,1.000000e-10,5.647856e-08,True,True,False,False
1.000000e+00,1.338389e-04,1.000000e+00,1.000000e-10,6.727179e-08,True,True,False,False
1.000000e+00,1.898808e-04,1.000000e+00,1.000000e-10,8.012764e-08,True,True,False,False
1.000000e+00,2.693889e-04,1.000000e+00,1.000000e-10,9.544029e-08,True,True,False,False
1.000000e+00,3.821893e-04,1.000000e+00,1.000000e-10,1.136792e-07,True,True,False,False
1.000000e+00,5.422221e-04,1.000000e+00,1.000000e-10,1.354037e-07,True,True,False,False
1.000000e+00,7.692650e-04,1.000000e+00,1.000000e-10,1.612798e-07,True,True,False,False
1.000000e+00,1.091377e-03,1.000000e+00,1.000000e-10,1.921008e-07,True,True,False,False
1.000000e+00,1.548365e-03,1.000000e+00,1.000000e-10,2.288119e-07,True,True,False,False
1.000000e+00,2.196707e-03,1.000000e+00,1.000000e-10,2.725386e-07,True,True,False,False
1.000000e+00,3.116527e-03,1.000000e+00,1.000000e-10,3.246215e-07,True,True,False,False
1.000000e+00,4.421500e-03,1.000000e+00,1.000000e-10,3.866577e-07,True,True,False,False
1.000000e+00,6.272900e-03,1.000000e+00,1.000000e-10,4.605492e-07,True,True,False,False
1.000000e+00,8.899530e-03,1.000000e+00,1.000000e-10,5.485616e-07,True,True,False,False
1.000000e+00,1.262600e-02,1.000000e+00,1.000000e-10,6.533935e-07,True,True,False,False
1.000000e+00,1.791284e-02,1.000000e+00,1.000000e-10,7.782590e-07,True,True,False,False
1.000000e+00,2.541343e-02,1.000000e+00,1.000000e-10,9.269867e-07,True,True,False,False
1.000000e+00,3.605471e-02,1.000000e+00,1.000000e-10,1.104137e-06,True,True,False,False
1.000000e+00,5.115178e-02,1.000000e+00,1.000000e-10,1.315141e-06,True,True,False,False
1.000000e+00,7.257040e-02,1.000000e+00,1.000000e-10,1.566468e-06,True,True,False,False
1.000000e+00,1.029576e-01,1.000000e+00,1.000000e-10,1.865825e-06,True,True,False,False
1.000000e+00,1.460686e-01,1.000000e+00,1.000000e-10,2.222390e-06,True,True,False,False
1.000000e+00,2.072315e-01,1.000000e+00,1.000000e-10,2.647096e-06,True,True,False,False
1.000000e+00,2.940048e-01,1.000000e+00,1.000000e-10,3.152965e-06,True,True,False,False
1.000000e+00,4.171125e-01,1.000000e+00,1.000000e-10,2.808026e-06,True,True,False,False
1.000000e+00,5.917686e-01,1.000000e+00,1.000000e-10,1.045397e-06,True,True,False,False
1.000000e+00,8.395579e-01,1.000000e+00,1.000000e-10,1.245176e-06,True,True,False,False
1.000000e+00,1.191103e+00,1.000000e+00,1.000000e-10,1.483133e-06,True,True,False,False
1.000000e+00,1.689850e+00,1.000000e+00,1.000000e-10,1.766564e-06,True,True,False,False
1.000000e+00,2.397435e+00,1.000000e+00,1.000000e-10,2.104160e-06,True,True,False,False
1.000000e+00,3.401305e+00,1.000000e+00,1.000000e-10,2.506272e-06,True,True,False,False
1.000000e+00,4.825522e+00,1.000000e+00,1.000000e-10,2.985228e-06,True,True,False,False
1.000000e+00,6.846097e+00,1.000000e+00,1.000000e-10,3.555715e-06,True,True,False,False
1.000000e+00,9.712740e+00,1.000000e+00,1.000000e-10,4.235223e-06,True,True,False,False
1.000000e+00,1.377972e+01,1.000000e+00,1.000000e-10,5.044587e-06,True,True,False,False
1.000000e+00,1.954966e+01,1.000000e+00,1.000000e-10,6.008624e-06,True,True,False,False
1.000000e+00,2.773563e+01,1.000000e+00,1.000000e-10,7.156891e-06,True,True,False,False
1.000000e+00,3.934927e+01,1.000000e+00,1.000000e-10,8.524595e-06,True,True,False,False
1.000000e+00,5.582586e+01,1.000000e+00,1.000000e-10,1.015367e-05,True,True,False,False
1.000000e+00,7.920164e+01,1.000000e+00,1.000000e-10,1.209407e-05,True,True,False,False
1.000000e+00,1.123655e+02,1.000000e+00,1.000000e-10,1.440528e-05,True,True,False,False
1.000000e+00,1.594159e+02,1.000000e+00,1.000000e-10,1.715818e-05,True,True,False,False
1.000000e+00,2.261676e+02,1.000000e+00,1.000000e-10,2.043716e-05,True,True,False,False
1.000000e+00,3.208700e+02,1.000000e+00,1.000000e-10,2.434277e-05,True,True,False,False
1.000000e+00,4.552268e+02,1.000000e+00,1.000000e-10,2.899475e-05,True,True,False,False
1.000000e+00,6.458424e+02,1.000000e+00,1.000000e-10,3.453573e-05,True,True,False,False
1.000000e+00,9.162739e+02,1.000000e+00,1.000000e-10,4.113562e-05,True,True,False,False
1.000000e+00,1.299942e+03,1.000000e+00,1.000000e-10,4.899677e-05,True,True,False,False
1.000000e+00,1.844263e+03,1.000000e+00,1.000000e-10,5.836020e-05,True,True,False,False
1.000000e+00,2.616505e+03,1.000000e+00,1.000000e-10,6.951302e-05,True,True,False,False
1.000000e+00,3.712105e+03,1.000000e+00,1.000000e-10,8.279717e-05,True,True,False,False
1.000000e+00,5.266462e+03,1.000000e+00,1.000000e-10,9.861997e-05,True,True,False,False
1.000000e+00,7.471671e+03,1.000000e+00,1.000000e-10,1.174666e-04,True,True,False,False
1.000000e+00,1.060026e+04,1.000000e+00,1.000000e-10,1.399148e-04,True,True,False,False
1.000000e+00,1.503887e+04,1.000000e+00,1.000000e-10,1.666529e-04,True,True,False,False
1.000000e+00,2.133605e+04,1.000000e+00,1.000000e-10,1.985008e-04,True,True,False,False
1.000000e+00,3.027002e+04,1.000000e+00,1.000000e-10,2.364350e-04,True,True,False,False
1.000000e+00,4.294488e+04,1.000000e+00,1.000000e-10,2.816184e-04,True,True,False,False
1.000000e+00,6.092705e+04,1.000000e+00,1.000000e-10,3.354366e-04,True,True,False,False
1.000000e+00,8.643883e+04,1.000000e+00,1.000000e-10,3.995396e-04,True,True,False,False
1.000000e+00,1.226331e+05,1.000000e+00,1.000000e-10,4.758929e-04,True,True,False,False
1.000000e+00,1.739828e+05,1.000000e+00,1.000000e-10,5.668375e-04,True,True,False,False
1.000000e+00,2.468340e+05,1.000000e+00,1.000000e-10,6.751619e-04,True,True,False,False
1.000000e+00,3.501900e+05,1.000000e+00,1.000000e-10,8.041874e-04,True,True,False,False
1.000000e+00,4.968240e+05,1.000000e+00,1.000000e-10,9.578702e-04,True,True,False,False
1.000000e+00,7.048574e+05,1.000000e+00,1.000000e-10,1.140922e-03,True,True,False,False
1.000000e+00,1.000000e+06,1.000000e+00,1.000000e-10,1.358956e-03,True,True,False,False
1.321941e+00,1.000000e-06,1.000000e+00,1.000000e-10,6.644846e-09,True,True,False,False
1.321941e+00,1.418727e-06,1.000000e+00,1.000000e-10,7.914697e-09,True,True,False,False
1.321941e+00,2.012785e-06,1.000000e+00,1.000000e-10,9.427221e-09,True,True,False,False
1.321941e+00,2.855592e-06,1.000000e+00,1.000000e-10,1.122879e-08,True,True,False,False
1.321941e+00,4.051305e-06,1.000000e+00,1.000000e-10,1.337465e-08,True,True,False,False
1.321941e+00,5.747694e-06,1.000000e+00,1.000000e-10,1.593059e-08,True,True,False,False
1.321941e+00,8.154407e-06,1.000000e+00,1.000000e-10,1.897497e-08,True,True,False,False
1.321941e+00,1.156888e-05,1.000000e+00,1.000000e-10,2.260115e-08,True,True,False,False
1.321941e+00,1.641307e-05,1.000000e+00,1.000000e-10,4.821210e-08,True,True,False,False
1.321941e+00,2.328566e-05,1.000000e+00,1.000000e-10,5.742558e-08,True,True,False,False
1.321941e+00,3.303599e-05,1.000000e+00,1.000000e-10,4.418223e-08,True,True,False,False
1.321941e+00,4.686904e-05,1.000000e+00,1.000000e-10,5.262560e-08,True,True,False,False
1.321941e+00,6.649436e-05,1.000000e+00,1.000000e-10,6.268251e-08,True,True,False,False
1.321941e+00,9.433732e-05,1.000000e+00,1.000000e-10,7.466134e-08,True,True,False,False
1.321941e+00,1.338389e-04,1.000000e+00,1.000000e-10,8.892935e-08,True,True,False,False
1.321941e+00,1.898808e-04,1.000000e+00,1.000000e-10,1.059240e-07,True,True,False,False
1.321941e+00,2.693889e-04,1.000000e+00,1.000000e-10,1.261664e-07,True,True,False,False
1.321941e+00,3.821893e-04,1.000000e+00,1.000000e-10,1.502772e-07,True,True,False,False
1.321941e+00,5.422221e-04,1.000000e+00,1.000000e-10,1.789957e-07,True,True,False,False
1.321941e+00,7.692650e-04,1.000000e+00,1.000000e-10,2.132023e-07,True,True,False,False
1.321941e+00,1.091377e-03,1.000000e+00,1.000000e-10,2.539460e-07,True,True,False,False
1.321941e+00,1.548365e-03,1.000000e+00,1.000000e-10,3.024758e-07,True,True,False,False
1.321941e+00,2.196707e-03,1.000000e+00,1.000000e-10,3.602799e-07,True,True,False,False
1.321941e+00,3.116527e-03,1.000000e+00,1.000000e-10,4.291306e-07,True,True,False,False
1.321941e+00,4.421500e-03,1.000000e+00,1.000000e-10,5.111387e-07,True,True,False,False
1.321941e+00,6.272900e-03,1.000000e+00,1.000000e-10,6.088190e-07,True,True,False,False
1.321941e+00,8.899530e-03,1.000000e+00,1.000000e-10,7.251662e-07,True,True,False,False
1.321941e+00,1.262600e-02,1.000000e+00,1.000000e-10,8.637477e-07,True,True,False,False
1.321941e+00,1.791284e-02,1.000000e+00,1.000000e-10,1.028813e-06,True,True,False,False
1.321941e+00,2.541343e-02,1.000000e+00,1.000000e-10,1.225422e-06,True,True,False,False
1.321941e+00,3.605471e-02,1.000000e+00,1.000000e-10,1.459604e-06,True,True,False,False
1.321941e+00,5.115178e-02,1.000000e+00,1.000000e-10,1.738539e-06,True,True,False,False
1.321941e+00,7.257040e-02,1.000000e+00,1.000000e-10,2.070779e-06,True,True,False,False
1.321941e+00,1.029576e-01,1.000000e+00,1.000000e-10,2.466511e-06,True,True,False,False
1.321941e+00,1.460686e-01,1.000000e+00,1.000000e-10,2.937869e-06,True,True,False,False
1.321941e+00,2.072315e-01,1.000000e+00,1.000000e-10,3.499305e-06,True,True,False,False
1.321941e+00,2.940048e-01,1.000000e+00,1.000000e-10,4.168034e-06,True,True,False,False
1.321941e+00,4.171125e-01,1.000000e+00,1.000000e-10,3.712045e-06,True,True,False,False
1.321941e+00,5.917686e-01,1.000000e+00,1.000000e-10,1.381954e-06,True,True,False,False
1.321941e+00,8.395579e-01,1.000000e+00,1.000000e-10,1.646049e-06,True,True,False,False
1.321941e+00,1.191103e+00,1.000000e+00,1.000000e-10,1.960614e-06,True,True,False,False
1.321941e+00,1.689850e+00,1.000000e+00,1.000000e-10,2.335294e-06,True,True,False,False
1.321941e+00,2.397435e+00,1.000000e+00,1.000000e-10,2.781576e-06,True,True,False,False
1.321941e+00,3.401305e+00,1.000000e+00,1.000000e-10,3.313144e-06,True,True,False,False
1.321941e+00,4.825522e+00,1.000000e+00,1.000000e-10,3.946296e-06,True,True,False,False
1.321941e+00,6.846097e+00,1.000000e+00,1.000000e-10,4.700446e-06,True,True,False,False
1.321941e+00,9.712740e+00,1.000000e+00,1.000000e-10,5.598715e-06,True,True,False,False
1.321941e+00,1.377972e+01,1.000000e+00,1.000000e-10,6.668648e-06,True,True,False,False
1.321941e+00,1.954966e+01,1.000000e+00,1.000000e-10,7.943047e-06,True,True,False,False
1.321941e+00,2.773563e+01,1.000000e+00,1.000000e-10,9.460988e-06,True,True,False,False
1.321941e+00,3.934927e+01,1.000000e+00,1.000000e-10,1.126901e-05,True,True,False,False
1.321941e+00,5.582586e+01,1.000000e+00,1.000000e-10,1.342256e-05,True,True,False,False
1.321941e+00,7.920164e+01,1.000000e+00,1.000000e-10,1.598765e-05,True,True,False,False
1.321941e+00,1.123655e+02,1.000000e+00,1.000000e-10,1.904294e-05,True,True,False,False
1.321941e+00,1.594159e+02,1.000000e+00,1.000000e-10,2.268210e-05,True,True,False,False
1.321941e+00,2.261676e+02,1.000000e+00,1.000000e-10,2.701672e-05,True,True,False,False
1.321941e+00,3.208700e+02,1.000000e+00,1.000000e-10,3.217971e-05,True,True,False,False
1.321941e+00,4.552268e+02,1.000000e+00,1.000000e-10,3.832935e-05,True,True,False,False
1.321941e+00,6.458424e+02,1.000000e+00,1.000000e-10,4.565421e-05,True,True,False,False
1.321941e+00,9.162739e+02,1.000000e+00,1.000000e-10,5.437887e-05,True,True,False,False
1.321941e+00,1.299942e+03,1.000000e+00,1.000000e-10,6.477084e-05,True,True,False,False
1.321941e+00,1.844263e+03,1.000000e+00,1.000000e-10,7.714875e-05,True,True,False,False
1.321941e+00,2.616505e+03,1.000000e+00,1.000000e-10,9.189212e-05,True,True,False,False
1.321941e+00,3.712105e+03,1.000000e+00,1.000000e-10,1.094530e-04,True,True,False,False
1.321941e+00,5.266462e+03,1.000000e+00,1.000000e-10,1.303698e-04,True,True,False,False
1.321941e+00,7.471671e+03,1.000000e+00,1.000000e-10,1.552839e-04,True,True,False,False
1.321941e+00,1.060026e+04,1.000000e+00,1.000000e-10,1.849591e-04,True,True,False,False
1.321941e+00,1.503887e+04,1.000000e+00,1.000000e-10,2.203054e-04,True,True,False,False
1.321941e+00,2.133605e+04,1.000000e+00,1.000000e-10,2.624064e-04,True,True,False,False
1.321941e+00,3.027002e+04,1.000000e+00,1.000000e-10,3.125531e-04,True,True,False,False
1.321941e+00,4.294488e+04,1.000000e+00,1.000000e-10,3.722830e-04,True,True,False,False
1.321941e+00,6.092705e+04,1.000000e+00,1.000000e-10,4.434274e-04,True,True,False,False
1.321941e+00,8.643883e+04,1.000000e+00,1.000000e-10,5.281678e-04,True,True,False,False
1.321941e+00,1.226331e+05,1.000000e+00,1.000000e-10,6.291023e-04,True,True,False,False
1.321941e+00,1.739828e+05,1.000000e+00,1.000000e-10,7.493258e-04,True,True,False,False
1.321941e+00,2.468340e+05,1.000000e+00,1.000000e-10,8.925243e-04,True,True,False,False
1.321941e+00,3.501900e+05,1.000000e+00,1.000000e-10,1.063088e-03,True,True,False,False
1.321941e+00,4.968240e+05,1.000000e+00,1.000000e-10,1.266248e-03,True,True,False,False
1.321941e+00,7.048574e+05,1.000000e+00,1.000000e-10,1.508232e-03,True,True,False,False
1.321941e+00,1.000000e+06,1.000000e+00,1.000000e-10,1.796460e-03,True,True,False,False
1.747528e+00,1.000000e-06,1.000000e+00,1.000000e-10,8.784096e-09,True,True,False,False
1.747528e+00,1.418727e-06,1.000000e+00,1.000000e-10,1.046276e-08,True,True,False,False
1.747528e+00,2.012785e-06,1.000000e+00,1.000000e-10,1.246223e-08,True,True,False,False
1.747528e+00,2.855592e-06,1.000000e+00,1.000000e-10,1.484380e-08,True,True,False,False
1.747528e+00,4.051305e-06,1.000000e+00,1.000000e-10,1.768050e-08,True,True,False,False
1.747528e+00,5.747694e-06,1.000000e+00,1.000000e-10,2.105930e-08,True,True,False,False
1.747528e+00,8.154407e-06,1.000000e+00,1.000000e-10,2.508380e-08,True,True,False,False
1.747528e+00,1.156888e-05,1.000000e+00,1.000000e-10,2.987739e-08,True,True,False,False
1.747528e+00,1.641307e-05,1.000000e+00,1.000000e-10,6.373356e-08,True,True,False,False
1.747528e+00,2.328566e-05,1.000000e+00,1.000000e-10,7.591324e-08,True,True,False,False
1.747528e+00,3.303599e-05,1.000000e+00,1.000000e-10,5.840631e-08,True,True,False,False
1.747528e+00,4.686904e-05,1.000000e+00,1.000000e-10,6.956794e-08,True,True,False,False
1.747528e+00,6.649436e-05,1.000000e+00,1.000000e-10,8.286259e-08,True,True,False,False
1.747528e+00,9.433732e-05,1.000000e+00,1.000000e-10,9.869789e-08,True,True,False,False
1.747528e+00,1.338389e-04,1.000000e+00,1.000000e-10,1.175594e-07,True,True,False,False
1.747528e+00,1.898808e-04,1.000000e+00,1.000000e-10,1.400253e-07,True,True,False,False
1.747528e+00,2.693889e-04,1.000000e+00,1.000000e-10,1.667846e-07,True,True,False,False
1.747528e+00,3.821893e-04,1.000000e+00,1.000000e-10,1.986577e-07,True,True,False,False
1.747528e+00,5.422221e-04,1.000000e+00,1.000000e-10,2.366218e-07,True,True,False,False
1.747528e+00,7.692650e-04,1.000000e+00,1.000000e-10,2.818409e-07,True,True,False,False
1.747528e+00,1.091377e-03,1.000000e+00,1.000000e-10,3.357016e-07,True,True,False,False
1.747528e+00,1.548365e-03,1.000000e+00,1.000000e-10,3.998553e-07,True,True,False,False
1.747528e+00,2.196707e-03,1.000000e+00,1.000000e-10,4.762689e-07,True,True,False,False
1.747528e+00,3.116527e-03,1.000000e+00,1.000000e-10,5.672853e-07,True,True,False,False
1.747528e+00,4.421500e-03,1.000000e+00,1.000000e-10,6.756953e-07,True,True,False,False
1.747528e+00,6.272900e-03,1.000000e+00,1.000000e-10,8.048228e-07,True,True,False,False
1.747528e+00,8.899530e-03,1.000000e+00,1.000000e-10,9.586270e-07,True,True,False,False
1.747528e+00,1.262600e-02,1.000000e+00,1.000000e-10,1.141824e-06,True,True,False,False
1.747528e+00,1.791284e-02,1.000000e+00,1.000000e-10,1.360030e-06,True,True,False,False
1.747528e+00,2.541343e-02,1.000000e+00,1.000000e-10,1.619936e-06,True,True,False,False
1.747528e+00,3.605471e-02,1.000000e+00,1.000000e-10,1.929510e-06,True,True,False,False
1.747528e+00,5.115178e-02,1.000000e+00,1.000000e-10,2.298246e-06,True,True,False,False
1.747528e+00,7.257040e-02,1.000000e+00,1.000000e-10,2.737448e-06,True,True,False,False
1.747528e+00,1.029576e-01,1.000000e+00,1.000000e-10,3.260583e-06,True,True,False,False
1.747528e+00,1.460686e-01,1.000000e+00,1.000000e-10,3.883690e-06,True,True,False,False
1.747528e+00,2.072315e-01,1.000000e+00,1.000000e-10,4.625876e-06,True,True,False,False
1.747528e+00,2.940048e-01,1.000000e+00,1.000000e-10,5.509895e-06,True,True,False,False
1.747528e+00,4.171125e-01,1.000000e+00,1.000000e-10,4.907106e-06,True,True,False,False
1.747528e+00,5.917686e-01,1.000000e+00,1.000000e-10,1.826861e-06,True,True,False,False
1.747528e+00,8.395579e-01,1.000000e+00,1.000000e-10,2.175980e-06,True,True,False,False
1.747528e+00,1.191103e+00,1.000000e+00,1.000000e-10,2.591817e-06,True,True,False,False
1.747528e+00,1.689850e+00,1.000000e+00,1.000000e-10,3.087121e-06,True,True,False,False
1.747528e+00,2.397435e+00,1.000000e+00,1.000000e-10,3.677080e-06,True,True,False,False
1.747528e+00,3.401305e+00,1.000000e+00,1.000000e-10,4.379781e-06,True,True,False,False
1.747528e+00,4.825522e+00,1.000000e+00,1.000000e-10,5.216771e-06,True,True,False,False
1.747528e+00,6.846097e+00,1.000000e+00,1.000000e-10,6.213712e-06,True,True,False,False
1.747528e+00,9.712740e+00,1.000000e+00,1.000000e-10,7.401172e-06,True,True,False,False
1.747528e+00,1.377972e+01,1.000000e+00,1.000000e-10,8.815560e-06,True,True,False,False
1.747528e+00,1.954966e+01,1.000000e+00,1.000000e-10,1.050024e-05,True,True,False,False
1.747528e+00,2.773563e+01,1.000000e+00,1.000000e-10,1.250687e-05,True,True,False,False
1.747528e+00,3.934927e+01,1.000000e+00,1.000000e-10,1.489697e-05,True,True,False,False
1.747528e+00,5.582586e+01,1.000000e+00,1.000000e-10,1.774383e-05,True,True,False,False
1.747528e+00,7.920164e+01,1.000000e+00,1.000000e-10,2.113473e-05,True,True,False,False
1.747528e+00,1.123655e+02,1.000000e+00,1.000000e-10,2.517364e-05,True,True,False,False
1.747528e+00,1.594159e+02,1.000000e+00,1.000000e-10,2.998441e-05,True,True,False,False
1.747528e+00,2.261676e+02,1.000000e+00,1.000000e-10,3.571452e-05,True,True,False,False
1.747528e+00,3.208700e+02,1.000000e+00,1.000000e-10,4.253968e-05,True,True,False,False
1.747528e+00,4.552268e+02,1.000000e+00,1.000000e-10,5.066914e-05,True,True,False,False
1.747528e+00,6.458424e+02,1.000000e+00,1.000000e-10,6.035217e-05,True,True,False,False
1.747528e+00,9.162739e+02,1.000000e+00,1.000000e-10,7.188566e-05,True,True,False,False
1.747528e+00,1.299942e+03,1.000000e+00,1.000000e-10,8.562324e-05,True,True,False,False
1.747528e+00,1.844263e+03,1.000000e+00,1.000000e-10,1.019861e-04,True,True,False,False
1.747528e+00,2.616505e+03,1.000000e+00,1.000000e-10,1.214760e-04,True,True,False,False
1.747528e+00,3.712105e+03,1.000000e+00,1.000000e-10,1.446904e-04,True,True,False,False
1.747528e+00,5.266462e+03,1.000000e+00,1.000000e-10,1.723412e-04,True,True,False,False
1.747528e+00,7.471671e+03,1.000000e+00,1.000000e-10,2.052761e-04,True,True,False,False
1.747528e+00,1.060026e+04,1.000000e+00,1.000000e-10,2.445051e-04,True,True,False,False
1.747528e+00,1.503887e+04,1.000000e+00,1.000000e-10,2.912307e-04,True,True,False,False
1.747528e+00,2.133605e+04,1.000000e+00,1.000000e-10,3.468859e-04,True,True,False,False
1.747528e+00,3.027002e+04,1.000000e+00,1.000000e-10,4.131768e-04,True,True,False,False
1.747528e+00,4.294488e+04,1.000000e+00,1.000000e-10,4.921362e-04,True,True,False,False
1.747528e+00,6.092705e+04,1.000000e+00,1.000000e-10,5.861850e-04,True,True,False,False
1.747528e+00,8.643883e+04,1.000000e+00,1.000000e-10,6.982068e-04,True,True,False,False
1.747528e+00,1.226331e+05,1.000000e+00,1.000000e-10,8.316363e-04,True,True,False,False
1.747528e+00,1.739828e+05,1.000000e+00,1.000000e-10,9.905646e-04,True,True,False,False
1.747528e+00,2.468340e+05,1.000000e+00,1.000000e-10,1.179865e-03,True,True,False,False
1.747528e+00,3.501900e+05,1.000000e+00,1.000000e-10,1.405340e-03,True,True,False,False
1.747528e+00,4.968240e+05,1.000000e+00,1.000000e-10,1.673905e-03,True,True,False,False
1.747528e+00,7.048574e+05,1.000000e+00,1.000000e-10,1.993794e-03,True,True,False,False
1.747528e+00,1.000000e+06,1.000000e+00,1.000000e-10,2.374814e-03,True,True,False,False
2.310130e+00,1.000000e-06,1.000000e+00,1.000000e-10,1.161206e-08,True,True,False,False
2.310130e+00,1.418727e-06,1.000000e+00,1.000000e-10,1.383116e-08,True,True,False,False
2.310130e+00,2.012785e-06,1.000000e+00,1.000000e-10,1.647434e-08,True,True,False,False
2.310130e+00,2.855592e-06,1.000000e+00,1.000000e-10,1.962263e-08,True,True,False,False
2.310130e+00,4.051305e-06,1.000000e+00,1.000000e-10,2.337258e-08,True,True,False,False
2.310130e+00,5.747694e-06,1.000000e+00,1.000000e-10,2.783915e-08,True,True,False,False
2.310130e+00,8.154407e-06,1.000000e+00,1.000000e-10,3.315930e-08,True,True,False,False
2.310130e+00,1.156888e-05,1.000000e+00,1.000000e-10,3.949615e-08,True,True,False,False
2.310130e+00,1.641307e-05,1.000000e+00,1.000000e-10,8.425201e-08,True,True,False,False
2.310130e+00,2.328566e-05,1.000000e+00,1.000000e-10,1.003528e-07,True,True,False,False
2.310130e+00,3.303599e-05,1.000000e+00,1.000000e-10,7.720971e-08,True,True,False,False
2.310130e+00,4.686904e-05,1.000000e+00,1.000000e-10,9.196472e-08,True,True,False,False
2.310130e+00,6.649436e-05,1.000000e+00,1.000000e-10,1.095395e-07,True,True,False,False
2.310130e+00,9.433732e-05,1.000000e+00,1.000000e-10,1.304728e-07,True,True,False,False
2.310130e+00,1.338389e-04,1.000000e+00,1.000000e-10,1.554066e-07,True,True,False,False
2.310130e+00,1.898808e-04,1.000000e+00,1.000000e-10,1.851053e-07,True,True,False,False
2.310130e+00,2.693889e-04,1.000000e+00,1.000000e-10,2.204794e-07,True,True,False,False
2.310130e+00,3.821893e-04,1.000000e+00,1.000000e-10,2.626138e-07,True,True,False,False
2.310130e+00,5.422221e-04,1.000000e+00,1.000000e-10,3.128001e-07,True,True,False,False
2.310130e+00,7.692650e-04,1.000000e+00,1.000000e-10,3.725771e-07,True,True,False,False
2.310130e+00,1.091377e-03,1.000000e+00,1.000000e-10,4.437778e-07,True,True,False,False
2.310130e+00,1.548365e-03,1.000000e+00,1.000000e-10,5.285851e-07,True,True,False,False
2.310130e+00,2.196707e-03,1.000000e+00,1.000000e-10,6.295994e-07,True,True,False,False
2.310130e+00,3.116527e-03,1.000000e+00,1.000000e-10,7.499178e-07,True,True,False,False
2.310130e+00,4.421500e-03,1.000000e+00,1.000000e-10,8.932295e-07,True,True,False,False
2.310130e+00,6.272900e-03,1.000000e+00,1.000000e-10,1.063928e-06,True,True,False,False
2.310130e+00,8.899530e-03,1.000000e+00,1.000000e-10,1.267248e-06,True,True,False,False
2.310130e+00,1.262600e-02,1.000000e+00,1.000000e-10,1.509424e-06,True,True,False,False
2.310130e+00,1.791284e-02,1.000000e+00,1.000000e-10,1.797879e-06,True,True,False,False
2.310130e+00,2.541343e-02,1.000000e+00,1.000000e-10,2.141460e-06,True,True,False,False
2.310130e+00,3.605471e-02,1.000000e+00,1.000000e-10,2.550699e-06,True,True,False,False
2.310130e+00,5.115178e-02,1.000000e+00,1.000000e-10,3.038146e-06,True,True,False,False
2.310130e+00,7.257040e-02,1.000000e+00,1.000000e-10,3.618745e-06,True,True,False,False
2.310130e+00,1.029576e-01,1.000000e+00,1.000000e-10,4.310299e-06,True,True,False,False
2.310130e+00,1.460686e-01,1.000000e+00,1.000000e-10,5.134010e-06,True,True,False,False
2.310130e+00,2.072315e-01,1.000000e+00,1.000000e-10,6.115135e-06,True,True,False,False
2.310130e+00,2.940048e-01,1.000000e+00,1.000000e-10,7.283757e-06,True,True,False,False
2.310130e+00,4.171125e-01,1.000000e+00,1.000000e-10,6.486905e-06,True,True,False,False
2.310130e+00,5.917686e-01,1.000000e+00,1.000000e-10,2.415003e-06,True,True,False,False
2.310130e+00,8.395579e-01,1.000000e+00,1.000000e-10,2.876518e-06,True,True,False,False
2.310130e+00,1.191103e+00,1.000000e+00,1.000000e-10,3.426229e-06,True,True,False,False
2.310130e+00,1.689850e+00,1.000000e+00,1.000000e-10,4.080993e-06,True,True,False,False
2.310130e+00,2.397435e+00,1.000000e+00,1.000000e-10,4.860883e-06,True,True,False,False
2.310130e+00,3.401305e+00,1.000000e+00,1.000000e-10,5.789813e-06,True,True,False,False
2.310130e+00,4.825522e+00,1.000000e+00,1.000000e-10,6.896264e-06,True,True,False,False
2.310130e+00,6.846097e+00,1.000000e+00,1.000000e-10,8.214162e-06,True,True,False,False
2.310130e+00,9.712740e+00,1.000000e+00,1.000000e-10,9.783914e-06,True,True,False,False
2.310130e+00,1.377972e+01,1.000000e+00,1.000000e-10,1.165365e-05,True,True,False,False
2.310130e+00,1.954966e+01,1.000000e+00,1.000000e-10,1.388070e-05,True,True,False,False
2.310130e+00,2.773563e+01,1.000000e+00,1.000000e-10,1.653335e-05,True,True,False,False
