ra,dec,tid,score
27.663247,-8.963502,-16744174,7.38
195.229142,-1.118083,-237177261,7.38
54.120535,-2.816095,-118371122,7.38
136.090642,77.800300,-259897261,7.38
223.954446,13.235461,-249333135,7.38
34.378786,-4.335378,-63654368,7.38
159.160735,-3.394710,-231264174,7.38
11.828849,19.786503,-114287190,7.38
235.594535,18.424918,-59091006,7.38
162.482422,0.209681,-246807434,7.37
25.871408,-0.409865,-231351125,7.37
321.923579,18.684682,616088987697676584,7.37
331.703275,2.823496,-80684368,7.37
38.866054,27.668001,-255064121,7.37
246.143744,1.163431,616088571358478525,7.37
317.961267,1.469974,-65351251,7.37
207.003757,9.162655,-201215300,7.37
44.867315,-4.042260,-32566074,7.37
31.548200,1.520528,-64004263,7.37
333.771872,0.673918,-96524436,7.37
347.515994,4.653170,-93624303,7.37
1.181264,-1.175008,-11881182,7.37
205.309238,9.360545,-242334221,7.37
340.987252,-2.149278,-247001366,7.37
19.362672,0.395929,-257624446,7.37
352.270978,21.366356,-228004246,7.37
347.433217,0.881637,-22621125,7.37
33.285925,11.697233,-79686232,7.37
123.959546,7.242269,-109654121,7.37
240.719663,11.773448,-249154121,7.37
308.976740,1.659720,-33933135,7.37
141.703627,0.384308,-25267377,7.37
142.393465,40.578588,-29404221,7.37
313.646260,5.294740,-208461345,7.37
279.175314,57.443900,616094108783477109,7.37
37.639091,0.523316,-238081299,7.37
176.931990,73.658137,-244651006,7.37
23.029248,-6.380908,-58775052,7.37
263.722824,66.169590,-200334294,7.37
35.336794,3.352702,-254057190,7.37
65.856639,-11.556499,-118408503,7.37
231.769874,18.021908,-105741006,7.37
21.061598,8.045271,-82904457,7.37
24.953843,18.919972,-35803294,7.37
328.683066,1.770692,-96171366,7.37
157.294703,-1.195852,-88094221,7.37
334.608293,-1.399239,616088506405487661,7.37
315.494065,0.474895,-223891484,7.37
45.854517,-1.009170,-94951341,7.37
234.816881,29.644749,-28094122,7.37
274.908852,40.818438,-18857190,7.37
145.466862,-2.360570,-72287190,7.37
247.178332,22.941031,-204201400,7.37
135.362040,0.682850,-56514221,7.37
249.124892,2.096765,-61207190,7.37
164.136846,65.366735,-213321041,7.37
6.328494,-3.533549,-105411436,7.37
2.934341,3.540976,-20624519,7.37
210.355249,5.642080,-42535119,7.37
19.079840,-0.471050,-89824025,7.37
49.600112,-8.097321,39627592789135376,7.37
4.064078,1.501196,-78164267,7.37
197.132550,-1.333212,-237234174,7.37
49.937844,-2.769758,616088471429186035,7.37
128.683724,2.960043,-101933135,7.37
113.476866,68.401058,-228705449,7.37
63.818160,-4.865948,-118718024,7.37
251.589275,35.817556,-17627190,7.37
357.567285,-0.491561,-22861252,7.37
270.843908,45.874331,-240174221,7.37
193.164026,0.394167,-36864121,7.37
227.771195,26.126800,-12005076,7.37
350.448939,-9.273926,-77798127,7.37
339.487400,19.488078,-244094098,7.37
71.136202,-1.032961,-103154088,7.37
332.169854,11.279125,-33848345,7.37
33.451530,7.851543,-207044121,7.37
34.662066,1.056589,-63704294,7.37
322.985046,-3.685779,-239681341,7.37
252.852035,3.220213,-76754221,7.37
125.944698,55.038757,-209361070,7.37
326.196651,-1.101878,-255264122,7.37
308.384298,-2.375679,-106851246,7.37
45.306149,-3.993982,-32566206,7.37
345.125633,-1.944014,-205361263,7.37
348.441192,7.820923,-22254037,7.37
95.545179,69.461580,-230734221,7.37
169.124324,-4.845524,-218364174,7.37
213.821187,-3.679935,-42434122,7.37
99.214125,55.990413,-256491159,7.37
146.083832,-3.387751,-25637261,7.37
67.443631,-0.657385,-103311273,7.37
325.242144,22.051972,-232084414,7.37
275.704308,48.401723,-224624122,7.37
8.943982,-6.810766,-11447190,7.37
344.756766,0.626459,616088560935632929,7.37
159.480564,20.416496,-30615122,7.37
323.019947,-2.062437,-239684112,7.37
11.503371,4.712394,-226021483,7.37
166.215030,2.089796,-204743502,7.37
312.142485,-1.677739,-65381436,7.37
318.603430,2.181443,-239584351,7.37
1.667275,-2.706516,-78141273,7.37
159.484087,-7.501297,-246827418,7.37
200.726206,-8.028463,-237137104,7.37
356.252081,3.739925,-38114520,7.37
186.771947,2.424372,-242567190,7.37
134.297818,2.941132,-231063135,7.37
14.079958,-0.644409,-42834002,7.37
1.522975,-0.949908,-78144400,7.37
66.369989,-14.365782,-87184221,7.37
341.954955,-0.681540,-221094258,7.37
313.847933,3.128732,-208478520,7.37
72.468178,-2.009876,-40557192,7.37
256.947448,33.924889,-81664173,7.37
164.770478,1.567217,-59854174,7.37
348.881623,-0.228622,-93561233,7.37
341.284366,-2.165320,-247001246,7.37
32.258207,3.076567,-79574308,7.37
50.817929,-1.259910,-48171286,7.37
270.329172,40.272809,-224474122,7.37
32.867869,4.345292,-48351288,7.37
242.202107,34.489811,-95454174,7.37
25.880131,0.105928,616088537464308813,7.37
6.690228,1.129886,-20531273,7.37
134.298361,3.204036,-246875052,7.37
141.910814,26.896940,-245244121,7.37
146.174275,5.973807,-246324221,7.37
38.959921,-1.882120,-222341436,7.37
324.229732,3.388935,-239474017,7.37
318.290765,0.029866,-80807377,7.37
211.810801,5.682285,-73794121,7.37
254.317829,46.429732,-207571168,7.37
38.990056,-2.336683,-238021182,7.37
325.846197,6.315247,-255421090,7.37
350.968635,-3.603069,-252401365,7.37
207.037865,-2.346443,-201101373,7.37
136.175497,-1.194016,-103565449,7.37
91.970248,64.992514,616094194821235270,7.37
164.409277,3.365589,-46387377,7.37
132.332812,64.450278,-244803135,7.37
337.833997,-1.417329,-65691219,7.36
353.521387,-0.933516,616088518803850157,7.36
275.190884,47.228299,-240164221,7.36
331.111225,-0.582391,-65281288,7.36
34.150920,24.487140,-96077261,7.36
341.172806,-2.400740,-247001380,7.36
21.538258,-0.156649,-89894486,7.36
319.676708,14.029865,-247704017,7.36
327.888978,-5.552355,-208611276,7.36
31.979969,1.134613,-79571288,7.36
316.322949,-1.208090,-80801162,7.36
286.240019,65.529698,-236415041,7.36
228.225716,51.258222,-207705449,7.36
337.172874,4.145862,-212884324,7.36
348.619385,21.122953,-212401288,7.36
254.876650,36.647871,-97227377,7.36
27.565898,-0.828469,-222734351,7.36
121.101130,33.070531,-113548029,7.36
194.958317,35.377668,-21717190,7.36
36.137032,-3.536429,-63641256,7.36
36.406950,-1.392126,-222311149,7.36
24.140269,4.492893,-257472014,7.36
9.503623,7.436659,-98524267,7.36
331.451643,1.957710,-18554400,7.36
18.599800,0.142942,-89824267,7.36
32.895720,2.108053,-94881110,7.36
10.305357,9.936615,-67276159,7.36
350.102754,-9.146280,39627567891747649,7.36
229.335410,32.559639,-12395442,7.36
168.455211,1.775948,-59755449,7.36
336.644879,15.253670,616088907007656542,7.36
260.517531,25.028978,-14235442,7.36
289.261852,68.669607,-220717377,7.36
197.145149,-1.216284,-237234221,7.36
265.225276,23.685982,-251357191,7.36
215.293013,8.368683,-201131422,7.36
30.265675,1.261831,-95104486,7.36
117.446910,22.928292,-47064519,7.36
138.680563,2.276644,-119363410,7.36
155.033161,-5.023955,-72419458,7.36
178.594923,-4.563644,616088431360999724,7.36
195.111174,21.873796,-242117525,7.36
259.218172,51.466312,-207901399,7.36
158.706083,63.406353,616094179444916406,7.36
167.405793,2.259090,-46227190,7.36
261.018897,32.029965,-34747509,7.36
127.430492,23.175203,-55047487,7.36
10.690589,23.396406,-113917261,7.36
314.546862,6.894155,-208465077,7.36
42.969677,-7.653503,-48187190,7.36
43.725533,-3.508302,39627700918294259,7.36
121.005882,38.947068,616093809737990523,7.36
25.483450,-0.302744,-41351219,7.36
17.267595,30.042445,-223674174,7.36
224.126674,1.755240,-200951256,7.36
120.903236,14.750439,-213827377,7.36
335.292773,20.220454,-244134258,7.36
317.636933,3.141038,-65354294,7.36
4.785208,11.018147,616088801491550879,7.36
327.209839,3.854518,-49464368,7.36
257.705840,39.938594,39633077894384465,7.36
357.571463,-0.600628,-22861286,7.36
176.188928,1.537209,-77057261,7.36
196.216548,4.098812,-114987190,7.36
56.813748,-18.348270,-245621149,7.36
25.316957,-9.423859,-58727261,7.36
40.588349,7.739186,39627972226842650,7.36
25.464397,-0.489426,-41351286,7.36
29.786338,-1.253504,-79671256,7.36
14.619460,8.433759,-82884121,7.36
235.277302,5.572522,-218314121,7.36
337.814562,-1.603967,-255691286,7.36
337.835723,-1.780323,-65691341,7.36
9.871086,7.089420,-98524088,7.36
256.229197,8.315171,-61254122,7.36
228.666010,5.906459,-42384121,7.36
105.374033,61.245563,-213128178,7.36
63.998459,-0.818311,-118931094,7.36
21.540146,1.247453,-257461256,7.36
203.136481,1.564937,-36847190,7.36
244.373144,18.463289,-204211170,7.36
208.552980,46.185376,-227414222,7.36
22.936923,7.441938,-82907377,7.36
43.058501,-0.093804,-110544127,7.36
247.813931,47.588212,-17317190,7.36
36.367469,25.312336,-65084221,7.36
254.217238,15.309703,-219597190,7.36
62.582760,-3.405042,-118714520,7.36
215.404983,7.772874,-42504122,7.36
25.184352,-0.471944,616088525372130024,7.36
231.227464,40.668399,39633091387459858,7.36
356.758190,-1.560317,-259461263,7.36
152.283750,55.517022,-253580129,7.36
244.105605,3.931130,-43944221,7.36
345.178156,-1.897946,-15361228,7.36
288.816711,61.906290,-93281393,7.36
212.510639,1.834604,-42527190,7.36
147.819770,-6.235226,-246634121,7.36
356.454600,1.591052,-38111233,7.36
46.933317,0.469815,-253801384,7.36
203.115368,4.195614,39627890773460573,7.36
262.792277,20.913867,616089037941244094,7.36
337.869124,-0.156924,-65694112,7.36
182.710685,-1.180932,-99414121,7.36
321.590225,1.618855,-80751341,7.36
316.130554,2.890068,-255527190,7.36
247.720663,11.193105,-92297261,7.36
42.576275,0.252074,616088543785124459,7.36
175.510164,38.322098,-60524121,7.36
14.406514,29.595378,-254941076,7.36
255.410784,49.877746,-17581081,7.36
155.939869,29.733228,-60534174,7.36
255.103597,5.482656,-76734121,7.36
68.482803,-5.370358,-56137377,7.36
0.847278,-1.275193,-11881345,7.36
64.212330,-9.673352,-261794121,7.36
192.473756,2.337547,-52484221,7.36
63.816522,0.700871,-60294368,7.36
67.061534,-14.241653,-118438212,7.36
264.454679,17.291075,-29961350,7.36
334.161837,-3.120726,-112231403,7.36
159.950362,3.227833,-62081282,7.36
61.520365,-6.310364,-87027234,7.36
32.633412,8.031104,-32681182,7.36
329.289324,-3.044031,-208616519,7.36
44.532891,5.642470,-110684121,7.36
324.912625,1.645773,-80741219,7.36
313.606095,5.286403,-208461366,7.36
193.096198,-2.394241,-99314174,7.36
351.954748,2.541937,-109294037,7.36
65.655330,0.244164,-60297377,7.36
254.685818,49.744057,-207581252,7.36
21.706782,-1.525407,-89892145,7.36
245.486491,36.571411,-95574221,7.36
37.986970,0.994910,-238081072,7.36
3.041606,12.201934,-243558317,7.36
27.383731,-16.215815,-217574121,7.36
49.626251,-6.756629,-79518298,7.36
212.541583,-2.351520,-248077226,7.36
3.516005,-9.631840,-11618437,7.36
37.210755,-1.420380,-110644446,7.36
32.221718,-3.950893,-16645052,7.36
159.151782,3.554607,-246813135,7.36
345.968896,30.129891,-262601221,7.36
334.250166,0.994881,-65604486,7.36
129.208906,7.662944,-260685449,7.36
353.430342,1.271337,-69334414,7.36
104.940972,61.177561,-213128127,7.36
7.461903,1.791154,616088579432514311,7.36
104.433454,69.424282,-244504121,7.36
153.189968,7.911976,-56427377,7.36
30.147105,-1.439542,-79671182,7.36
253.083307,42.971560,-207601434,7.36
331.817346,11.756150,616088824665080456,7.36
150.913592,15.145755,-72237261,7.36
47.382552,-0.476757,-48151221,7.36
335.167630,-0.169772,-18641159,7.36
335.354961,1.655253,-18644351,7.36
134.499399,43.721754,-209718317,7.36
155.437956,38.221337,-60373135,7.35
341.340571,0.125814,-57004436,7.35
199.888012,36.005525,-227338520,7.35
26.169549,1.897199,-41355449,7.35
110.088420,36.082180,-258486236,7.35
23.752578,5.550637,-257474285,7.35
150.481744,-2.648845,-119104174,7.35
170.754997,2.173234,-14474221,7.35
13.480180,-0.185218,-20481384,7.35
24.620930,19.640931,39628253526233406,7.35
191.305480,56.183851,-206384164,7.35
22.011648,-0.051954,-89894436,7.35
239.053393,10.515748,-12117190,7.35
339.460325,-0.711809,-34364025,7.35
12.316235,-0.620981,39627772854798855,7.35
202.756289,3.569510,-201335151,7.35
278.419958,52.570877,-210711076,7.35
142.895067,1.973887,-119384221,7.35
64.359350,-1.893228,-103111305,7.35
119.192785,14.986303,-23824221,7.35
340.066510,23.975285,-234601149,7.35
120.705432,14.608774,-23827261,7.35
344.437931,2.482646,-31214436,7.35
247.669658,15.550463,-14175313,7.35
157.298650,7.978808,-119347261,7.35
334.630505,-1.307100,-65601299,7.35
221.361229,35.504147,-115924221,7.35
9.826447,4.118035,-257497261,7.35
154.152091,-0.543082,-72407190,7.35
177.277513,54.614155,-237335148,7.35
334.266181,0.587528,-65604258,7.35
55.230991,0.299120,-63824351,7.35
129.647044,58.107485,-256661276,7.35
326.523004,5.487452,-33731182,7.35
230.179669,6.551351,-26997261,7.35
341.120160,-0.199480,-57004302,7.35
250.957349,-0.235044,616088535199384223,7.35
47.143324,1.227163,-48154400,7.35
243.989877,11.249005,-249244174,7.35
338.036692,0.609849,-255694436,7.35
229.791079,32.520665,-12395472,7.35
3.248702,2.932201,616088609560199448,7.35
335.519710,31.153813,-12984246,7.35
218.031611,49.502488,-258781088,7.35
318.329119,0.450764,-239581162,7.35
35.865453,-1.424210,-222311366,7.35
202.330884,12.314018,-210885113,7.35
136.038340,17.890882,-23817190,7.35
242.317282,34.376754,-95454122,7.35
26.920851,1.162469,-74554351,7.35
274.059252,58.422228,-262681415,7.35
234.493818,4.620537,-73644121,7.35
265.198815,25.300101,-224724112,7.35
124.497185,4.620980,-78307190,7.35
321.951699,-1.590144,-223997190,7.35
238.930175,16.450650,-12195151,7.35
229.780164,1.107071,-73594221,7.35
254.396816,57.052773,616094102001288014,7.35
262.429130,14.846743,-76587190,7.35
257.684939,18.822681,-203877014,7.35
63.582585,-1.301205,-118931384,7.35
355.510465,21.051376,-228014446,7.35
114.165080,31.346684,-84016274,7.35
345.026096,-2.140874,-205361380,7.35
212.519232,-4.912028,-26797261,7.35
245.997100,14.763362,-92324173,7.35
103.375980,61.832219,-213125052,7.35
63.805734,-4.186454,-246271488,7.35
316.816874,3.291095,-18327190,7.35
177.778610,3.470161,-45843115,7.35
193.145419,37.189996,-37504174,7.35
281.110228,52.567849,-210718386,7.35
21.987317,8.625018,-67354375,7.35
64.047226,-1.030137,-118931125,7.35
179.269789,3.021950,-220275449,7.35
228.684490,29.185149,616089217964966198,7.35
216.323433,8.873273,-248134121,7.35
30.638504,1.133220,-95104325,7.35
337.008016,2.191599,-49824246,7.35
321.465979,1.703337,-80751365,7.35
122.687565,18.281067,-86537261,7.35
47.799879,1.395910,-79411125,7.35
315.068470,-9.093067,-234418305,7.35
119.212090,16.666016,-47044121,7.35
338.646768,-1.857553,-34361350,7.35
201.717287,7.163937,616088715218911467,7.35
0.606126,-1.212702,-11881436,7.35
45.780019,0.958244,-94954263,7.35
240.854288,2.678209,-105934174,7.35
224.658539,33.852545,-243317261,7.35
316.411880,-0.955991,-208311341,7.35
5.546239,1.617434,-105424367,7.35
146.135332,1.176944,-262054221,7.35
21.909462,0.648948,616088555516592280,7.35
341.110284,0.627050,-25801228,7.35
0.977815,-0.845263,-11881162,7.35
21.856140,3.070031,-257464348,7.35
70.412118,-0.330981,-118961182,7.35
25.324526,8.180977,-67364375,7.35
335.765077,18.929484,-244131110,7.35
351.895381,1.697268,-109291041,7.35
331.334520,1.865504,-18554375,7.35
322.438705,-7.768219,-208451276,7.35
202.803900,12.646773,-210885309,7.35
48.371871,1.611512,-32464310,7.35
263.730391,30.584487,-209141434,7.35
154.825311,34.358548,616093717849179249,7.35
166.577684,15.960879,-93115052,7.35
110.621442,35.363922,-115277192,7.35
25.424686,4.065924,-72654302,7.35
265.909504,28.678692,-112744221,7.35
23.117887,-0.446765,-74401389,7.35
176.277164,41.744156,-78904221,7.35
9.560247,5.459077,-98521263,7.35
359.576620,1.868786,-20611389,7.35
168.334508,63.238680,616094176794116661,7.35
92.838057,64.832748,-260431282,7.35
30.193349,-2.191566,-16701233,7.35
273.535384,36.708882,-224421182,7.35
351.141160,4.455927,-93654351,7.35
330.432933,-0.781556,-96561110,7.35
234.962987,39.296240,-111124221,7.35
177.503784,3.259996,39627866220003491,7.34
1.471458,2.884585,-20617190,7.34
226.898413,41.371137,-95767261,7.34
154.856959,2.393058,-119194174,7.34
8.358184,-2.563394,-105417190,7.34
328.860877,-3.071065,-208616314,7.34
64.200466,-1.923536,-103111389,7.34
195.466753,33.433791,-211724221,7.34
32.613964,9.976243,-32684308,7.34
229.876997,2.952095,-42324174,7.34
41.946218,1.177068,-16764519,7.34
106.154929,47.632358,-84047377,7.34
194.832100,22.079052,-242117384,7.34
129.005310,14.335138,-39324121,7.34
186.825863,37.523512,-22194221,7.34
329.259944,-4.518740,616088433881776639,7.34
65.642370,0.511097,-118937377,7.34
242.751458,35.268085,-64384121,7.34
31.011011,-5.596428,-74427377,7.34
218.306571,-2.265628,39627734032319892,7.34
347.117721,2.846117,-22624366,7.34
236.136751,12.445328,-202091149,7.34
336.357344,-3.462021,-208781233,7.34
117.404980,36.502448,-113554174,7.34
336.123037,-0.387999,-112201403,7.34
308.630413,1.077977,-112381350,7.34
210.453582,4.271748,-216824221,7.34
308.360867,-3.506524,-234394436,7.34
12.978798,4.180145,-36084348,7.34
31.823412,-1.296764,-16707190,7.34
327.637818,-3.004634,-208614494,7.34
336.202692,-2.685089,-255674088,7.34
347.107468,2.765731,-22624324,7.34
254.446615,22.098681,-13945472,7.34
246.083342,14.339279,39628129848791437,7.34
179.348448,-4.827890,-108364121,7.34
342.016586,15.793997,-244047190,7.34
263.399183,37.520973,-19037377,7.34
120.609948,58.145594,-209673277,7.34
274.852162,52.483873,-209295451,7.34
328.566860,5.929155,-33738503,7.34
156.823366,-7.336995,-88115052,7.34
155.592520,3.091642,-103764121,7.34
39.315966,-2.083916,-63674486,7.34
198.635573,38.681196,-115764122,7.34
21.737019,2.977870,-257464324,7.34
256.608968,20.080648,-92117377,7.34
9.248805,18.764279,-98647261,7.34
238.690853,16.930416,-12195352,7.34
200.509022,-1.916687,-237294121,7.34
347.680756,2.894117,-93621170,7.34
329.629431,0.293251,-112321263,7.34
311.094868,4.394763,-208473457,7.34
133.838667,68.483123,-260157190,7.34
156.212439,1.635548,-119197190,7.34
135.108638,-5.241949,616088412562129529,7.34
261.344860,54.175523,-207906420,7.34
27.629546,14.071134,616088872731804617,7.34
1.104353,-1.298819,-11881246,7.34
133.268683,-2.286078,-56544221,7.34
236.579527,35.053817,-80317261,7.34
328.582473,1.933273,-96171350,7.34
311.539978,-0.509549,-239621366,7.34
27.279575,-2.858601,-222731251,7.34
248.078812,25.530437,616089137702765305,7.34
193.832176,6.246884,-226814174,7.34
338.602833,-0.827304,-10101168,7.34
249.031837,41.453968,-17291434,7.34
309.213217,0.362713,-255404285,7.34
2.947962,5.687732,-116691182,7.34
188.560806,31.399520,-100341162,7.34
70.579800,-0.407297,-118961149,7.34
318.621790,-5.327700,-240015449,7.34
6.354423,-1.129581,-89664112,7.34
30.820611,-5.738358,-74427261,7.34
356.487274,15.117887,-243571263,7.34
185.824903,15.485762,-83804121,7.34
242.091526,26.139006,-249407190,7.34
332.458023,4.705219,-18537377,7.34
10.412659,0.370047,-42964098,7.34
359.422955,-8.562257,-15458068,7.34
223.027622,8.794581,-26957377,7.34
180.365430,63.523567,-237838401,7.34
159.549948,6.423615,-204824121,7.34
20.897904,9.817955,-66991389,7.34
194.267150,4.704830,-211207377,7.34
253.484783,43.213829,-207601219,7.34
41.844061,1.607322,-110591288,7.34
217.360113,-2.174747,-232278323,7.34
134.992026,6.635701,-245104174,7.34
350.829660,2.348341,-93651286,7.34
352.359352,-0.305030,-93591110,7.34
19.753456,-1.351789,-257621159,7.34
206.305452,32.082899,-243107190,7.34
14.283725,-0.919274,-27391182,7.34
314.877046,-0.600623,-239601366,7.34
208.419967,37.613395,-211561006,7.34
248.495498,30.946019,-207897190,7.34
242.173203,8.826801,616088751810020276,7.34
316.604667,1.959589,-111974098,7.34
66.847767,0.437474,-234654002,7.34
145.303939,2.773620,-262030048,7.34
20.675921,-1.865486,-27491251,7.34
12.681094,23.338754,-113904221,7.34
160.397452,-6.384654,-28414221,7.34
212.904700,9.333711,-248144174,7.34
230.823702,31.095284,-202397190,7.34
21.814156,-2.442522,-89891341,7.34
49.670766,-1.920417,616088489544385503,7.34
136.382697,-6.229773,-246617190,7.34
309.102419,1.820700,-232151110,7.34
214.819874,27.825911,-37634121,7.34
125.459443,17.321292,-55153217,7.34
62.673319,-5.670780,616088399320712160,7.34
204.756302,14.488076,-210895014,7.34
211.744340,-3.888573,-42557190,7.34
39.764187,-0.716339,616088519579796223,7.34
341.566864,-1.601269,616097302615949442,7.34
201.583262,4.368623,-114524221,7.34
26.950118,1.835775,-32725122,7.34
114.901837,39.006291,-115374121,7.34
35.453265,-5.372720,-32394174,7.34
109.429391,33.808325,-19934303,7.34
103.191510,52.180892,616094033814487321,7.33
202.713470,-3.530495,-31577377,7.33
167.785055,30.399974,-250627261,7.33
335.401824,29.325103,-12981366,7.33
351.648722,-3.019759,616088470451913208,7.33
309.176464,3.083507,-112384351,7.33
253.314413,35.948714,-209241399,7.33
5.639158,1.769275,-105424436,7.33
34.230340,-6.226533,-63651219,7.33
250.425165,24.951978,-204091233,7.33
190.263297,1.800524,-21293135,7.33
54.125235,-3.294726,-118371246,7.33
202.215663,13.004601,-210885442,7.33
48.918978,1.012880,-16804325,7.33
19.766934,2.899252,-226224174,7.33
158.171033,29.874869,-203168503,7.33
25.661874,1.459499,616088573698900400,7.33
114.511468,52.535440,-256434221,7.33
16.512752,-0.788517,-67451110,7.33
275.666820,60.111114,-15145112,7.33
6.672013,6.251986,-105694025,7.33
47.459704,-0.346417,-48151162,7.33
28.618991,1.890156,-254064174,7.33
344.027301,6.266111,-212636344,7.33
13.617814,1.969135,-20484324,7.33
336.061343,-3.446241,-208781350,7.33
203.821470,0.484762,-11194221,7.33
206.819027,47.418387,-211784121,7.33
73.426086,-3.991126,-40474366,7.33
226.726760,40.876089,-95767190,7.33
5.658296,0.618056,-78167190,7.33
223.100160,-3.341397,-26604121,7.33
17.152750,23.192168,-98047190,7.33
55.591789,-0.762507,-63824002,7.33
323.976609,4.068427,-239474235,7.33
40.228894,6.323273,-95011273,7.33
245.977552,49.081728,39633233041690176,7.33
19.226312,-8.793039,-11678323,7.33
310.332124,1.050644,-96314285,7.33
325.520837,4.009959,-96164284,7.33
195.127702,37.004633,-110467234,7.33
350.663203,11.404114,616088819053101217,7.33
347.725349,2.792134,-93621182,7.33
200.671443,3.648948,616088630972121243,7.33
67.102190,0.192849,-118784127,7.33
21.602355,-12.787419,-89737190,7.33
248.026940,33.065476,-254517190,7.33
169.712551,9.560672,-30044121,7.33
126.698935,5.726958,-118065449,7.33
203.594867,-2.898843,-88265452,7.33
158.848859,-3.686101,39627696816261971,7.33
264.830904,23.560296,616089093935203195,7.33
222.586493,5.618979,-217044122,7.33
264.600753,30.923517,-209141072,7.33
255.619270,72.430280,-200391041,7.33
132.531385,9.403396,-101897261,7.33
36.319600,-3.683598,-63641233,7.33
224.384881,-6.154770,-26784221,7.33
2.545771,-2.300442,-11544284,7.33
134.679365,51.318371,-240741246,7.33
196.713748,35.746972,-115734173,7.33
5.585645,-0.521956,-105421246,7.33
355.504097,1.856687,-259321157,7.33
172.717006,-2.543604,-218427281,7.33
107.661264,45.024964,-256854221,7.33
216.592474,38.220561,-211955377,7.33
23.457555,5.670053,616088676203495653,7.33
25.187572,-3.952534,-105481393,7.33
0.556984,0.700693,616088555160076664,7.33
160.330654,6.870614,-77464121,7.33
315.693223,4.765534,-96264173,7.33
142.256855,3.441151,-246487261,7.33
333.314258,0.162624,-96524258,7.33
218.093599,4.364612,-11035151,7.33
192.329600,50.201640,-253611006,7.33
195.576503,-5.742270,-252707489,7.33
17.018561,-1.441350,-27501436,7.33
24.076856,-0.502729,616088525355352682,7.33
117.180950,51.446635,-256438278,7.33
181.716213,5.942066,-45967190,7.33
155.973310,-0.775833,-119434174,7.33
319.983057,-2.926961,-239591125,7.33
0.569706,0.793031,-11884464,7.33
154.079221,-2.755846,-262414221,7.33
120.876271,27.238613,-23604519,7.33
251.175028,23.921027,-204085449,7.33
13.592878,-0.306763,-20481380,7.33
203.790065,-4.497245,-252877190,7.33
310.363026,-2.865490,-223941282,7.33
250.106455,2.561285,-92214174,7.33
107.011952,45.741931,39633178113084492,7.33
313.636056,-0.361100,-96291162,7.33
329.573588,1.831671,39627832535550485,7.33
238.428631,17.894273,-202581149,7.33
214.896522,34.230729,616093718683845107,7.33
244.524527,2.056258,-92224174,7.33
142.868151,3.802653,-72047190,7.33
192.532876,40.387524,-47614221,7.33
29.984022,-5.591882,616088404790083778,7.33
63.700115,0.503140,-118934167,7.33
3.917943,3.957092,-109474112,7.33
137.732756,38.545409,-225391379,7.33
198.771309,0.738902,-211437305,7.33
23.816527,3.474477,-67471299,7.33
188.550305,38.555308,-47544121,7.33
338.335898,-2.283536,-49891162,7.33
356.452845,-6.123124,-31033277,7.33
147.628139,0.923419,-119087261,7.33
170.626267,-0.424694,-44094221,7.33
8.472545,4.156479,-257494088,7.33
4.659650,11.041830,-243891168,7.33
195.352656,6.008961,-68144173,7.33
67.305084,1.178460,-103314446,7.33
254.390271,74.033458,-200394368,7.33
173.655046,3.882176,-45833373,7.33
175.699697,-5.630469,-59717261,7.33
172.567320,-5.423364,-218374122,7.33
213.000665,-2.382515,-248077487,7.33
255.873168,17.788880,-29604221,7.33
346.907156,-1.028988,-93554324,7.33
356.490454,3.367252,-38114267,7.33
39.822011,-0.524011,-110551122,7.33
244.806673,16.736201,-14185112,7.33
327.514745,1.942257,-239461090,7.33
326.298442,5.627435,-33731219,7.33
33.587316,4.163210,-254054263,7.33
68.295489,-0.519978,-118788056,7.33
314.922979,2.273303,-208321389,7.33
344.581684,0.030358,-15364375,7.33
47.605520,-4.398339,-32544121,7.33
207.050347,-2.209130,-201101313,7.32
254.705715,38.831941,-80167396,7.32
24.271431,-0.968410,-105531365,7.32
225.097755,-0.664438,-26654121,7.32
213.074904,48.099446,-227427190,7.32
42.980659,-1.930356,-110541380,7.32
244.323290,36.277087,39633006322782179,7.32
346.494355,18.003459,-116537261,7.32
174.226367,1.677827,-204604222,7.32
308.094482,-5.726906,-234391305,7.32
32.453163,8.069709,-32681233,7.32
287.476801,68.616132,-62177190,7.32
28.570919,-0.996903,-238421389,7.32
331.873379,1.752253,-65285449,7.32
230.014254,32.201273,-12395309,7.32
317.444550,-0.864696,-223904025,7.32
63.164848,-1.595415,-230697377,7.32
118.089385,18.932498,616088990180704555,7.32
138.782065,3.595830,-215184174,7.32
154.490507,48.915529,-250881210,7.32
216.873217,37.891367,-211955230,7.32
48.802956,-0.967902,-16801286,7.32
27.716667,9.040718,616088754225939215,7.32
20.647600,-1.834119,-27491252,7.32
4.743866,-1.538963,-11551233,7.32
334.927966,0.203616,-81021341,7.32
176.842803,40.271222,-234954221,7.32
131.052640,32.382933,-113485449,7.32
33.804667,4.450129,-64054368,7.32
338.658717,8.716661,-38344221,7.32
38.491646,-0.274171,-238024486,7.32
192.239916,4.403907,-52477190,7.32
336.958802,23.226801,-234614375,7.32
346.689379,-0.757203,-93554520,7.32
234.060029,4.618017,-247984221,7.32
70.703468,-0.683011,-103154284,7.32
136.056492,-4.699849,-215405113,7.32
110.080369,38.838789,-19917377,7.32
341.066042,-2.037561,-57001288,7.32
156.498583,-1.504036,616088503414948400,7.32
17.225360,-5.953589,-58687190,7.32
327.592107,-3.940954,-208613146,7.32
