ra,dec,tid,score
236.959118,14.723213,-27931510,5.43
323.295129,8.998888,-255236373,5.43
31.722618,29.069319,-223591337,5.43
214.380128,2.742005,-201241337,5.43
158.272212,-4.126457,616088437048476865,5.43
161.900599,60.417380,-244688488,5.43
143.125185,-1.729175,-230888002,5.43
152.155023,48.570969,616093976314774418,5.43
118.569831,27.164064,-237097434,5.43
262.242740,43.035855,-240424324,5.43
145.917350,40.941813,-235157104,5.43
209.525531,51.409137,-258897102,5.43
192.362249,51.003633,616094015925781100,5.43
327.616550,1.462084,-208253396,5.43
194.667351,32.158001,-258721070,5.43
135.471832,2.560502,-215281105,5.43
266.390527,58.546622,-207868451,5.43
129.960902,43.906894,-209417413,5.43
257.082163,32.858508,-256201484,5.43
103.546189,71.418756,-244491072,5.43
101.440254,56.762865,-256497077,5.43
177.995559,63.623530,616094179591718074,5.43
229.032929,29.650717,-12391397,5.43
336.867177,25.726401,-12991399,5.43
350.655331,30.076054,-203141081,5.43
203.261248,35.060023,-227314509,5.43
25.493669,2.944141,-207074211,5.43
322.406316,-9.085635,-239981090,5.43
166.336738,-7.992913,-249647068,5.43
126.297023,62.551810,-244450145,5.43
326.195425,7.761023,-255425097,5.43
223.086607,1.116917,-200925348,5.43
158.633517,60.962549,-244683002,5.43
143.655817,-1.838410,-230888084,5.43
354.500853,25.196067,-212415097,5.43
40.361442,28.238679,616089193969353250,5.43
208.374344,37.368947,616093777534125199,5.43
169.192028,3.021810,-204451400,5.43
255.151032,8.023066,-251253427,5.43
215.613280,8.343941,-201130437,5.43
134.129320,1.767498,-103694520,5.43
144.312465,-2.110715,-262284024,5.43
115.765625,65.847589,-213087068,5.43
218.293284,22.547793,-243467300,5.43
312.533401,-2.105057,-255381422,5.43
119.666562,26.288938,39628399789998917,5.43
337.875120,15.064539,-212673382,5.43
142.533437,1.359454,-262124167,5.43
255.820066,7.501164,-204141448,5.43
318.691612,7.065850,-65541286,5.43
218.046020,2.870342,-11031055,5.43
207.909516,46.586022,616093944203183127,5.43
219.753187,18.401919,-233978518,5.43
139.362271,-8.766535,-246849492,5.43
172.618916,52.764027,-221623212,5.43
172.342659,0.769774,-204478344,5.43
157.526973,55.205528,-221871334,5.43
238.333687,-0.570531,-232359003,5.43
244.386174,34.021838,-238704017,5.43
269.333037,33.542939,-240401422,5.43
230.164053,45.931624,-207729055,5.43
267.172717,29.617957,-256074475,5.43
68.606929,-3.599076,-214911070,5.43
268.027140,67.358261,-200401379,5.43
171.243610,51.769135,-221846411,5.43
169.055891,46.802740,-237707078,5.43
232.806398,37.864255,-207766421,5.43
69.810021,-6.661643,-214828336,5.43
234.840910,34.053036,-233997111,5.43
312.769651,1.902390,-18334504,5.43
19.383975,2.763754,-241685379,5.43
224.670015,33.383009,-259182102,5.43
320.533993,0.990452,-208305365,5.43
30.248588,1.596463,616088573774398490,5.43
202.287602,3.247757,-258210219,5.43
60.631463,-5.612887,-230444455,5.43
226.899114,35.010543,-200078464,5.43
68.386803,-7.540760,-261766468,5.43
146.297947,4.285721,-246321090,5.43
261.581309,19.040052,-61017190,5.43
275.762014,52.363899,-19296398,5.43
6.824918,-0.863661,-233300219,5.43
241.516772,23.923457,-202358029,5.43
172.716518,58.413321,616094120682717369,5.43
35.933168,-3.974215,-63641510,5.43
13.177528,25.903499,-254991246,5.43
94.832629,61.613085,39633404177680927,5.43
269.816753,44.913888,616093919570034899,5.43
327.004982,24.086154,-203056510,5.43
167.126988,-5.847550,-249682080,5.43
343.764824,5.710389,-228355452,5.43
8.150649,25.168008,-225750253,5.43
168.215140,5.538376,-46134122,5.43
255.820618,44.883347,-207606389,5.43
246.309042,9.730876,-29884430,5.43
164.310803,53.351083,616094049140474966,5.43
146.168630,0.037080,616088539481768717,5.43
224.797455,2.840049,-200954037,5.43
254.617050,25.316025,-13965409,5.43
113.016055,31.336774,-225501251,5.43
338.811874,1.421988,-200105377,5.43
139.225745,65.826076,-260167273,5.43
242.203224,35.958732,616093753710477704,5.43
166.718070,-2.880314,-218392523,5.43
64.185040,-8.129950,-261781400,5.43
322.665317,1.230904,-18210211,5.43
273.513054,50.270148,-255944171,5.43
185.342612,-1.177419,-221596415,5.43
321.651171,1.452155,-80751379,5.43
66.168469,-7.253667,616088363346166361,5.43
173.112290,-1.281765,-202736161,5.43
139.763004,-8.128544,-262511070,5.43
180.914698,69.509588,-246941233,5.43
329.671120,1.417995,-208257061,5.43
47.194574,-7.272505,-253902308,5.43
271.356421,31.681465,-65881357,5.43
159.707458,59.181579,-229048453,5.43
134.788467,65.796012,-228821159,5.43
152.838123,70.135301,-213252070,5.43
232.537483,31.914269,-233837347,5.43
313.312759,3.219054,-208478235,5.43
11.488008,2.578068,-241733380,5.43
8.366176,30.788880,-254950436,5.43
6.034028,-2.151769,-236857347,5.43
57.657924,-8.132970,-214772363,5.43
323.503778,0.053313,-18235112,5.43
232.119391,4.330879,-200996352,5.43
356.487735,6.890280,-69431313,5.43
201.689828,-8.461501,-221551509,5.43
64.192458,-1.963734,-103111410,5.43
22.310638,-14.379708,-217441448,5.43
149.225323,39.612508,-219347523,5.43
135.366415,-4.583375,-215404318,5.43
201.345131,-7.843454,-237137403,5.43
246.883490,32.891727,-111284464,5.43
205.210797,21.176411,-211144366,5.43
160.432697,-5.962612,-119481094,5.43
226.271998,39.601161,-207731337,5.43
113.339409,69.180385,616094235233354014,5.43
230.435218,7.405408,-201026419,5.43
196.025638,5.110572,-242406510,5.43
154.464764,40.704807,-250851030,5.43
249.016635,26.302048,-249538294,5.43
257.294145,9.716707,-204146265,5.43
203.479666,50.830019,-237914520,5.43
210.520902,0.623346,-232521509,5.43
269.614001,46.281385,-208923124,5.43
52.422492,-1.384203,-206821276,5.43
169.512201,3.551712,-204451114,5.43
27.558677,-17.993357,-217570253,5.43
42.174683,0.298398,-206763135,5.43
163.768766,3.419541,616088624324149486,5.43
207.866997,49.308848,-243202435,5.43
142.872553,37.668067,-250781334,5.43
253.424643,10.027113,-203981084,5.43
20.893670,1.023907,616088561539613387,5.43
150.957901,59.605416,616094133001389125,5.43
202.232696,45.959648,-211900219,5.43
219.334812,40.954224,-227572049,5.43
173.067445,-7.730602,-234072049,5.43
139.547156,-3.579169,-246501252,5.43
176.055753,2.666714,-251683477,5.43
231.197340,5.290063,-247965452,5.43
225.715776,27.618375,-12321509,5.43
153.040855,52.661313,616094041720750275,5.43
169.344856,69.690683,-213331488,5.43
266.412836,40.826798,-240504122,5.43
218.383670,51.932680,-207886015,5.43
148.389173,44.808818,-250764024,5.43
196.329495,-8.252904,-237121051,5.43
264.012488,72.647207,-200684261,5.43
152.148615,-0.819816,-246405113,5.43
250.222024,34.737551,-207620219,5.43
47.478828,3.868483,-206814245,5.43
42.151281,4.400689,616088646411354281,5.43
310.651530,-0.741085,616088524122227331,5.43
349.953031,-2.506384,-221028030,5.43
199.258696,57.614784,-237780099,5.43
206.286334,11.360429,-210906045,5.43
204.062620,18.640848,-211016312,5.43
221.646127,39.792774,-259032342,5.43
173.751443,-0.961535,616088515788145444,5.43
236.129010,22.204123,-233404519,5.43
193.540748,36.626508,-258716312,5.43
197.583208,53.991229,-206376384,5.43
326.658375,24.235349,-203056424,5.43
103.828037,48.374831,-240801454,5.43
175.045483,-0.883294,-220158405,5.43
278.751231,51.893569,-210710307,5.43
123.200682,43.205950,-209401018,5.43
122.255489,13.130823,-213661446,5.43
356.024182,1.989718,-259320059,5.43
170.525184,57.877014,-253046349,5.43
225.794241,21.196706,-11925300,5.43
263.864049,15.648872,616088917485027455,5.43
231.127099,1.494714,-10991373,5.43
144.227366,55.549405,-225256429,5.43
154.039934,64.036179,-213298364,5.43
233.896927,11.522956,-202085014,5.43
229.496182,35.011124,-202576142,5.43
325.377964,-7.939379,-224163382,5.43
180.757106,60.204470,-222020048,5.43
203.078710,32.768298,-37311389,5.43
308.812995,-8.951348,616088325484184373,5.43
35.434994,29.110444,-223601251,5.43
320.831182,6.219311,-18164174,5.43
259.344870,74.525019,-200671422,5.43
247.062294,25.009832,-204204211,5.43
202.704845,10.118597,-210880359,5.43
260.182158,18.387297,616088980982595665,5.43
157.502535,60.743029,-244682097,5.43
134.696068,50.729584,-256387009,5.43
154.600044,47.285233,-250743454,5.43
203.934795,4.548386,-201182276,5.43
183.882318,63.163057,-237735309,5.43
333.807910,-1.921039,-96521313,5.43
152.643533,56.789371,-253586041,5.43
265.654773,16.467958,-108051488,5.43
326.816892,0.498819,39627802290424302,5.43
64.168765,-8.062281,-261781380,5.43
165.146294,51.999347,616094030731674219,5.43
154.263801,0.159316,-41144211,5.43
51.495433,-3.558466,-238252457,5.43
265.510196,25.573989,-240371337,5.43
206.426125,53.954251,616094060356043157,5.43
26.542439,28.464321,-223636072,5.43
53.182291,-4.382678,-238250164,5.43
185.697683,6.018556,-83794325,5.43
238.838722,31.183545,-218187078,5.43
137.116077,48.258329,-256395053,5.43
147.843985,56.274506,-260418256,5.43
247.474617,17.973541,-219939094,5.43
145.005640,-6.707703,-246899005,5.43
351.633986,-8.181615,616088344127865747,5.43
203.239518,3.074810,-258219429,5.43
176.498238,4.002024,-92671090,5.43
14.175126,-1.264475,-27391337,5.43
136.727492,53.169593,-240746250,5.43
190.903717,57.707959,616094111232950678,5.43
273.489052,42.441937,-255901070,5.43
246.885363,24.920448,-249531418,5.43
327.721322,-3.723324,-208614127,5.43
324.711918,5.548241,-255196318,5.43
66.363586,-15.968530,-87181105,5.43
34.100227,-4.334224,-222321334,5.43
198.666515,53.556561,-222142276,5.43
197.368313,47.007013,-211923002,5.43
238.148844,2.196694,-202521477,5.43
156.486361,7.036733,-246437344,5.43
175.116646,72.507574,-244651422,5.43
136.831548,59.482878,-260381004,5.43
25.259882,2.264861,-207073165,5.43
248.331186,18.379686,-203885148,5.43
158.186596,53.871804,-221864164,5.43
200.155850,0.391314,-200053146,5.43
292.121835,65.126894,-220721334,5.43
234.886377,7.038219,-12101357,5.43
145.898844,-2.693918,-25636488,5.43
47.942729,-12.989711,-214441178,5.43
168.217354,-2.077092,-202711255,5.43
200.453494,59.619503,-237786312,5.43
144.532294,-6.630025,-246892014,5.43
154.767013,-0.505886,-215611434,5.43
225.989211,41.481339,-254740291,5.43
136.106186,1.027856,-72151076,5.43
326.913775,6.136853,-255429282,5.43
27.207519,30.530930,-208061418,5.43
153.131079,40.798369,-250852368,5.43
255.113500,5.826553,-29861365,5.43
265.482494,18.766580,-251363285,5.43
4.300089,10.578544,616088789596505011,5.43
203.074435,-3.774112,-237282276,5.43
148.849031,39.253962,-219348258,5.43
232.132613,-2.496325,616088480526631523,5.43
228.093127,33.006084,-12571400,5.43
236.144482,27.908833,-12371252,5.43
176.993586,1.198846,-251681114,5.43
130.225591,45.931844,-256375411,5.43
329.292915,2.545753,39627850650748227,5.43
230.516580,50.809311,616094012507423620,5.43
30.975600,3.506030,-207061233,5.43
154.094853,39.552561,-250851418,5.43
226.294113,15.712493,-11911178,5.43
263.369140,23.594053,-19161446,5.43
195.231266,-6.049939,-252707271,5.43
249.924256,11.873413,-203902226,5.43
122.936843,53.345890,-240678351,5.43
270.634481,34.731567,-240408029,5.43
323.614091,-0.078932,-239568367,5.43
123.040403,13.808443,-229496131,5.43
102.587730,68.421373,-260178520,5.43
230.280268,28.833435,-28141510,5.43
139.746206,-7.562107,-246848225,5.43
181.910410,73.736887,-244658258,5.43
353.684452,29.820886,-228073423,5.43
268.126589,26.405683,-66136374,5.43
322.298950,-7.930854,-208451397,5.43
101.134413,72.937194,2882313088525140243,5.43
197.824270,-5.874770,-205848309,5.43
145.644080,8.466037,-262211072,5.43
154.537667,8.078167,-262383402,5.43
103.061815,51.590983,-225101259,5.43
229.535321,11.228572,-28000253,5.43
132.635290,42.823030,-240601221,5.43
189.625480,63.511980,-237804024,5.43
355.345202,0.924095,39627814848171326,5.43
324.872689,4.446525,-239475415,5.43
267.418175,46.355788,-208936419,5.43
247.131724,3.634092,-204043213,5.43
67.846466,1.425352,-203154509,5.43
222.384800,47.238528,-223407093,5.43
260.506427,18.094610,-13935348,5.43
166.064734,6.450984,616088696617173357,5.43
230.426757,11.662595,-12071090,5.43
120.832696,12.397552,-213834367,5.43
345.642708,-3.414165,-252364509,5.43
337.909513,22.595981,-250231090,5.43
113.643300,33.414920,-256907271,5.43
109.332223,48.833469,-256565472,5.43
180.911594,-1.812955,-234174217,5.43
17.758000,17.696881,-241251422,5.43
201.098782,11.146532,616088810664493166,5.43
165.019749,48.892756,-221973002,5.43
218.843386,4.775032,-201036354,5.43
285.284414,59.576181,-83196082,5.43
260.927765,42.951354,-256194192,5.43
71.563656,-4.212650,-246106274,5.43
317.854464,-2.535395,-255375133,5.43
14.640658,15.951094,-98051418,5.43
273.710304,51.404941,-19293122,5.43
234.838588,9.331065,-202104324,5.43
229.691735,-0.983182,-73591259,5.43
199.323875,61.575294,616094157324157905,5.43
329.897960,0.708286,-239486429,5.43
181.802420,59.210560,-237414095,5.43
187.676938,68.004893,-231338256,5.43
181.918914,49.823792,-206078256,5.43
58.643140,-12.242908,-230004436,5.43
163.730788,6.721548,-108567192,5.43
183.687748,32.934533,616093693052453165,5.43
323.482980,4.033886,-208171436,5.43
146.788579,58.819645,-229085348,5.43
224.753544,32.504465,-243318437,5.43
342.360769,11.709150,-228321484,5.43
358.653793,1.474418,616088579285713399,5.43
194.535805,46.795891,-47606505,5.43
260.703791,28.780038,-209131397,5.43
149.300038,-1.168625,-72061228,5.43
161.187288,-8.170979,-234014098,5.43
214.314303,50.033817,-211804308,5.43
237.103915,14.353203,-202096247,5.43
125.136485,56.238537,616094090789913119,5.43
249.341329,9.315605,-29751345,5.43
215.916787,39.330055,-242861090,5.43
172.817975,53.870045,-221624519,5.43
243.772353,20.622604,-249512276,5.43
157.981277,59.891293,-244681210,5.43
203.863373,-5.056013,-78544122,5.43
49.668048,-5.011650,-79481365,5.43
341.920334,-1.862138,-205481352,5.43
296.409640,64.919168,-205049243,5.43
257.119640,64.158569,-10301081,5.43
268.452123,42.503672,616093875840221798,5.43
170.291963,59.949209,-206321303,5.43
156.062991,-2.244592,-119431082,5.43
186.897546,-5.245739,-237216228,5.43
261.433518,16.527226,-203938265,5.43
17.218197,12.239845,616088831325635142,5.43
172.037536,31.434855,-203816274,5.43
118.246028,42.143589,-35195064,5.43
322.835593,-12.777818,-234431448,5.43
338.659828,15.883652,-212674368,5.43
132.478131,3.547853,-229460477,5.43
241.844193,21.449380,-233642405,5.43
328.128910,22.873356,-250184284,5.43
7.879955,30.219005,-239371434,5.43
71.518195,-2.698182,-71804221,5.43
273.920978,45.022620,-224494294,5.43
158.029511,53.979792,-221864225,5.43
166.277938,68.083148,616094224453993453,5.43
189.701336,4.033207,-258254267,5.43
245.290034,46.137956,-17311484,5.43
232.449047,34.047818,-202405113,5.43
103.217437,51.385383,-225100437,5.43
17.998343,3.801238,-241621082,5.43
31.412755,18.936228,-205652474,5.43
277.515010,65.319417,-205158405,5.43
237.552732,9.730743,-249144225,5.43
12.104951,-18.742974,-232869319,5.43
168.230386,62.669244,-206337347,5.43
162.685332,31.568422,-203321018,5.43
227.073961,7.405501,-42611345,5.43
139.251701,59.300815,-260388265,5.43
312.338655,6.422559,-232036142,5.43
259.325970,25.115011,-203978401,5.43
25.090806,24.386000,-225948372,5.43
177.252023,38.287597,-250527241,5.43
255.267704,8.463694,-204142409,5.43
235.037976,0.473575,-201301352,5.43
185.660680,61.657398,-237738265,5.43
164.468741,-9.003737,-249642394,5.43
198.875402,7.621013,-211186373,5.43
242.352132,22.059312,-202476356,5.43
162.852883,-4.794879,-202671448,5.43
224.854669,47.042603,-239110145,5.43
253.981806,26.280603,-204101210,5.43
11.199816,-19.246156,-232860450,5.43
33.873195,-4.376454,616088428940887236,5.43
25.700235,9.753819,616088772093674123,5.43
220.532235,36.232860,-212043029,5.43
242.219144,34.477270,-17371422,5.43
266.285298,52.939665,-18976419,5.43
200.195718,0.997526,-10054303,5.43
45.515966,3.608041,-222518432,5.43
209.676617,-1.069248,-248091357,5.43
4.242877,6.545598,-210431397,5.43
200.705219,-3.258281,-221574302,5.43
27.212781,28.015078,-223637158,5.43
136.846216,-5.632051,-215408056,5.43
157.068689,-6.345918,-262497405,5.43
164.248553,0.828271,616088557903152049,5.43
148.374248,-7.395075,-262421400,5.43
347.310877,-5.648948,616097200170075181,5.43
122.041803,11.183562,-213838047,5.43
114.776893,30.227978,-261100070,5.43
204.532265,49.318217,-258884451,5.43
10.424748,-0.783732,616088519084868014,5.43
270.199566,40.877016,-208896312,5.43
154.909809,55.841443,-253588518,5.43
153.791428,51.235305,-250884520,5.43
327.292086,-4.063643,616088445911040302,5.43
230.176440,48.200863,-239035309,5.43
72.005233,-3.019265,-214901081,5.43
256.611322,12.338930,-203914017,5.43
343.458222,20.341624,-116511030,5.43
163.667613,3.395338,-204854452,5.43
10.842686,22.581172,-225730303,5.43
74.196235,-3.653135,-103066084,5.43
73.299723,-6.972241,-56081094,5.43
29.554055,-7.074269,616088368735846665,5.43
245.857497,6.426883,-204036314,5.43
325.319957,-3.304272,-208696082,5.43
207.647555,51.973166,616094031172075997,5.43
220.247652,-5.723202,-232201089,5.43
230.185809,8.348731,-202242338,5.43
60.332473,-8.256706,-261693396,5.43
214.683420,8.351864,-216921094,5.43
160.143248,50.683683,-237692521,5.43
159.058777,49.353928,-250892135,5.43
164.539791,42.246516,-219483294,5.43
229.632937,26.371037,-12331484,5.43
245.944426,36.386014,-95575106,5.43
128.664432,5.677681,-260681122,5.43
185.697398,69.836136,616094239926780921,5.43
262.084062,54.843638,-207469454,5.43
240.941263,18.403023,616088980676411546,5.43
325.651493,21.208158,-247690224,5.43
11.606090,4.801531,-226021399,5.43
350.486553,-9.656435,39636352064555291,5.43
221.371047,50.085969,616094000813704153,5.43
199.774082,47.399199,-211927505,5.43
136.522844,9.496510,-245414446,5.43
49.317398,-16.280078,-24431483,5.43
234.834704,-2.413917,-216711357,5.43
61.782898,-7.443790,-230449094,5.43
151.747217,65.333411,-213295148,5.43
351.330005,-0.359626,-221111081,5.43
32.650895,-6.824042,616088374784033017,5.43
25.432340,-0.962084,-41351484,5.43
188.753053,-0.324391,39627781855772723,5.43
213.492129,40.645444,-258551288,5.43
129.047685,-1.366597,-86761397,5.43
248.542941,35.971605,-254378485,5.43
166.881365,0.454720,-204741488,5.43
102.198723,50.904790,-209522227,5.43
103.169359,46.448292,-256881305,5.43
159.703397,8.088954,-204778372,5.43
244.279118,22.185627,-12501070,5.43
190.991411,50.035545,616094000486548247,5.43
163.841916,33.123590,-234724201,5.43
144.559150,-7.548719,616088358656934264,5.43
211.660942,45.528141,-258624263,5.43
23.099808,23.726393,-225941483,5.43
146.121783,4.578149,-262036488,5.43
168.103302,-5.567459,-249688024,5.43
126.851319,-0.466040,-25331072,5.43
130.839406,-4.688070,-254247302,5.43
161.126110,68.039939,-213311454,5.43
127.671372,0.171701,-262535415,5.43
231.921786,31.821089,616089270133720015,5.43
168.448152,-1.155857,-202713076,5.43
145.328219,-6.385381,-246897050,5.43
323.534197,5.247282,-255194201,5.43
230.360526,12.059197,616088828913910660,5.43
118.615626,14.433621,-213823217,5.43
323.032440,19.084402,-200791434,5.43
22.509940,-11.936270,616088249428870058,5.43
70.873655,-1.641615,-250281334,5.43
154.282875,49.886957,-250882070,5.43
125.867763,17.364189,-260521393,5.43
194.070296,59.047964,616094127167112001,5.43
162.670717,70.417156,-213315294,5.43
145.872964,61.101050,616094151049479213,5.43
232.574751,39.057401,-207668351,5.43
268.373553,60.387730,-200691380,5.43
197.210954,61.303915,616094154400727904,5.43
222.517075,-0.894348,-200921114,5.43
220.124061,42.028074,-227575158,5.43
125.689983,2.632359,-261072435,5.43
3.386594,15.189898,616088901605392730,5.43
161.506312,49.307893,-250898103,5.43
127.411959,2.372959,-229786312,5.43
100.604654,64.235620,-229140363,5.43
262.818983,51.774244,-18973465,5.43
341.254299,3.216554,616088621266502117,5.43
127.665269,17.408868,-260529198,5.43
169.287690,59.365819,-237433370,5.43
138.040958,66.067278,-260167083,5.43
323.589320,5.689632,-255194414,5.43
134.767739,44.225640,-240606236,5.43
196.283913,68.147259,-247522208,5.43
261.309987,54.104006,-207906377,5.43
269.121551,34.401654,-208876394,5.43
269.569983,50.467363,-255970250,5.43
317.629300,-5.850066,-255473454,5.43
335.096100,-0.764676,-18641380,5.43
156.154871,0.291741,-262455313,5.43
116.039791,67.963563,-213050211,5.43
107.670240,71.317861,-244498351,5.43
55.655993,-18.542778,-214240211,5.43
157.797758,61.068179,-244683058,5.43
228.449451,-0.975807,-26674174,5.43
276.415926,50.291226,-209298351,5.43
69.013352,1.400872,-203155415,5.43
352.487417,-10.837127,-220963370,5.43
342.687687,-2.027834,-221091055,5.43
292.930750,67.119097,616094215977305234,5.43
249.227834,34.683093,-207621454,5.43
214.596374,3.442733,-201241076,5.43
58.370279,-9.312534,-118261454,5.43
25.019224,11.801091,-210124225,5.43
215.459090,0.924751,-232468100,5.43
108.539263,36.233248,-242781436,5.43
226.970154,40.221285,-207730068,5.43
36.709951,-3.445962,616088453104272212,5.43
208.425926,4.427374,-26886274,5.43
126.773081,56.055330,-209365076,5.43
103.608568,76.281677,-212941380,5.43
175.968027,54.336859,616094063606629382,5.43
166.931031,50.876388,-252983519,5.43
327.445374,-3.661102,-208614192,5.43
136.483597,3.707665,-231051422,5.43
1.800213,-6.143717,-236821448,5.43
312.647988,-6.624997,-18744101,5.43
147.640945,58.675501,-260422441,5.43
217.949572,7.513139,-201046345,5.43
274.520111,42.074007,-208856399,5.43
209.073135,3.452932,-11129510,5.43
152.994697,47.208844,616093955997565365,5.43
157.160051,-1.258697,616088509467329084,5.43
245.986398,8.396311,-233621379,5.43
227.685689,43.498739,-207688388,5.43
256.105327,59.845383,39633384665777532,5.43
195.822831,-5.534346,-205842201,5.43
136.512166,-6.542766,-246618229,5.43
329.701487,-5.557549,-224177145,5.43
315.230687,-6.494398,-18421434,5.43
159.535288,9.917938,616088780264177898,5.43
99.463183,59.331963,-260408294,5.43
338.351871,-1.360200,-224362365,5.43
128.891850,43.851052,-256371219,5.43
166.219654,68.497437,-213318256,5.43
97.753368,68.721237,-260171030,5.43
41.993797,1.826304,616088580011328434,5.43
181.563253,72.520578,616094261544223424,5.43
146.937346,54.615391,-256924246,5.43
20.335479,16.660348,-241246142,5.43
240.392894,15.408414,-249136502,5.43
243.593826,15.367713,-204182469,5.43
212.659580,-9.015411,-200891483,5.43
205.668726,53.893551,-237904455,5.43
270.940383,44.270225,-208906396,5.43
225.406256,36.912740,-259028103,5.43
241.164015,14.601506,-12515352,5.43
198.831096,32.402935,616093683082592406,5.43
246.811259,24.328405,-204203165,5.43
250.241274,12.604310,-251144455,5.43
129.133384,45.859765,-209351286,5.43
249.960569,35.126700,-17621094,5.43
318.857653,-3.192744,-255377271,5.43
134.410809,-5.656810,-246613310,5.43
324.931206,3.726006,-239476107,5.43
334.393516,-6.310591,-255620023,5.43
194.174629,7.515826,616088721090937521,5.43
214.017446,-7.293129,-26581483,5.43
207.284777,34.489522,-242970023,5.43
123.852731,10.264166,-237005097,5.43
212.074621,34.373535,616093718646097083,5.43
252.726729,0.197532,-204309225,5.43
227.088673,34.452331,-215776043,5.43
115.607450,23.661379,-237051006,5.43
244.900316,20.627790,-249510096,5.43
167.662178,50.579699,-252983212,5.43
202.621933,-7.467464,-221551004,5.43
248.939308,25.503828,-204206505,5.43
255.440211,20.009729,-29692145,5.43
247.894741,25.214798,-204205184,5.43
132.449516,6.106770,-55036228,5.43
123.533959,53.374460,-209324308,5.43
176.256892,54.627354,-205950291,5.43
223.213386,10.105003,-11266396,5.43
67.442693,-2.713947,-261972341,5.43
188.650751,63.058520,616094174202037106,5.43
248.027284,-1.297536,-14131397,5.43
330.189597,1.312198,-208258178,5.43
257.534892,34.683627,-19111129,5.43
105.660643,42.481190,-209891380,5.43
333.609052,27.025969,-203021090,5.43
200.227710,-3.856300,-237291357,5.43
288.763553,62.466236,616094169416335821,5.43
157.473613,4.234251,-88083370,5.43
215.710253,32.223912,-211975250,5.43
179.872466,-5.488683,616088407294083754,5.43
245.428499,49.604512,-17401379,5.43
159.800824,50.288895,616094004039123742,5.43
150.929629,73.530521,-244217493,5.43
244.244304,20.282178,-204214324,5.43
173.559453,-8.864474,-234070363,5.43
209.896725,-2.425485,-10881454,5.43
218.746408,4.021468,-201036107,5.43
279.845483,60.246456,-252184368,5.43
209.356205,33.903146,-211621251,5.43
322.809078,-1.966392,-255331105,5.43
317.346784,-4.327444,-255371178,5.43
23.685837,3.261977,-257471446,5.43
270.867439,50.970290,-18946373,5.43
261.716283,60.096437,-207864400,5.43
333.742436,4.308544,616088645266310025,5.43
258.789411,36.678100,-209116356,5.43
27.269984,2.496116,-222726352,5.43
50.684021,-10.444898,-56006278,5.43
117.288347,27.093901,-237097009,5.43
141.188097,-8.203871,-231271237,5.43
270.890395,32.629077,-240356384,5.43
211.815913,42.717065,-258537375,5.43
317.600928,4.921107,-239745155,5.43
261.030894,27.742698,-209175154,5.43
29.757420,21.928858,616089056815612163,5.43
188.942124,64.125893,-237804235,5.43
275.368313,70.720321,-205101483,5.43
15.657597,17.208812,616088948271219111,5.43
217.312838,-2.594511,-200841018,5.43
145.823173,41.741228,-235156318,5.43
267.169051,22.421436,616089071705391365,5.43
175.993580,52.237749,-221628215,5.43
168.877426,-5.527214,-249688209,5.43
196.543953,6.264404,-242411070,5.43
219.635337,36.026469,-227586176,5.43
244.296757,2.707115,-43941018,5.43
23.350837,-14.640377,-217440445,5.43
9.865291,-0.390099,-257501210,5.43
261.797935,57.395170,-207466313,5.43
312.291324,4.187601,-208475041,5.43
269.690465,37.676068,-18866395,5.43
173.053108,-4.526437,-92571299,5.43
329.401192,19.216327,616088999252984289,5.43
14.890730,27.729254,-254996349,5.43
336.909450,-2.828779,-208781006,5.43
13.165111,28.058130,-254994368,5.43
181.493167,-6.326307,-234152281,5.43
227.900042,29.262167,-218160502,5.43
202.025445,36.777518,-84470307,5.43
111.640219,29.499440,-227153135,5.43
203.383893,13.676724,616088869724487927,5.43
140.976988,53.867507,-225252226,5.43
344.740732,25.835236,-250226142,5.43
133.649890,5.683599,-229466274,5.43
169.384613,43.790459,616093896719467292,5.43
263.653795,72.148948,616094260122353814,5.43
227.766790,41.886764,-254748351,5.43
249.558510,3.849698,-235521509,5.43
258.977463,20.583410,-219701259,5.43
124.744465,4.831028,-70671526,5.43
325.443144,22.389778,-203051084,5.43
1.171599,27.147220,-257573373,5.43
165.309015,49.578532,616093992370570171,5.43
216.882875,21.381064,-243460099,5.43
246.715946,8.138000,-29881051,5.43
282.916604,70.127248,-220701403,5.43
113.177337,33.451348,616093702183453073,5.43
347.115831,-8.547680,-252301157,5.43
21.506099,-2.288004,-233189113,5.43
194.453008,32.963835,-258723123,5.43
339.099542,17.530990,-244091422,5.43
2.897048,26.629002,616089161178284089,5.43
339.138505,27.698123,-250050477,5.43
143.850743,3.593742,-262033380,5.43
205.591244,19.449357,-211141073,5.43
170.560377,77.006355,-213231082,5.43
144.771835,2.699151,39627853595148805,5.43
290.461426,64.811268,-205066463,5.43
134.737262,47.879734,616093968047800370,5.43
100.525916,72.976070,2882313088533529472,5.43
135.682467,-6.899770,-262521131,5.43
171.444011,65.381517,-229152469,5.43
246.782671,11.351520,-204003305,5.43
259.535067,23.075017,-14232342,5.43
350.562012,-1.374751,-221026411,5.43
145.430071,43.468713,-235183396,5.43
156.490350,45.993698,-250740096,5.43
187.010540,-1.616860,-221504258,5.43
129.577735,-4.822751,-215414368,5.43
156.524481,-3.056453,-215681089,5.43
171.081173,-1.450836,-249781446,5.43
253.875131,15.011485,-13895212,5.43
214.706292,43.944928,-242935122,5.43
