tid,ra,dec,anomaly_score,worst_band,residual_B,residual_R,residual_Z,W1mag,W2mag,W3mag,W4mag,W1_W2,wise_source,gaia_Plx,gaia_e_Plx,gaia_pmRA,gaia_pmDE,gaia_Gmag,likely_star,sdss_umag,sdss_gmag,sdss_rmag,sdss_imag,sdss_zmag,sdss_class,known_qso,qso_type,qso_z,has_wise,has_gaia,has_sdss,in_any_catalog,classification,qso_confidence
39627450749028002,67.296104,-14.066297,6.964,B,2.7445,0.2911,1.7392,17.670000076293945,16.827999114990234,12.475000381469728,9.13599967956543,0.842,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-230484174,70.416797,-5.081084,6.963,B,3.0218,0.2183,1.5101,18.64900016784668,17.461999893188477,,,1.187,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-234418317,315.25387,-8.837758,6.959,B,3.106,0.2413,1.4536,18.222999572753903,16.743999481201172,,,1.479,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-255361418,315.938254,-1.682812,6.959,B,2.7992,1.0429,1.2612,18.08099937438965,17.239999771118164,,,0.841,CatWISE2020,,,,,,,24.99799919128418,22.75,22.100000381469727,22.066999435424805,23.02400016784668,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-11935450,228.542475,23.676519,6.957,B,2.6907,0.9784,1.4004,17.152000427246094,16.347999572753906,,,0.804,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-23604375,120.630448,26.871418,6.957,B,2.8292,0.1934,1.8132,18.448999404907227,17.04199981689453,,,1.407,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-30464221,160.369541,17.185676,6.956,B,2.6707,0.2972,1.9904,18.11199951171875,17.121000289916992,,,0.991,CatWISE2020,,,,,,,22.2450008392334,25.15999984741211,24.57900047302246,23.02199935913086,22.95199966430664,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-17471131,255.197095,57.614628,6.954,B,2.8428,1.0204,1.1771,18.816999435424805,17.659000396728516,,,1.158,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-43441006,226.586786,23.535886,6.947,B,2.9465,0.2343,1.7276,18.21500015258789,16.868999481201172,,,1.346,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616088346833191539,154.044171,-7.9966,6.939,B,3.0676,1.9064,0.2089,18.68600082397461,17.59600067138672,,,1.09,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-116371286,345.162535,22.361818,6.927,B,2.9015,0.3994,1.596,18.187999725341797,17.084999084472656,,,1.103,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616088555776639587,37.382024,0.753675,6.926,B,3.0165,0.2291,1.5869,18.31399917602539,17.448999404907227,,,0.865,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-204205053,248.068333,24.739388,6.924,B,2.7142,0.8869,1.2129,18.618999481201172,17.538999557495117,,,1.08,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-40551094,71.16294,-3.268297,6.922,B,2.7879,0.1908,1.8212,17.408000946044922,16.35700035095215,12.62600040435791,9.017000198364258,1.051,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-114564174,210.211586,6.368121,6.922,B,2.6314,0.3016,1.9697,17.62299919128418,16.604000091552734,,,1.019,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-72304121,136.811307,7.85135,6.922,B,2.9417,0.1861,1.7034,18.5049991607666,17.496999740600586,,,1.008,CatWISE2020,0.2611,0.5056999921798706,-0.711,-0.62,20.016647338867188,0.0,21.59600067138672,20.354999542236328,20.03300094604492,19.886999130249023,19.89299964904785,,0,,,1,1,1,1,QSO_CANDIDATE,BRONZE
-228374121,337.366086,11.561169,6.921,B,3.119,0.2552,1.4866,18.427000045776367,17.44099998474121,,,0.986,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-232644121,231.597896,7.527453,6.92,B,3.1304,0.2079,1.4636,17.72100067138672,16.674999237060547,,,1.046,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-260674221,125.51001,6.837588,6.918,B,2.9634,0.2536,1.5618,17.489999771118164,16.496999740600586,,,0.993,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-65691149,338.224974,-1.63436,6.918,B,2.6861,0.2007,1.842,18.250999450683594,17.231000900268555,,,1.02,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39627857923675635,42.980479,2.997975,6.916,B,3.0087,0.358,1.5662,18.364999771118164,17.42300033569336,,,0.942,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39628102988467375,39.909543,13.172621,6.912,Z,0.3241,2.1838,2.6495,17.795000076293945,16.913000106811523,12.760000228881836,8.946999549865723,0.882,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-12541454,242.956647,28.129816,6.908,B,2.8596,1.0896,1.0813,18.40399932861328,17.415000915527344,,,0.989,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-201241051,214.644968,3.558039,6.902,B,2.831,1.0785,0.9398,16.89299964904785,15.89799976348877,12.935999870300291,9.29800033569336,0.995,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-236871237,346.910824,-0.714333,6.894,B,3.0886,0.202,1.4658,18.23200035095215,17.371000289916992,,,0.861,CatWISE2020,,,,,,,23.70400047302246,25.6560001373291,24.749000549316406,25.19499969482422,20.552000045776367,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-70783135,121.387958,15.114954,6.892,B,3.0994,0.1949,1.5104,17.8799991607666,16.71299934387207,,,1.167,CatWISE2020,,,,,,,24.513999938964844,23.836000442504883,22.527999877929688,22.079999923706055,22.28700065612793,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-239684025,323.547383,-2.262715,6.889,B,2.649,0.2155,1.9412,18.055999755859375,16.73200035095215,,,1.324,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-77797190,350.548301,-9.069119,6.888,B,2.5158,0.2469,2.1497,18.03300094604492,17.062999725341797,,,0.97,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-249467261,227.742026,31.12518,6.888,B,3.0691,1.7857,0.2717,17.913000106811523,17.01799964904785,13.168999671936035,9.008999824523926,0.895,AllWISE,,,,,,,22.628999710083008,22.034000396728516,21.663999557495117,21.788000106811523,21.035999298095703,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-201241006,214.855679,3.761796,6.887,B,2.9378,1.0789,0.9648,16.930999755859375,15.980999946594238,12.600000381469728,9.178999900817873,0.95,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-259901454,135.930779,73.511118,6.886,B,3.0868,0.2341,1.3845,18.131999969482425,17.270000457763672,,,0.862,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-21184221,197.985222,7.137498,6.885,B,2.7098,0.2285,1.913,18.790000915527344,17.78499984741211,,,1.005,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39627691149754646,180.509547,-4.045645,6.883,B,2.7616,0.4363,1.6689,17.374000549316406,16.489999771118164,11.8149995803833,8.984000205993652,0.884,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-254517375,248.399989,33.780397,6.883,B,2.914,0.1807,1.7185,18.027000427246097,17.104000091552734,12.347999572753906,9.07900047302246,0.923,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616088546440118322,200.891557,0.127115,6.882,B,3.0036,0.8753,1.0337,18.479000091552734,17.332000732421875,,,1.147,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-47537190,186.266331,36.719762,6.879,B,2.8528,0.2199,1.775,18.43199920654297,17.5310001373291,,,0.901,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-224127190,336.668236,8.245932,6.879,B,2.9845,0.2142,1.6578,17.28700065612793,16.461000442504883,12.088000297546388,8.685999870300293,0.826,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-201045313,216.72719,7.873306,6.872,B,3.0113,0.8938,0.8999,18.030000686645508,17.17099952697754,,,0.859,CatWISE2020,,,,,,,23.18400001525879,23.576000213623047,22.388999938964844,22.231000900268555,21.143999099731445,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-243891162,4.43896,11.331725,6.871,B,3.1958,0.2424,1.3723,18.85300064086914,17.709999084472656,,,1.143,CatWISE2020,,,,,,,24.302000045776367,23.35300064086914,22.59600067138672,21.513999938964844,21.888999938964844,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-51731168,12.379931,1.476004,6.87,B,2.8187,0.1952,1.7867,18.378000259399418,17.260000228881836,,,1.118,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-207026131,28.853239,5.45645,6.868,B,3.0798,0.9972,0.8465,17.42799949645996,16.625,12.668999671936035,8.996000289916992,0.803,AllWISE,,,,,,,22.785999298095703,21.542999267578125,20.57699966430664,19.95199966430664,20.299999237060547,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-65694024,338.357243,-0.37427,6.866,B,2.5036,0.2397,1.9926,18.4689998626709,17.584999084472656,,,0.884,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-228397190,337.333741,14.079093,6.865,B,2.9779,0.2178,1.6522,17.5310001373291,16.59000015258789,12.567999839782717,9.038000106811523,0.941,AllWISE,,,,,,,24.025999069213867,24.108999252319336,23.385000228881836,21.70400047302246,20.70599937438965,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-16764324,42.196173,0.917574,6.865,B,2.5844,0.2342,1.992,17.884000778198242,16.757999420166016,12.409000396728516,8.567999839782715,1.126,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616093996741034078,205.939869,49.639025,6.864,B,3.0512,1.1249,0.8133,17.86199951171875,17.010000228881836,12.991000175476074,9.371999740600586,0.852,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-112321403,329.46179,0.119156,6.862,B,2.7069,0.2342,1.8357,18.124000549316406,17.09000015258789,,,1.034,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-239561089,321.922222,0.064473,6.862,B,2.9033,1.0949,0.9862,17.099000930786133,16.12700080871582,12.395999908447266,9.020000457763672,0.972,AllWISE,,,,,,,25.655000686645508,26.409000396728516,25.98500061035156,23.75200080871582,19.152999877929688,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-238544221,128.423709,-4.413055,6.859,B,2.5227,0.2181,2.0486,16.945999145507812,15.836999893188477,,,1.109,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-81151415,329.228032,-1.937788,6.853,B,2.9066,0.1976,1.7368,17.56999969482422,16.468000411987305,,,1.102,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-245658372,61.467119,-12.128286,6.851,B,3.4791,0.3451,1.1409,16.58099937438965,15.265999794006348,,,1.315,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-94951170,46.030935,-0.683874,6.849,B,2.8392,0.3531,1.7255,18.267000198364254,16.999000549316406,,,1.268,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39633063356925808,214.898842,39.166087,6.847,B,2.8438,1.91,0.3718,16.951000213623047,16.108999252319336,12.562999725341797,9.380999565124512,0.842,AllWISE,,,,,,,25.336999893188477,24.027000427246097,24.35199928283691,21.89299964904785,21.27300071716309,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-67464324,21.737008,2.977867,6.846,B,2.8334,0.1883,1.7161,18.52400016784668,17.194000244140625,,,1.33,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-209127190,262.541895,33.566288,6.845,B,3.1005,0.2652,1.416,17.988000869750977,16.815000534057617,,,1.173,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-204458351,170.920209,3.598438,6.843,B,3.1923,1.1755,0.7254,18.14699935913086,17.187999725341797,,,0.959,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-228594174,122.624436,72.304711,6.842,B,3.1661,0.2327,1.2381,17.898000717163086,16.947999954223633,12.145000457763672,9.04300022125244,0.95,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-207621434,249.172627,34.78236,6.842,B,2.55,1.0086,1.4009,18.823999404907227,17.687999725341797,,,1.136,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-213714308,122.710043,6.26594,6.841,B,3.2262,0.8857,0.7407,18.2189998626709,17.327999114990234,,,0.891,CatWISE2020,,,,,,,24.99099922180176,23.540000915527344,22.388999938964844,21.957000732421875,21.736000061035156,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-222311228,36.203045,-1.432026,6.836,B,3.0108,0.4431,1.5357,17.97100067138672,16.966999053955078,,,1.004,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-204211273,244.028268,18.507451,6.835,B,2.7316,0.2994,1.8025,18.54199981689453,17.740999221801758,,,0.801,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-221081384,347.478097,-0.356397,6.829,B,3.0488,0.4566,1.53,17.474000930786133,16.577999114990234,,,0.896,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39627751027639143,151.28791,-1.440245,6.828,B,3.0298,1.8488,0.1819,16.89900016784668,15.871000289916992,11.79300022125244,8.729999542236328,1.028,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-79518294,49.707117,-6.610971,6.825,B,2.9459,0.5064,1.6279,17.70199966430664,16.80299949645996,11.987000465393066,8.51099967956543,0.899,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-94994174,34.396269,-8.789599,6.825,B,2.9659,0.2807,1.7262,18.52400016784668,17.492000579833984,,,1.032,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39627826810329513,348.446173,1.532477,6.821,B,2.3781,0.252,2.0085,17.60099983215332,16.451000213623047,12.513999938964844,8.72700023651123,1.15,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-14854221,164.062455,3.115114,6.815,B,2.8852,0.1852,1.7357,18.06999969482422,16.81599998474121,,,1.254,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-11105382,207.449229,0.456446,6.815,B,2.8512,0.9663,1.1634,18.40999984741211,17.43400001525879,,,0.976,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39628450180367473,256.132408,28.397086,6.808,B,3.0006,1.754,0.2396,17.29800033569336,16.485000610351562,12.777000427246094,9.241000175476074,0.813,AllWISE,,,,,,,23.5939998626709,23.9950008392334,23.07200050354004,22.599000930786133,21.804000854492188,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-112381252,308.857937,1.085597,6.804,B,2.8291,0.1836,1.7014,17.820999145507812,16.714000701904297,,,1.107,CatWISE2020,,,,,20.813634872436523,0.0,27.350000381469727,23.309999465942383,21.027000427246097,20.38400077819824,20.00200080871582,,0,,,1,1,1,1,QSO_CANDIDATE,BRONZE
-72074221,151.485895,3.394943,6.804,B,2.7113,0.1698,1.9039,18.844999313354492,17.486000061035156,,,1.359,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-208473471,310.936897,4.174843,6.803,B,2.9377,1.038,0.7798,17.7450008392334,16.83799934387207,,,0.907,CatWISE2020,,,,,,,24.579999923706055,24.0,22.743000030517575,22.00200080871582,21.54700088500977,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-80744263,324.844282,3.250236,6.803,B,2.5109,0.229,2.0444,17.554000854492188,16.708999633789062,12.586000442504885,9.052000045776367,0.845,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-49494308,331.847283,0.226811,6.801,B,2.473,0.2912,1.9704,17.63800048828125,16.613000869750977,12.300000190734863,9.121000289916992,1.025,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-62084221,160.18827,5.205003,6.8,B,2.8689,0.2474,1.6994,18.242000579833984,17.277999877929688,,,0.964,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-81081219,338.253229,0.191537,6.8,B,2.9791,0.1731,1.4567,16.825000762939453,15.819000244140623,12.348999977111816,8.140000343322754,1.006,AllWISE,,,,,,,25.659000396728516,26.086999893188477,26.013999938964844,22.489999771118164,19.52899932861328,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-18231373,323.257439,-2.219541,6.799,B,2.8798,1.0204,1.0345,17.82699966430664,16.81399917602539,,,1.013,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-213311256,161.390954,68.429544,6.798,B,3.1191,1.0329,0.7775,17.8700008392334,16.961000442504883,12.645000457763672,8.862000465393066,0.909,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-49461221,327.003292,2.023273,6.796,B,2.373,0.3164,2.1274,17.07900047302246,16.24799919128418,,,0.831,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-105481228,25.705509,-4.107723,6.796,B,2.6968,0.2648,1.9814,17.840999603271484,16.479999542236328,,,1.361,CatWISE2020,,,,,,,23.038999557495117,23.02899932861328,25.73500061035156,23.19099998474121,23.858999252319336,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-27394324,14.121094,0.997194,6.785,B,2.7458,0.2833,1.8058,16.48699951171875,15.670000076293944,12.295000076293944,8.390999794006348,0.817,AllWISE,,,,,,,22.43899917602539,21.660999298095703,20.56399917602539,19.996999740600582,19.645999908447266,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-256535063,142.374647,54.325201,6.782,B,3.1329,0.9571,0.7625,18.03499984741211,16.990999221801758,,,1.044,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-216907377,209.360905,-4.366575,6.779,B,3.0917,1.6787,0.3772,18.48200035095215,16.910999298095703,,,1.571,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-13985230,253.745567,11.697439,6.778,B,2.8193,0.9378,1.1178,18.145999908447266,17.030000686645508,,,1.116,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-260108503,106.89023,61.163511,6.777,B,3.0298,1.1407,0.6737,18.374000549316406,17.290000915527344,,,1.084,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616088506455819051,337.711088,-1.45877,6.776,B,2.8884,0.216,1.7156,17.850000381469727,16.92099952697754,,,0.929,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-234601228,339.843552,23.935107,6.774,B,3.0546,0.1877,1.4825,18.64800071716309,17.385000228881836,,,1.263,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-52813291,113.371375,30.104779,6.769,B,2.7294,2.2833,0.1887,18.573999404907227,17.481000900268555,,,1.093,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-217161446,11.927673,-3.956156,6.763,B,2.7804,1.0952,1.0918,16.645000457763672,15.843000411987305,12.293999671936035,8.734000205993652,0.802,AllWISE,1.1208,0.4530999958515167,-2.211,-6.022,19.86021423339844,0.0,23.51499938964844,21.562999725341797,20.166000366210938,19.17300033569336,18.6299991607666,,0,,,1,1,1,1,QSO_CANDIDATE,BRONZE
-213310363,163.699767,67.799663,6.757,B,3.1367,1.0358,0.689,18.878999710083008,17.951000213623047,,,0.928,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-15458047,359.447885,-8.377543,6.756,B,2.4636,0.237,2.0571,17.910999298095703,16.531999588012695,,,1.379,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-14235348,261.117694,24.75352,6.756,B,3.0343,0.8767,0.9727,18.524999618530273,17.35300064086914,,,1.172,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-68944121,217.158179,35.963795,6.751,B,2.9679,0.2172,1.595,18.530000686645508,17.378999710083008,,,1.151,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-200791334,323.558187,18.750978,6.751,B,2.8748,1.1356,0.9425,18.67300033569336,16.902999877929688,,,1.77,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-18411373,317.901131,-4.387397,6.748,B,2.63,1.0904,1.1862,17.108999252319336,16.214000701904297,12.4350004196167,8.951000213623047,0.895,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-256661422,129.228795,57.991258,6.746,B,3.0971,1.1961,0.7084,18.37700080871582,17.39900016784668,,,0.978,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-11097190,207.711367,-6.567021,6.742,B,2.9443,0.2254,1.6211,18.36599922180176,17.190000534057617,,,1.176,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-22845449,331.068137,20.493205,6.742,B,2.9852,1.8596,0.2523,18.340999603271484,17.121999740600586,,,1.219,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
616094091263869149,175.829988,56.166023,6.741,B,2.7879,1.2005,1.0297,17.764999389648438,16.79400062561035,12.473999977111816,8.657999992370605,0.971,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
2882314351065170235,161.571318,-10.207464,6.733,B,2.9626,1.0219,0.9013,18.243999481201172,17.329999923706055,,,0.914,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-251084221,257.189591,21.85779,6.726,B,3.0593,0.2815,1.301,17.663000106811523,16.55900001525879,12.45199966430664,8.770999908447266,1.104,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-208614267,327.697597,-3.386848,6.725,B,3.0048,0.8662,0.9885,17.493999481201172,16.527000427246094,12.032999992370604,9.020999908447266,0.967,AllWISE,,,,,,,22.625,20.981000900268555,20.58300018310547,20.016000747680664,20.78700065612793,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
-42964167,10.044188,0.444238,6.721,B,2.4876,0.3342,2.0028,18.200000762939453,17.079999923706055,,,1.12,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-232171334,328.75983,19.140347,6.721,B,2.9197,1.1701,0.8421,17.740999221801758,16.464000701904297,,,1.277,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-201097190,207.712244,-6.566331,6.72,B,3.0779,0.221,1.4184,18.36599922180176,17.190000534057617,,,1.176,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-230921446,136.763083,-4.985437,6.718,B,2.7125,1.2432,0.9514,16.55900001525879,15.585000038146973,12.350000381469728,8.760000228881836,0.974,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-252651488,114.333078,21.070713,6.716,B,2.7066,1.1754,0.9125,17.746000289916992,16.77400016784668,,,0.972,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-214170250,133.403677,13.740171,6.707,B,3.0707,1.2035,0.8275,17.650999069213867,16.551000595092773,11.74899959564209,8.321000099182129,1.1,AllWISE,,,,,,,22.402999877929688,25.26799964904785,24.608999252319336,24.218000411987305,22.9689998626709,,0,,,1,0,1,1,QSO_CANDIDATE,BRONZE
616089049181978853,260.866581,21.41394,6.704,B,2.7404,1.0843,1.1732,18.457000732421875,16.607999801635742,,,1.849,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-239214221,251.977793,31.664554,6.702,B,3.4114,0.1823,1.2252,18.71699905395508,17.32900047302246,,,1.388,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
39627444885391520,67.310656,-14.162818,6.702,B,2.6371,0.2088,2.0623,18.594999313354492,17.10099983215332,,,1.494,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-244202522,132.645836,75.680986,6.701,B,2.8391,1.2915,0.9636,16.59600067138672,15.774999618530272,12.880000114440918,8.991000175476074,0.821,AllWISE,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-200304174,256.802243,65.658657,6.699,B,2.6229,0.9768,1.3473,19.05699920654297,18.249000549316406,,,0.808,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-71754121,67.935983,-4.874488,6.692,B,2.8082,0.484,1.6816,18.58099937438965,17.472999572753906,,,1.108,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-13767377,170.025848,42.293643,6.692,B,2.821,2.1178,0.2013,18.461999893188477,17.520999908447266,,,0.941,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
-214774121,58.587755,-7.043373,6.69,B,3.1533,0.1812,1.4358,17.85700035095215,16.406999588012695,,,1.45,CatWISE2020,,,,,,,,,,,,,0,,,1,0,0,1,QSO_CANDIDATE,BRONZE
