anomaly_score,spectype,z,dr8_id,chirality_class,p_cw,p_ccw,p_ns,confidence,sep_arcsec,targetid,target_ra,target_dec
5.299241542816162,GALAXY,1.6364126205444331,555602_1305,CW,0.9870174527168274,0.012755637988448143,0.0002269727410748601,0.9870174527168274,19.13320397489882,39633127475250050,226.92343139648438,42.704734802246094
