anomaly_score,spectype,z,dr8_id,chirality_class,p_cw,p_ccw,p_ns,confidence,sep_arcsec,targetid,morphtype,target_ra,target_dec
3.365910053253174,GALAXY,0.8518519401550293,386445_2632,CCW,0.005888593383133411,0.9905557036399841,0.0035557036753743887,0.9905557036399841,15.562200834697082,39628019932859335,DEV,34.36052703857422,9.755499839782715
3.012382745742798,GALAXY,0.5248680710792542,501339_4603,NOT_SPIRAL,1.208928845919388e-09,1.24482779639834e-09,1.0,1.0,24.340065691945018,-84301345,,197.4233856201172,31.110994338989258
3.7103374004364014,GALAXY,0.7524889707565308,569963_2598,NOT_SPIRAL,0.029870884492993355,0.29159000515937805,0.6785390973091125,0.6785390973091125,29.77760102825019,39633187709650538,,207.17471313476562,46.33724594116211
3.542360782623291,GALAXY,0.80975341796875,371895_2144,CCW,0.1768658310174942,0.8142598867416382,0.008874285966157913,0.8142598867416382,10.336515845871377,39627958905738740,REX,321.20074462890625,6.967343330383301
4.635283470153809,GALAXY,0.7897826433181763,488042_3558,NOT_SPIRAL,6.951045361347497e-05,6.279673834796995e-05,0.9998676776885986,0.9998676776885986,26.881766355663697,39628446061561183,DEV,337.3857727050781,28.26133155822754
3.226677179336548,GALAXY,0.9769943952560425,575072_4641,CCW,0.028995098546147346,0.9709118008613586,9.305147250415757e-05,0.9709118008613586,20.58438023757343,39633209138348959,REX,270.7963562011719,47.611934661865234
3.72491192817688,GALAXY,0.5369135737419128,619137_2118,CCW,0.02753467671573162,0.9724064469337463,5.8852554502664134e-05,0.9724064469337463,28.382521005773814,39633393960354554,REX,284.7366943359375,60.48821258544922
4.806888580322266,GALAXY,0.13935507833957672,637429_1856,NOT_SPIRAL,7.034205918898806e-05,0.00021115512936376035,0.9997184872627258,0.9997184872627258,18.22630125615936,39633470682564682,REX,295.456298828125,67.71415710449219
4.117698669433594,GALAXY,1.3529773950576782,315976_6873,CCW,0.1220274493098259,0.8779038786888123,6.860171561129391e-05,0.8779038786888123,10.265323619046002,39627724364450592,EXP,2.0873241424560547,-2.3872923851013184
3.121612548828125,GALAXY,0.9175439476966858,281647_1960,CCW,0.01415183860808611,0.9858291745185852,1.9009412426385097e-05,0.9858291745185852,24.932551365444795,39627580378186138,DEV,22.48223114013672,-8.528841972351074
4.14171838760376,GALAXY,1.2168818712234497,297428_107,CW,0.9991737008094788,0.000826098897960037,1.3159045408883685e-07,0.9991737008094788,19.693911143909396,39627646568497806,REX,35.666664123535156,-5.871649265289307
3.5919761657714844,GALAXY,0.9685223698616028,303153_4921,NOT_SPIRAL,8.73455974215176e-08,5.2456829990887854e-08,0.9999998807907104,0.9999998807907104,9.813130012887571,39627670580888555,REX,31.8662109375,-4.7059102058410645
3.1296169757843018,GALAXY,1.3532899618148804,334801_6117,CW,0.990221381187439,0.009750382043421268,2.824472903739661e-05,0.990221381187439,23.308988064722485,39627803322225177,PSF,28.36470603942871,0.8328508734703064
3.1574788093566895,GALAXY,0.8814412355422974,343461_7009,CW,0.9830566048622131,0.01688726432621479,5.614100882667117e-05,0.9830566048622131,15.024312140926298,39627839644899979,EXP,33.42915344238281,2.3656563758850098
3.3795695304870605,GALAXY,1.3510009050369263,334742_5817,NOT_SPIRAL,3.445437641858007e-06,2.1871730950806523e-06,0.9999943971633911,0.9999943971633911,12.581201836716405,39627803074762293,REX,13.647844314575195,0.8077946901321411
3.5635955333709717,GALAXY,0.11828291416168213,337636_4903,NOT_SPIRAL,4.135011693051638e-07,6.527665163957863e-07,0.9999990463256836,0.9999990463256836,22.91632787414975,39627815213075301,REX,17.07974624633789,1.2870242595672607
3.2503457069396973,GALAXY,1.3824033737182617,337585_3136,NOT_SPIRAL,3.8502195820910856e-05,4.193223503534682e-05,0.9999195337295532,0.9999195337295532,26.208662945783946,39627814999168535,REX,4.425754070281982,1.2446564435958862
3.7290711402893066,GALAXY,0.908116340637207,400526_608,NOT_SPIRAL,0.0055374205112457275,0.002306964946910739,0.9921556115150452,0.9921556115150452,22.441766321477928,39628078992855562,DEV,15.570879936218262,12.161927223205566
4.884263515472412,GALAXY,1.4411063194274902,275746_2033,CW,0.9999692440032959,3.057794310734607e-05,8.974309650966461e-08,0.9999692440032959,29.209777409687682,-106936415,,329.685546875,-9.78967571258545
3.185879707336426,GALAXY,0.9876670837402344,280009_1314,NOT_SPIRAL,2.9843135962437373e-07,6.244758878892753e-07,0.9999990463256836,0.9999990463256836,13.44122680063079,39627573507918995,REX,328.5396728515625,-9.065153121948242
3.455634117126465,GALAXY,1.1071898937225342,291501_4434,NOT_SPIRAL,8.332994912052527e-05,6.0144648159621283e-05,0.9998564720153809,0.9998564720153809,25.544253402211545,39627621708861007,REX,346.3201599121094,-6.896685600280762
4.184722423553467,GALAXY,1.1555845737457275,314494_2645,NOT_SPIRAL,7.55208702685195e-06,1.4171700058795977e-05,0.9999783039093018,0.9999783039093018,18.151340714234962,39627718148490574,,351.5840759277344,-2.945422410964966
3.0350711345672607,GALAXY,0.06857016682624817,338951_5587,CCW,8.079332758370583e-08,0.9999998807907104,2.1187711958178812e-13,0.9999998807907104,3.632841528815348,39627820728582369,SER,345.7546691894531,1.3128111362457275
3.8043737411499023,GALAXY,0.9241653084754944,338941_3014,NOT_SPIRAL,0.025427857413887978,0.05683925375342369,0.9177328944206238,0.9177328944206238,22.667607301400356,39627820686641487,REX,343.32562255859375,1.2379392385482788
3.4893572330474854,GALAXY,0.9016728401184082,337497_5678,CCW,0.016231920570135117,0.9808524250984192,0.002915607998147607,0.9808524250984192,12.75967591491902,39627814630069684,DEV,342.4395446777344,1.1142045259475708
3.894794225692749,GALAXY,1.4074904918670654,321621_2117,CCW,0.048425327986478806,0.938658595085144,0.012916011735796928,0.938658595085144,28.19554503270412,39627748041296153,REX,333.3360595703125,-1.7736272811889648
3.3266801834106445,GALAXY,1.2668821811676025,321622_5241,NOT_SPIRAL,0.03954728692770004,0.1721712350845337,0.7882815003395081,0.7882815003395081,20.773415039431303,39627748045489551,REX,333.5462951660156,-1.6878342628479004
