g_std,g_skew,g_kurtosis,g_range,g_autocorr1,r_std,r_skew,r_kurtosis,r_range,r_autocorr1,i_std,i_skew,i_kurtosis,i_range,i_autocorr1,W1_std,W1_skew,W1_kurtosis,W1_range,W1_autocorr1,W2_std,W2_skew,W2_kurtosis,W2_range,W2_autocorr1,label,type
1.0,1.0140655040740967,-0.06770777702331543,3.76116943359375,0.999728349034315,1.0,1.0215015411376953,-0.0663764476776123,3.747852325439453,0.9997249238066507,1.0,1.0061047077178955,-0.1060798168182373,3.7318339347839355,0.9997359171305974,1.0,1.0089777708053589,-0.08880281448364258,3.7381858825683594,0.9997268462907593,1.0,1.0112289190292358,-0.09983539581298828,3.7456767559051514,0.999742873384256,0,agn_variable
1.0,1.1517651081085205,0.2286052703857422,3.867280960083008,0.9996508137306879,1.0,1.1262911558151245,0.19668340682983398,3.8409202098846436,0.9996594368234926,1.0,1.148705005645752,0.23202300071716309,3.8824779987335205,0.9996717364735712,1.0,1.1748378276824951,0.29933905601501465,3.8945164680480957,0.9996740513764075,1.0,1.193658471107483,0.358339786529541,3.9017586708068848,0.9996346652878371,0,agn_variable
1.0,1.3705369234085083,0.8771917819976807,3.9999845027923584,0.9992374496180365,1.0,1.4775713682174683,1.2345046997070312,4.2014617919921875,0.9992143775218578,0.9999999403953552,1.318224310874939,0.8150882720947266,4.1138153076171875,0.9993982857527379,0.9999998807907104,1.3638468980789185,0.9806838035583496,4.125389099121094,0.9992189760580747,1.0,1.4387047290802002,1.068657398223877,4.118197441101074,0.9992018053029881,0,agn_variable
1.0,2.1753087043762207,4.182510852813721,4.859616279602051,0.9985329024037726,1.0,1.9901947975158691,3.403377056121826,4.801323890686035,0.9984482138096666,1.0,2.209507942199707,4.399093151092529,4.973879337310791,0.9983378439559879,0.9999999403953552,2.2911276817321777,4.748504161834717,4.985830307006836,0.9983708327573788,1.0,2.3506619930267334,5.095495223999023,5.069103240966797,0.9982538210089043,0,agn_variable
0.9999998807907104,1.9222054481506348,3.0526299476623535,4.742713451385498,0.9986171965786209,1.0,1.8526846170425415,2.7289323806762695,4.5161452293396,0.9988526268476431,1.0,1.9288612604141235,2.9318976402282715,4.632922172546387,0.9986766836309429,1.0,1.8873419761657715,3.260031223297119,4.818892955780029,0.9985692743890496,1.0000001192092896,1.9695488214492798,3.22989559173584,4.589576244354248,0.9987072987472182,0,agn_variable
0.9999998807907104,0.7981617450714111,-0.5685014724731445,3.613567352294922,0.9996771300425887,1.0,1.0866535902023315,-0.0041887760162353516,3.717543601989746,0.9996304133510632,1.0,0.9035589694976807,-0.3554821014404297,3.7776126861572266,0.9996966950752824,1.0,0.8099027872085571,-0.565082311630249,3.6185784339904785,0.999661194720247,1.0,0.8919111490249634,-0.3102591037750244,3.817256212234497,0.9996270172474517,0,agn_variable
1.0,1.6191432476043701,1.778395652770996,4.295470714569092,0.9994775887853654,0.9999998807907104,1.5705695152282715,1.5262913703918457,4.141702175140381,0.9994870171294321,1.0,1.5651617050170898,1.6103911399841309,4.234845161437988,0.9994904180957355,1.0,1.5857576131820679,1.6782736778259277,4.217404842376709,0.9994816428218944,1.0,1.5431545972824097,1.470557689666748,4.185138702392578,0.999522293535906,0,agn_variable
1.0,4.92812967300415,27.481904983520508,8.396073341369629,0.982880948051917,1.0,4.78676700592041,26.20831298828125,8.289645195007324,0.9828682382223001,1.0,4.89028787612915,27.32946014404297,8.404004096984863,0.9827295022302904,0.9999998807907104,4.9540300369262695,27.81554412841797,8.424942016601562,0.9821773906599375,1.0,4.852548122406006,26.915996551513672,8.378251075744629,0.9828176995543568,0,agn_variable
0.9999999403953552,1.8003649711608887,2.428460121154785,4.354462146759033,0.9991884581379014,1.0,1.7033954858779907,2.124606132507324,4.376364707946777,0.9992231425606366,1.0,1.7492331266403198,2.3611793518066406,4.399792671203613,0.9991528066172607,0.9999999403953552,1.66252863407135,1.9914426803588867,4.327781677246094,0.9991815131142748,0.9999999403953552,1.8321870565414429,2.632291793823242,4.421753883361816,0.9990864771233406,0,agn_variable
1.0,1.156836986541748,0.30737948417663574,3.8441576957702637,0.9997100054722141,1.0,1.2109310626983643,0.4174063205718994,3.885828733444214,0.999687487279968,1.0,1.1630921363830566,0.31293249130249023,3.8490638732910156,0.9996943570227147,1.0,1.1541136503219604,0.28011655807495117,3.86893630027771,0.9996818688990422,1.0,1.1270403861999512,0.18929839134216309,3.808281898498535,0.9997356339567742,0,agn_variable
1.0,1.8504419326782227,2.7101049423217773,4.460778713226318,0.9991593252856299,1.0,1.829653263092041,2.643995761871338,4.407341003417969,0.9992086837140575,1.0,1.7590140104293823,2.3772478103637695,4.395218372344971,0.9991934349088704,0.9999999403953552,1.7825098037719727,2.395510196685791,4.3630475997924805,0.9992760302926321,1.0,1.7856669425964355,2.486478328704834,4.416607856750488,0.9992630670176625,0,agn_variable
0.9999999403953552,0.9769567251205444,-0.1841449737548828,3.746245861053467,0.999680377588322,1.0,0.9994369745254517,-0.0952606201171875,3.7328155040740967,0.9997026807952142,1.0,1.0004820823669434,-0.11569428443908691,3.7697792053222656,0.9997255305311298,1.0,1.005259394645691,-0.12826991081237793,3.7661619186401367,0.9997280934130298,1.0,0.9898285865783691,-0.14272212982177734,3.7575342655181885,0.9997306318561779,0,agn_variable
0.9999999403953552,3.505185842514038,12.928008079528809,6.434734344482422,0.9951121334277541,1.0,3.4004909992218018,11.956859588623047,6.183877468109131,0.9958525969336516,0.9999999403953552,3.448610782623291,12.408041000366211,6.313437461853027,0.9953948062984578,0.9999998807907104,3.550668239593506,13.160455703735352,6.409390449523926,0.9951709618720331,0.9999999403953552,3.47507381439209,12.62806510925293,6.368819713592529,0.9954667663317059,0,agn_variable
1.0,3.261263370513916,10.967220306396484,6.102882385253906,0.9962420740556116,1.0,3.1827783584594727,10.406335830688477,5.997247219085693,0.9965114123348224,1.0,3.242361068725586,10.846704483032227,6.098128318786621,0.9963605870530479,1.0,3.2566001415252686,10.968505859375,6.114466190338135,0.9962186455735571,1.0,3.2154064178466797,10.651446342468262,6.021029472351074,0.99646279173823,0,agn_variable
1.0,1.45600163936615,1.205744743347168,4.132829189300537,0.9992945118796532,1.0,1.6110507249832153,1.7394556999206543,4.387979984283447,0.999286786871864,0.9999999403953552,1.396245002746582,1.1296195983886719,4.212158679962158,0.9993102718631041,1.0,1.5328620672225952,1.4770569801330566,4.265563488006592,0.999301220150182,1.0,1.3356541395187378,1.1180644035339355,4.248922348022461,0.9992310536174307,0,agn_variable
1.0,0.9677475690841675,-0.22037386894226074,3.7510900497436523,0.9996665794641255,1.0,0.8988184332847595,-0.2616293430328369,3.771970748901367,0.9996289504711805,1.0,0.872822642326355,-0.3773059844970703,3.655851364135742,0.9996717129690906,1.0,0.9915060997009277,-0.15868782997131348,3.7701237201690674,0.9997046302579783,1.0,0.9478882551193237,-0.19832539558410645,3.8264715671539307,0.9996200169770552,0,agn_variable
1.0,1.1660923957824707,0.32368946075439453,3.9480366706848145,0.9996321048088798,1.0,1.1999608278274536,0.4699699878692627,3.967594623565674,0.9995492646543889,1.0,1.2364975214004517,0.5089740753173828,3.8672006130218506,0.9995664668631473,0.9999999403953552,1.3108192682266235,0.630720853805542,3.9099905490875244,0.9995537069963911,1.0,1.183398723602295,0.32805490493774414,3.905557155609131,0.9996051123402985,0,agn_variable
1.0,4.407505035400391,21.47907066345215,7.806063652038574,0.9887579569159105,1.0,4.251029968261719,19.63766860961914,7.384184837341309,0.9904511007833389,1.0,4.254668235778809,19.400100708007812,7.353861331939697,0.9914888987141077,1.0,4.534933090209961,22.234264373779297,7.911531925201416,0.9889593387986527,1.0,4.382486343383789,20.841026306152344,7.601583480834961,0.9900599715233526,0,agn_variable
1.0,1.066452980041504,0.03703022003173828,3.7972769737243652,0.9997253660152958,0.9999999403953552,1.0955857038497925,0.08839654922485352,3.795210123062134,0.9996978916646142,1.0,1.0857529640197754,0.0913088321685791,3.807856321334839,0.9997210939890254,1.0,1.08988618850708,0.11178994178771973,3.846975803375244,0.9996832915330991,0.9999999403953552,1.1143635511398315,0.10553431510925293,3.7795562744140625,0.9997132564484172,0,agn_variable
1.0,3.555452823638916,13.503021240234375,6.585371971130371,0.9953675718240853,0.9999999403953552,3.3060050010681152,11.732312202453613,6.387371063232422,0.9950139199289155,1.0,3.879974365234375,15.580728530883789,6.769323825836182,0.9940870451170551,1.0,3.479722261428833,12.925955772399902,6.690650463104248,0.9941594967426586,1.0,3.722292184829712,14.578536987304688,6.670619010925293,0.9944237638734844,0,agn_variable
1.0,1.1450114250183105,0.23418211936950684,3.8362789154052734,0.999597800849826,1.0,1.1777780055999756,0.4394385814666748,3.9666659832000732,0.9995951146589513,0.9999999403953552,1.2291724681854248,0.44425129890441895,3.9234836101531982,0.999539357306828,1.0,1.3342236280441284,0.7912168502807617,4.0138397216796875,0.9995540992720938,0.9999998807907104,1.2667721509933472,0.5526583194732666,3.919475555419922,0.9995600939456374,0,agn_variable
