epoch,train_loss,val_loss,train_acc,val_acc,lr
4.600000000000000000e+01,2.354443117258903928e-01,1.786264760113643324e-01,8.633090076332047280e-01,9.061445863474452134e-01,1.687999850346456692e-04
4.700000000000000000e+01,2.205442202935815887e-01,2.010452665187113797e-01,8.747296162809256037e-01,9.373387942267726869e-01,1.641162469977771427e-04
4.800000000000000000e+01,2.203989468039202759e-01,2.042951675855088356e-01,8.912146626418400164e-01,9.179071003336785051e-01,1.594185779293970037e-04
4.900000000000000000e+01,2.127975290478661408e-01,1.883741738524605525e-01,8.955669352831824304e-01,9.076668481749936568e-01,1.547116138617192179e-04
5.000000000000000000e+01,2.022649719739442742e-01,2.339225534744760193e-01,9.035538764728029415e-01,9.243131471566164992e-01,1.499999999999999869e-04
5.100000000000000000e+01,2.216635876635175417e-01,1.555651176347120357e-01,8.898701782537210558e-01,9.194341514420342198e-01,1.452883861382807558e-04
5.200000000000000000e+01,2.056230199424830263e-01,1.844701800558148919e-01,8.831132385142395069e-01,9.101205046045294234e-01,1.405814220706029971e-04
5.300000000000000000e+01,2.129244362722050865e-01,1.744889562240219127e-01,8.793928660970156130e-01,9.299575444694667681e-01,1.358837530022228310e-04
5.400000000000000000e+01,2.095624318314621148e-01,1.981495802380541238e-01,8.900871435957014022e-01,9.386647542007916512e-01,1.312000149653543587e-04
5.500000000000000000e+01,2.030649740032078321e-01,2.000140736374906303e-01,9.053052780863203308e-01,9.232885629083289469e-01,1.265348302439653523e-04
5.600000000000000000e+01,2.090004361095980090e-01,2.479242250514899215e-01,8.871752142021952503e-01,9.383149506472709955e-01,1.218928028121413004e-04
5.700000000000000000e+01,2.167792910237530957e-01,1.952541174177047645e-01,8.783795495958945931e-01,9.218395681244752060e-01,1.172785137905186457e-04
5.800000000000000000e+01,2.145450635918040583e-01,2.187144288907270917e-01,9.007659120758135796e-01,9.266267782729316060e-01,1.126965169252717590e-04
5.900000000000000000e+01,2.026395813074454155e-01,1.794505286824934487e-01,8.922536552543850474e-01,9.263123795517382852e-01,1.081513340941156151e-04
6.000000000000000000e+01,1.976243995836064471e-01,1.793115708851016343e-01,8.904252054199885968e-01,9.243838247697678812e-01,1.036474508437579213e-04
6.100000000000000000e+01,1.931172973598775933e-01,1.597781140614515927e-01,8.858101390493776650e-01,9.463910859372730577e-01,9.918931196320628671e-05
6.200000000000000000e+01,1.912011564528931507e-01,1.851101716321633117e-01,9.145758224098899936e-01,9.363071352855280027e-01,9.478131709729834247e-05
6.300000000000000000e+01,2.022486516247214983e-01,2.191276871340237520e-01,9.077829563471698782e-01,9.367034711842919803e-01,9.042781640478288196e-05
6.400000000000000000e+01,1.936960293773722919e-01,1.702210935462372676e-01,9.052002044165560202e-01,9.461308510440933350e-01,8.613310626523909086e-05
6.500000000000000000e+01,1.956429851630858974e-01,1.684942108143951955e-01,9.103867880046223604e-01,8.906120283225514855e-01,8.190142503906797501e-05
6.600000000000000000e+01,1.933808724035655513e-01,1.898901478621257133e-01,8.996307229759770152e-01,9.418257068784916530e-01,7.773694888474267349e-05
6.700000000000000000e+01,1.985630399640441468e-01,1.613981282604079470e-01,9.057867081848786084e-01,9.195420368037046099e-01,7.364378763744429282e-05
6.800000000000000000e+01,1.844831155695690894e-01,1.971069743968668631e-01,9.232811172285619872e-01,9.436667918177700232e-01,6.962598075315045722e-05
6.900000000000000000e+01,1.970348675451582543e-01,2.220373809339082349e-01,9.198595882984103023e-01,9.588380468667361267e-01,6.568749332218038427e-05
7.000000000000000000e+01,1.982187081419743702e-01,1.579280037221344468e-01,9.054034471598991773e-01,9.404953261172728229e-01,6.183221215612903646e-05
7.100000000000000000e+01,1.863198241378720976e-01,1.955076183212511309e-01,9.159326848785446229e-01,9.162483334425121084e-01,5.806394195205350324e-05
7.200000000000000000e+01,1.860742852517101309e-01,1.915659929102724035e-01,9.139454535270299385e-01,9.315307106920878155e-01,5.438640153769653624e-05
7.300000000000000000e+01,1.856055761451722019e-01,2.193072965446455636e-01,8.976125243671352338e-01,9.434974090271229796e-01,5.080322020145224102e-05
7.400000000000000000e+01,1.819125735420754897e-01,1.922287370509608850e-01,9.210004784318163162e-01,9.354570338244564409e-01,4.731793411069668546e-05
7.500000000000000000e+01,1.807902834479734600e-01,1.339200070890338434e-01,9.317707629273214165e-01,9.079336472806771585e-01,4.393398282201787619e-05
7.600000000000000000e+01,1.831294201374387698e-01,1.710508042903825798e-01,9.256177696455369919e-01,9.101674528044859658e-01,4.065470588678829895e-05
7.700000000000000000e+01,1.871964816114756736e-01,2.108573071447390757e-01,9.074226155285629591e-01,9.391409520698345004e-01,3.748333955543105457e-05
7.800000000000000000e+01,1.882456042429964393e-01,1.962169737825018023e-01,9.037285464424611447e-01,9.455971038790947913e-01,3.442301358363162781e-05
7.900000000000000000e+01,1.807326113738270401e-01,2.060222473747763960e-01,9.148992129289741371e-01,9.370000000000000551e-01,3.147674814364643473e-05
8.000000000000000000e+01,1.785783862136228750e-01,2.006557124864878638e-01,9.083370689561839351e-01,9.435061099022419295e-01,2.864745084375789738e-05
8.100000000000000000e+01,1.850787175195416079e-01,1.567150613966512285e-01,9.212765025887040826e-01,9.264771434689089702e-01,2.593791385881574139e-05
8.200000000000000000e+01,1.762125545917980207e-01,2.129814923553729478e-01,9.255596891941122450e-01,9.506290612469855406e-01,2.335081117469777070e-05
8.300000000000000000e+01,1.881864146331227172e-01,2.121294225005119216e-01,9.241359564030298124e-01,9.141072462138676302e-01,2.088869594940843423e-05
8.400000000000000000e+01,1.833171284840208748e-01,2.353745359571304818e-01,8.935442566826385935e-01,9.589089890884362477e-01,1.855399799342046161e-05
8.500000000000000000e+01,1.743720777293966129e-01,2.164379720936072671e-01,9.266307688128326836e-01,9.624686852620352173e-01,1.634902137174483016e-05
8.600000000000000000e+01,1.827368381092454586e-01,1.843841505870959518e-01,9.288071205266064112e-01,9.621895404335359947e-01,1.427594213009709636e-05
8.700000000000000000e+01,1.808026605881253024e-01,1.977139927489132976e-01,9.280135239401198222e-01,9.612966508326311610e-01,1.233680614740286046e-05
8.800000000000000000e+01,1.745535296721511809e-01,1.991066321517482862e-01,9.132967794393823668e-01,9.468793254595953002e-01,1.053352711676229633e-05
8.900000000000000000e+01,1.764261449837274121e-01,1.796531692726708040e-01,9.354783213754210847e-01,9.380140743020110028e-01,8.867884656866181474e-06
9.000000000000000000e+01,1.787672689476158261e-01,2.505257506128990563e-01,9.192402535768705585e-01,9.105691877778168131e-01,7.341522555726969953e-06
9.100000000000000000e+01,1.780107286696132607e-01,2.175205235869701326e-01,9.215471834098509785e-01,9.215758565992857587e-01,5.955947148458556053e-06
9.200000000000000000e+01,1.809933561086977671e-01,2.617951070422957494e-01,9.058342606742613157e-01,9.407652805279778097e-01,4.712525830705354915e-06
9.300000000000000000e+01,1.740176326771687709e-01,2.377727251802707331e-01,8.969107705368539740e-01,9.564233984672314559e-01,3.612485709187900994e-06
9.400000000000000000e+01,1.772329317794053283e-01,2.345131478686762194e-01,9.266618990462530681e-01,9.699999999999999734e-01,2.656912390696691561e-06
9.500000000000000000e+01,1.711132843641185453e-01,2.608279697400276986e-01,9.419889408923293184e-01,9.614900884574488771e-01,1.846748910729350854e-06
9.600000000000000000e+01,1.758167490906535901e-01,1.766542888553683244e-01,9.297061473999164161e-01,9.279574099837878398e-01,1.182794802828335245e-06
9.700000000000000000e+01,1.793537505974752144e-01,2.380967250982383709e-01,9.363875276953805837e-01,9.530456714599623291e-01,6.657053095380005206e-07
9.800000000000000000e+01,1.718317672879862701e-01,2.289954056256680581e-01,9.211605115361897189e-01,9.333992612814162593e-01,2.959907357592661046e-07
9.900000000000000000e+01,1.688004585477363984e-01,2.642343426711269982e-01,9.417843831059745652e-01,9.331041586498151075e-01,7.401594514025999202e-08
1.000000000000000000e+02,1.731953888641621919e-01,2.622136895505818854e-01,9.200234013565524727e-01,9.585785021923303173e-01,0.000000000000000000e+00
