pix,n_cw,n,n_ccw,cw_fraction,sigma_from_half
1059,284,537,253,0.5288640595903166,1.3377487412065197
1060,40,87,47,0.45977011494252873,-0.7504787743864564
1062,140,310,170,0.45161290322580644,-1.7038855027411943
1063,58,109,51,0.5321100917431193,0.6704783996548059
1077,163,340,177,0.47941176470588237,-0.7592566023652966
1078,277,561,284,0.49376114081996436,-0.29554023164452436
1079,153,338,185,0.4526627218934911,-1.7405705383053478
1080,57,115,58,0.4956521739130435,-0.09325048082403138
1086,122,239,117,0.5104602510460251,0.32342311367657545
1087,27,52,25,0.5192307692307693,0.2773500981126146
1089,104,204,100,0.5098039215686274,0.28005601680560194
1091,29,62,33,0.46774193548387094,-0.508000508000762
1092,194,393,199,0.49363867684478374,-0.25221663615265916
1093,205,395,190,0.5189873417721519,0.7547319081399414
1094,101,191,90,0.5287958115183246,0.7959320658216638
1095,247,526,279,0.4695817490494297,-1.3952663046302316
1096,63,137,74,0.45985401459854014,-0.939793423488437
1097,107,239,132,0.4476987447698745,-1.6171155683828773
1098,290,572,282,0.506993006993007,0.3344968040028363
1099,419,803,384,0.5217932752179327,1.2351231781710246
1100,293,579,286,0.5060449050086355,0.29091007222318394
1101,358,704,346,0.5085227272727273,0.45226701686664544
1102,492,993,501,0.4954682779456193,-0.2856063671889196
1103,554,1110,556,0.4990990990990991,-0.060030022518766414
1113,316,675,359,0.46814814814814815,-1.655070771676927
1114,139,263,124,0.5285171102661597,0.9249396239673111
1115,109,226,117,0.4823008849557522,-0.5321520841901914
1116,321,668,347,0.4805389221556886,-1.005970202294378
1117,221,419,198,0.5274463007159904,1.1236235281158724
1118,228,435,207,0.5241379310344828,1.0068729331193067
1119,192,377,185,0.5092838196286472,0.3605183418372233
1120,70,135,65,0.5185185185185185,0.43033148291193524
1122,52,99,47,0.5252525252525253,0.502518907629606
1123,219,435,216,0.503448275862069,0.14383899044561524
1124,207,389,182,0.532133676092545,1.2675503164084845
1125,77,148,71,0.5202702702702703,0.4931969619160719
1127,109,221,112,0.49321266968325794,-0.20180183819889375
1140,88,193,105,0.45595854922279794,-1.2236867762727808
1141,480,935,455,0.5133689839572193,0.8175874252096607
1142,384,714,330,0.5378151260504201,2.0208992091258233
1143,216,426,210,0.5070422535211268,0.29070094986690553
1145,56,98,42,0.5714285714285714,1.4142135623730951
1146,165,346,181,0.476878612716763,-0.8601653289127525
1148,78,159,81,0.49056603773584906,-0.23791547571544325
1149,165,305,140,0.5409836065573771,1.4314958357846708
1152,43,84,41,0.5119047619047619,0.2182178902359924
1153,97,184,87,0.5271739130434783,0.7372097807744856
1154,157,335,178,0.46865671641791046,-1.1473525658871215
1155,158,333,175,0.4744744744744745,-0.9315942613970246
1156,272,530,258,0.5132075471698113,0.6081211398682972
1157,38,89,51,0.42696629213483145,-1.3779972440082682
1158,153,267,114,0.5730337078651685,2.3867612393122077
1159,62,122,60,0.5081967213114754,0.18107149208503706
1160,315,677,362,0.465288035450517,-1.8063567387566064
1161,325,618,293,0.5258899676375405,1.2872287787346075
1162,482,1039,557,0.4639076034648701,-2.326770182091366
1163,525,1042,517,0.5038387715930902,0.2478312843235159
1164,425,891,466,0.4769921436588103,-1.3735516808542565
1165,682,1359,677,0.5018395879323032,0.13563140979519323
1166,536,1091,555,0.4912923923006416,-0.575229599877839
1167,120,245,125,0.4897959183673469,-0.3194382824999699
1176,226,455,229,0.4967032967032967,-0.14064216928154863
1177,118,251,133,0.4701195219123506,-0.9467916046467048
1178,244,463,219,0.5269978401727862,1.1618485308504327
1179,105,193,88,0.5440414507772021,1.2236867762727808
1180,484,996,512,0.4859437751004016,-0.8872139507342691
1181,114,230,116,0.4956521739130435,-0.1318760946791574
1182,248,521,273,0.4760076775431862,-1.0952698858458088
1183,120,235,115,0.5106382978723404,0.3261640365267211
1184,95,207,112,0.45893719806763283,-1.1815816796567569
1185,135,292,157,0.4623287671232877,-1.2874526191574363
1186,105,210,105,0.5,0.0
1187,143,326,183,0.4386503067484663,-2.2153951024868452
1188,158,322,164,0.4906832298136646,-0.3343669275452117
1189,65,146,81,0.4452054794520548,-1.3241694217637887
1190,148,294,146,0.5034013605442177,0.11664236870396086
1205,203,414,211,0.49033816425120774,-0.3931785497463924
1206,374,754,380,0.4960212201591512,-0.21850711221876892
1207,242,468,226,0.5170940170940171,0.7396002616336388
1208,187,350,163,0.5342857142857143,1.282853961179637
1210,178,324,146,0.5493827160493827,1.7777777777777777
1211,153,295,142,0.5186440677966102,0.6404447607135402
1212,245,478,233,0.5125523012552301,0.5488672244956179
1213,170,351,181,0.4843304843304843,-0.5871365639519862
1214,153,299,146,0.5117056856187291,0.40482045237636816
1215,79,166,87,0.4759036144578313,-0.6209204205650662
1217,191,392,201,0.4872448979591837,-0.5050762722761054
1218,116,224,108,0.5178571428571429,0.5345224838248488
1219,50,94,44,0.5319148936170213,0.618852747755276
1220,291,616,325,0.4724025974025974,-1.3698990388431465
1221,320,636,316,0.5031446540880503,0.15861031714362883
1222,273,554,281,0.4927797833935018,-0.3398874309296699
1223,190,371,181,0.5121293800539084,0.4672567184860485
1224,276,543,267,0.5082872928176796,0.3862269678805871
1225,305,645,340,0.4728682170542636,-1.378123654176776
1226,548,1111,563,0.49324932493249324,-0.4500225016876407
1227,479,960,481,0.49895833333333334,-0.06454972243679027
1228,422,848,426,0.49764150943396224,-0.13736056394868904
1229,741,1460,719,0.5075342465753425,0.5757663148492351
1230,448,920,472,0.48695652173913045,-0.7912565680749444
1231,107,185,78,0.5783783783783784,2.1321224040720423
1240,218,420,202,0.5190476190476191,0.7807200583588266
1241,306,696,390,0.4396551724137931,-3.1840117830313943
1242,318,644,326,0.4937888198757764,-0.31524416249564025
1243,184,339,155,0.5427728613569321,1.5750637951213484
1244,432,840,408,0.5142857142857142,0.8280786712108251
1245,227,452,225,0.5022123893805309,0.09407208683835973
1246,307,612,305,0.5016339869281046,0.08084520834544433
1247,139,260,121,0.5346153846153846,1.116312611302876
1248,162,322,160,0.5031055900621118,0.11145564251507056
1249,73,151,78,0.48344370860927155,-0.40689422938557973
1250,147,289,142,0.5086505190311419,0.29411764705882354
1251,566,1063,497,0.5324553151458138,2.116325468854518
1252,198,425,227,0.46588235294117647,-1.4067066252107312
1253,201,390,189,0.5153846153846153,0.6076436202502
1254,120,267,147,0.449438202247191,-1.6523731656776823
1269,474,971,497,0.4881565396498455,-0.738105125376532
1270,444,940,496,0.4723404255319149,-1.6960529899389498
1271,209,439,230,0.4760820045558087,-1.00227531579703
1272,141,305,164,0.46229508196721314,-1.316976168921897
1273,167,333,166,0.5015015015015015,0.0547996624351191
1274,278,592,314,0.46959459459459457,-1.4795908857482156
1275,371,706,335,0.5254957507082153,1.3548778730909665
1276,314,623,309,0.5040128410914928,0.20032077005375098
1277,329,598,269,0.5501672240802675,2.453582460328592
1278,137,303,166,0.4521452145214521,-1.6660064699021355
1281,178,374,196,0.47593582887700536,-0.9307578419910345
1282,277,542,265,0.511070110701107,0.5154441355050693
1283,405,767,362,0.5280312907431551,1.5526400110493555
1284,704,1356,652,0.5191740412979351,1.412126161143278
1285,598,1205,607,0.4962655601659751,-0.2592680408620548
1286,333,625,292,0.5328,1.64
1287,111,232,121,0.47844827586206895,-0.6565321642986127
1288,431,942,511,0.4575371549893843,-2.6065408498042983
1289,502,994,492,0.5050301810865191,0.3171807398477756
1290,612,1180,568,0.5186440677966102,1.2808895214270803
1291,497,964,467,0.5155601659751037,0.9662349396012463
1292,623,1202,579,0.5183028286189684,1.2691134379830742
1293,472,1013,541,0.46594274432379074,-2.1679255714430976
1294,114,235,121,0.4851063829787234,-0.45662965113740955
1303,131,267,136,0.49063670411985016,-0.30599503068105227
1304,500,1031,531,0.48496605237633367,-0.9654557227896644
1305,630,1264,634,0.49841772151898733,-0.1125087900926024
1306,447,941,494,0.47502656748140276,-1.5321562116011997
1307,324,612,288,0.5294117647058824,1.455213750217998
1308,451,892,441,0.5056053811659192,0.3348247650912125
1309,425,844,419,0.5035545023696683,0.20652851724645427
1310,579,1167,588,0.4961439588688946,-0.2634553859003402
1311,144,296,152,0.4864864864864865,-0.46499055497527714
1312,237,492,255,0.4817073170731707,-0.811502671200689
1313,264,506,242,0.5217391304347826,0.9780192938436515
1314,192,402,210,0.47761194029850745,-0.8977584024968696
1315,287,561,274,0.5115864527629234,0.5488604301969738
1316,383,755,372,0.5072847682119205,0.40033098888576146
1317,292,589,297,0.49575551782682514,-0.2060214108575823
1318,356,690,334,0.5159420289855072,0.837525686389569
1319,155,284,129,0.545774647887324,1.5428161556520092
1320,86,187,101,0.45989304812834225,-1.096908636190696
1334,786,1604,818,0.49002493765586036,-0.7990018711022757
1335,435,868,433,0.5011520737327189,0.06788442333021306
1336,283,599,316,0.4724540901502504,-1.3483434466349709
1337,301,618,317,0.48705501618122976,-0.6436143893673038
1338,633,1320,687,0.47954545454545455,-1.486301082920587
1339,484,999,515,0.4844844844844845,-0.9807965956109157
1340,510,1055,545,0.4834123222748815,-1.0775608756623887
1341,481,984,503,0.4888211382113821,-0.7013343843696721
1342,184,387,203,0.4754521963824289,-0.9658242787731629
1343,40,62,22,0.6451612903225806,2.286002286003429
1344,53,113,60,0.4690265486725664,-0.658504607868518
1345,30,53,23,0.5660377358490566,0.9615239476408232
1346,474,937,463,0.5058697972251868,0.35935433621164065
1347,982,2001,1019,0.49075462268865566,-0.8271383929183074
1348,553,1084,531,0.5101476014760148,0.6682024131538656
1349,809,1630,821,0.496319018404908,-0.297226442770842
1350,783,1618,835,0.48393077873918416,-1.2927486264254338
1351,301,595,294,0.5058823529411764,0.2869720215917757
1352,151,325,174,0.4646153846153846,-1.275810451318027
1353,890,1830,940,0.48633879781420764,-1.168811455530461
1354,837,1693,856,0.4943886591848789,-0.46176936989648987
1355,404,784,380,0.5153061224489796,0.8571428571428571
1356,586,1167,581,0.5021422450728363,0.14636410327796678
1357,697,1371,674,0.5083880379285193,0.6211680486888304
1358,117,259,142,0.4517374517374517,-1.553424415003
1367,58,116,58,0.5,0.0
1368,458,948,490,0.4831223628691983,-1.0393116839386094
1369,904,1850,946,0.48864864864864865,-0.9764801654480819
1370,457,954,497,0.4790356394129979,-1.2950478164763521
1371,300,612,312,0.49019607843137253,-0.485071250072666
1372,344,697,353,0.4935437589670014,-0.3408993085853566
1373,665,1325,660,0.5018867924528302,0.137360563948689
1374,505,1010,505,0.5,0.0
1375,323,610,287,0.5295081967213114,1.4575973943220488
1376,432,883,451,0.48924122310305773,-0.6394009087292614
1377,371,770,399,0.4818181818181818,-1.009049958219026
1378,252,551,299,0.4573502722323049,-2.0022673173588332
1379,439,886,447,0.49548532731376976,-0.26876525627335834
1380,429,873,444,0.49140893470790376,-0.5076730825668095
1381,524,1075,551,0.4874418604651163,-0.8234922797960652
1382,306,637,331,0.4803767660910518,-0.9905360646879091
1383,548,1131,583,0.484526967285588,-1.040726808537592
1384,112,219,107,0.5114155251141552,0.33786868919974294
1397,138,282,144,0.48936170212765956,-0.3572948005052482
1398,928,1866,938,0.49732047159699894,-0.23149636727175965
1399,629,1183,554,0.5316990701606086,2.1805642673609262
1400,711,1437,726,0.49478079331941544,-0.3956971069107487
1401,542,1088,546,0.49816176470588236,-0.12126781251816648
1402,271,537,266,0.5046554934823091,0.21576592600105154
1403,704,1479,775,0.4759972954699121,-1.8461809345978204
1404,736,1413,677,0.5208775654635527,1.5695708727863236
1405,641,1269,628,0.5051221434200157,0.3649324991288249
1406,438,890,452,0.49213483146067416,-0.46928106620779364
1407,403,806,403,0.5,0.0
1408,194,368,174,0.5271739130434783,1.0425720702853738
1409,291,592,301,0.49155405405405406,-0.41099746826339323
1410,711,1539,828,0.4619883040935672,-2.9824045403173027
1411,913,1874,961,0.4871931696905016,-1.108808238475818
1412,899,1822,923,0.4934138309549945,-0.5622598279801461
1413,940,1927,987,0.4878048780487805,-1.0706733691535593
1414,903,1807,904,0.4997232982844494,-0.023524528286477348
1415,467,994,527,0.46981891348088534,-1.9030844390866537
1416,998,1972,974,0.5060851926977687,0.5404528189332539
1417,693,1436,743,0.48259052924791085,-1.3194495349231488
1418,455,936,481,0.4861111111111111,-0.8498365855987974
1419,570,1087,517,0.5243790248390064,1.6075374437115557
1420,626,1229,603,0.5093572009764036,0.656072591192899
1421,252,494,242,0.5101214574898786,0.44992127066584753
1431,418,880,462,0.475,-1.4832396974191326
1432,590,1146,556,0.5148342059336823,1.004353525154565
1433,1034,2072,1038,0.49903474903474904,-0.08787495503274936
1434,327,614,287,0.5325732899022801,1.6142686245425235
1435,306,617,311,0.4959481361426256,-0.20129242055711863
1436,420,791,371,0.5309734513274337,1.742239429610206
1437,408,833,425,0.4897959183673469,-0.5890150893739515
1438,217,431,214,0.5034802784222738,0.1445049152577264
1439,216,457,241,0.4726477024070022,-1.16945067431247
1440,386,856,470,0.45093457943925236,-2.8710608935035857
1441,516,1020,504,0.5058823529411764,0.3757345746510897
1442,670,1464,794,0.4576502732240437,-3.2407919156337632
1443,609,1248,639,0.4879807692307692,-0.8492077756084467
1444,871,1746,875,0.4988545246277205,-0.09572775448236508
1445,760,1570,810,0.4840764331210191,-1.2618861628126719
1446,750,1497,747,0.501002004008016,0.07753724297456155
1447,681,1383,702,0.4924078091106291,-0.5646875395770472
1448,549,1115,566,0.4923766816143498,-0.5091098360001578
1449,191,394,203,0.4847715736040609,-0.6045512662318541
1452,53,109,56,0.48623853211009177,-0.2873478855663454
1462,488,964,476,0.5062240663900415,0.3864939758404985
1463,685,1402,717,0.48858773181169757,-0.8546257450202136
1464,746,1497,751,0.4983299933199733,-0.1292287382909359
1465,716,1427,711,0.5017519271198319,0.13236038379484305
1466,563,1189,626,0.4735071488645921,-1.827046590282086
1467,609,1226,617,0.4967373572593801,-0.22847819119101592
1468,917,1822,905,0.5032930845225028,0.28112991399007303
1469,674,1355,681,0.4974169741697417,-0.1901640387234564
1470,985,2001,1016,0.49225387306346824,-0.6930078427153387
1471,725,1439,714,0.5038220986796387,0.2899761558336306
1472,834,1678,844,0.4970202622169249,-0.24412037125463698
1473,574,1164,590,0.49312714776632305,-0.46896830540843937
1474,688,1355,667,0.5077490774907749,0.5704921161703693
1475,722,1416,694,0.5098870056497176,0.7440916048338274
1476,794,1538,744,0.5162548764629389,1.2749461346636917
1477,734,1509,775,0.48641484426772696,-1.0554538218446075
1478,812,1709,897,0.4751316559391457,-2.0561173337981544
1479,933,1910,977,0.4884816753926702,-1.006783276303806
1480,573,1175,602,0.4876595744680851,-0.8460169506877884
1481,1008,1976,968,0.5101214574898786,0.8998425413316951
1482,565,1090,525,0.518348623853211,1.2115650656307653
1483,490,993,503,0.49345417925478346,-0.41254253038399497
1484,801,1567,766,0.5111678366305041,0.8841654619669841
1485,348,701,353,0.4964336661911555,-0.18884739365012448
1495,343,674,331,0.5089020771513353,0.4622227294628072
1496,508,1016,508,0.5,0.0
1497,852,1646,794,0.5176184690157959,1.4295951894967753
1498,613,1233,620,0.49716139497161393,-0.19935012013391087
1499,507,1023,516,0.49560117302052786,-0.2813874297663251
1500,290,592,302,0.48986486486486486,-0.4931969619160719
1501,480,947,467,0.5068637803590285,0.4224432380033338
1502,367,716,349,0.5125698324022346,0.6726915834767423
1503,358,714,356,0.5014005602240896,0.07484811885651198
1504,424,895,471,0.47374301675977654,-1.5710367355924577
1505,586,1180,594,0.4966101694915254,-0.2328890038958328
1506,768,1549,781,0.49580374435119434,-0.3303068980038832
1507,903,1918,1015,0.4708029197080292,-2.5573709127542408
1508,723,1401,678,0.5160599571734475,1.2022462915768457
1509,922,1875,953,0.49173333333333336,-0.7159143337951359
1510,745,1447,702,0.5148583275742916,1.130405312880774
1511,603,1228,625,0.49104234527687296,-0.6278031600888846
1512,658,1271,613,0.5177025963808025,1.2622336052697325
1513,395,809,414,0.48825710754017304,-0.6680044262378985
1515,266,542,276,0.4907749077490775,-0.42953677958755776
1516,321,674,353,0.4762611275964392,-1.2325939452341526
1526,630,1229,599,0.5126118795768918,0.8842717533469507
1527,862,1685,823,0.511572700296736,0.950089797411487
1528,639,1299,660,0.49191685912240185,-0.5826593488987561
1529,689,1418,729,0.48589562764456984,-1.0622381034562893
1530,689,1316,627,0.5235562310030395,1.709085323901911
1531,648,1309,661,0.4950343773873186,-0.3593134953348084
1532,899,1763,864,0.5099262620533183,0.8335696394016967
1533,758,1508,750,0.5026525198938993,0.2060104810498419
1534,816,1671,855,0.4883303411131059,-0.9540615248388009
1535,782,1546,764,0.5058214747736093,0.4577915375473156
1536,821,1622,801,0.5061652281134402,0.4965975478570227
1537,633,1222,589,0.5180032733224222,1.2586850489193708
1538,716,1484,768,0.48247978436657685,-1.349852742293029
1539,1037,2068,1031,0.5014506769825918,0.13193984914006274
1540,652,1319,667,0.4943138741470811,-0.4130178877331663
1541,681,1395,714,0.4881720430107527,-0.8835412617927487
1542,1042,2133,1091,0.48851383028598216,-1.0609640106873306
1543,599,1212,613,0.49422442244224424,-0.4021394927349982
1544,688,1368,680,0.5029239766081871,0.21629522817435007
1545,778,1552,774,0.5012886597938144,0.10153461651336192
1546,274,518,244,0.528957528957529,1.3181243254912405
1547,329,717,388,0.45885634588563456,-2.20339537657115
1548,404,764,360,0.5287958115183246,1.5918641316433275
1558,40,90,50,0.4444444444444444,-1.0540925533894598
1559,718,1445,727,0.49688581314878894,-0.23676013879409538
1560,631,1331,700,0.4740796393688956,-1.8912984341696082
1561,987,2005,1018,0.49226932668329176,-0.6923162179495077
1562,469,890,421,0.5269662921348315,1.608963655569578
1563,335,666,331,0.503003003003003,0.15499685165842572
1564,882,1706,824,0.5169988276670574,1.4042307536080614
1565,634,1342,708,0.47242921013412814,-2.020019034600672
1566,483,1075,592,0.4493023255813953,-3.3244688332507817
1567,494,1020,526,0.4843137254901961,-1.0019588657362393
1568,270,560,290,0.48214285714285715,-0.8451542547285166
1569,302,629,327,0.48012718600953896,-0.996815278536125
1570,326,701,375,0.46504992867332384,-1.85070445777122
1571,221,458,237,0.48253275109170307,-0.7476309016255964
1572,587,1217,630,0.48233360723089563,-1.232602846882553
1573,643,1310,667,0.4908396946564885,-0.6630947567946451
1574,862,1685,823,0.511572700296736,0.950089797411487
1575,586,1207,621,0.4855012427506214,-1.0074289093809567
1576,240,475,235,0.5052631578947369,0.22941573387056174
1577,452,908,456,0.4977973568281938,-0.1327446623199944
1578,496,965,469,0.5139896373056995,0.8691607529725282
1579,511,979,468,0.5219611848825332,1.3742859600162751
1580,645,1344,699,0.4799107142857143,-1.4729707590929486
1581,388,753,365,0.5152722443559097,0.8381665946408541
1591,684,1382,698,0.49493487698986977,-0.3765945356529312
1592,756,1411,655,0.5357902197023388,2.6887960837282603
1593,840,1706,866,0.492379835873388,-0.6294827516174067
1594,666,1370,704,0.48613138686131385,-1.0266521312207686
1595,675,1380,705,0.4891304347826087,-0.8075728530872482
1596,813,1639,826,0.4960341671751068,-0.3211100332397353
1597,734,1486,752,0.4939434724091521,-0.4669421733689568
1598,819,1718,899,0.4767171129220023,-1.9300937626135233
1599,775,1515,740,0.5115511551155115,0.899211242192739
1600,743,1520,777,0.4888157894736842,-0.872081599272381
1601,647,1322,675,0.48940998487140697,-0.7700914537905289
1602,794,1570,776,0.5057324840764331,0.45427901861256187
1603,853,1682,829,0.5071343638525565,0.5851918189130049
1604,926,1835,909,0.5046321525885559,0.3968541142673201
1605,537,1119,582,0.47989276139410186,-1.34523287000089
1606,630,1298,668,0.48536209553158705,-1.054742025141401
1607,721,1456,735,0.4951923076923077,-0.36689969285267143
1608,529,1032,503,0.5125968992248062,0.8093446482740975
1609,258,510,252,0.5058823529411764,0.2656844656620286
1610,133,268,135,0.4962686567164179,-0.12216944435630522
1612,68,147,79,0.46258503401360546,-0.9072647087265548
1623,512,1066,554,0.4803001876172608,-1.2863841728465464
1624,760,1564,804,0.4859335038363171,-1.112587822333182
1625,700,1398,698,0.5007153075822603,0.05349046951599404
1626,762,1556,794,0.4897172236503856,-0.8112322025014301
1627,246,503,257,0.48906560636182905,-0.4904657582744808
1628,447,906,459,0.49337748344370863,-0.39867329651105726
1629,359,690,331,0.5202898550724637,1.0659417826776334
1630,275,569,294,0.4833040421792619,-0.7965214354856052
1631,344,710,366,0.48450704225352115,-0.8256452875448816
1632,264,532,268,0.49624060150375937,-0.173421993904824
1634,91,189,98,0.48148148148148145,-0.5091750772173156
1635,309,624,315,0.4951923076923077,-0.24019223070763068
1636,449,870,421,0.5160919540229885,0.9492889050691345
1637,602,1213,611,0.4962901896125309,-0.2584116618390964
1638,891,1803,912,0.49417637271214643,-0.49456278275851917
1639,158,334,176,0.47305389221556887,-0.984916179296249
1640,135,296,161,0.4560810810810811,-1.5112193036696506
1641,526,1047,521,0.5023877745940784,0.15452425680385323
1642,524,1085,561,0.48294930875576036,-1.1232769703299952
1643,815,1618,803,0.5037082818294191,0.298326606098177
1644,598,1205,607,0.4962655601659751,-0.2592680408620548
1645,106,220,114,0.4818181818181818,-0.5393598899705937
1654,149,309,160,0.48220064724919093,-0.6257681363874317
1655,858,1832,974,0.4683406113537118,-2.7101620183927873
1656,716,1450,734,0.49379310344827587,-0.4727031582950012
1657,863,1701,838,0.5073486184597296,0.6061608062110899
1658,841,1695,854,0.49616519174041296,-0.31576100891221914
1659,899,1823,924,0.4931431705979155,-0.5855266604555456
1660,656,1303,647,0.5034535686876439,0.24932756842673892
1661,757,1565,808,0.4837060702875399,-1.2891783548721747
1662,985,1962,977,0.5020387359836901,0.18060945639429235
1663,949,1835,886,0.5171662125340599,1.4706946587553626
1664,535,1064,529,0.5028195488721805,0.18394180184548975
1665,846,1701,855,0.4973544973544973,-0.21821789023599236
1666,988,2013,1025,0.49080973671137607,-0.8246693175801874
1667,665,1393,728,0.47738693467336685,-1.6879710397858663
1668,601,1236,635,0.48624595469255666,-0.9670962107805762
1669,710,1406,696,0.5049786628733998,0.37336652294386546
1670,518,1029,511,0.5034013605442177,0.21821789023599236
1671,543,1054,511,0.5151802656546489,0.985665765813916
1672,492,948,456,0.5189873417721519,1.1692256444309357
1686,100,193,93,0.5181347150259067,0.5038710255240862
1687,636,1253,617,0.5075818036711891,0.5367574307871178
1688,676,1270,594,0.5322834645669291,2.300975486391886
1689,658,1281,623,0.5136612021857924,0.977897823397447
1690,672,1322,650,0.5083207261724659,0.6050718565497013
1691,241,484,243,0.49793388429752067,-0.09090909090909091
1692,275,591,316,0.4653130287648054,-1.6865146430689406
1693,292,555,263,0.5261261261261261,1.2309814439362257
1694,53,112,59,0.4732142857142857,-0.5669467095138409
1695,346,697,351,0.4964131994261119,-0.18938850476964256
1696,287,576,289,0.4982638888888889,-0.08333333333333333
1700,114,232,118,0.49137931034482757,-0.2626128657194451
1701,224,431,207,0.5197215777262181,0.8188611864604497
1702,482,960,478,0.5020833333333333,0.12909944487358055
1703,204,378,174,0.5396825396825397,1.543033499620919
1704,88,179,91,0.49162011173184356,-0.22423052782558076
1705,146,286,140,0.5104895104895105,0.35478743759344955
1706,379,798,419,0.474937343358396,-1.4159846508095772
1707,642,1320,678,0.4863636363636364,-0.9908673886137246
1708,825,1622,797,0.5086313193588162,0.6952365669998317
1709,192,379,187,0.5065963060686016,0.25683274846875703
1719,410,791,381,0.5183312262958281,1.031121295075428
1720,801,1591,790,0.5034569453174105,0.2757767158101451
1721,588,1223,635,0.4807849550286182,-1.3439546968963998
1722,561,1142,581,0.4912434325744308,-0.5918299561721821
1723,690,1369,679,0.504017531044558,0.2972972972972973
1724,678,1393,715,0.4867193108399139,-0.99134807098535
1725,783,1549,766,0.5054874112330536,0.4319397896973857
1726,633,1269,636,0.4988179669030733,-0.0842151921066519
1727,672,1287,615,0.5221445221445221,1.5888598190134724
1728,310,618,308,0.5016181229773463,0.08045179867091297
1729,225,437,212,0.5148741418764302,0.6218743352054218
1730,723,1478,755,0.4891745602165088,-0.8323629894123339
1731,856,1693,837,0.505611340815121,0.46176936989648987
1732,446,916,470,0.4868995633187773,-0.7929823205461077
1733,378,775,397,0.48774193548387096,-0.6825001477017446
1734,454,886,432,0.5124153498871332,0.7391044547517354
1735,166,338,172,0.4911242603550296,-0.3263569759322527
1736,184,370,186,0.4972972972972973,-0.10397504898200728
1737,45,80,35,0.5625,1.118033988749895
1751,501,1010,509,0.49603960396039604,-0.25172671021102105
1752,228,438,210,0.5205479452054794,0.8600732686214939
1753,358,702,344,0.50997150997151,0.528395949267478
1754,607,1217,610,0.4987674609695974,-0.0859955474569223
1755,216,457,241,0.4726477024070022,-1.16945067431247
1756,294,622,328,0.47266881028938906,-1.3632757975998633
1757,247,508,261,0.4862204724409449,-0.6211495565912797
1758,190,359,169,0.5292479108635098,1.1083376093354451
1759,200,411,211,0.48661800486618007,-0.542589986033689
1763,177,356,179,0.49719101123595505,-0.105999788000636
1765,272,548,276,0.49635036496350365,-0.1708715315433522
1766,54,115,61,0.46956521739130436,-0.6527533657682196
1767,162,334,172,0.48502994011976047,-0.5471756551645828
1768,295,561,266,0.5258467023172906,1.2243809596701725
1769,163,332,169,0.49096385542168675,-0.329292779969071
1770,451,972,521,0.46399176954732513,-2.2452510468485447
1771,448,904,456,0.49557522123893805,-0.2660760420950957
1772,391,731,340,0.5348837209302325,1.8863031397110384
1783,103,213,110,0.4835680751173709,-0.47963209687927216
1784,125,263,138,0.4752851711026616,-0.8016143407716696
1785,56,118,62,0.4745762711864407,-0.552344770738994
1786,102,189,87,0.5396825396825397,1.0910894511799618
1787,58,114,56,0.5087719298245614,0.1873171623163388
1788,457,914,457,0.5,0.0
1789,206,416,210,0.4951923076923077,-0.19611613513818404
1790,127,282,155,0.450354609929078,-1.6673757356911583
1791,146,269,123,0.5427509293680297,1.4023347499542924
1793,199,430,231,0.4627906976744186,-1.5431770309453188
1794,231,421,190,0.5486935866983373,1.998217733197175
1795,221,484,263,0.45661157024793386,-1.9090909090909092
1796,94,174,80,0.5402298850574713,1.0613372610104648
1797,69,151,82,0.45695364238410596,-1.0579249964025073
1815,131,293,162,0.447098976109215,-1.8110393372946565
1816,158,332,174,0.4759036144578313,-0.8781140799175228
1817,231,517,286,0.44680851063829785,-2.4188972342344837
1818,278,561,283,0.49554367201426025,-0.21110016546037455
1819,200,357,157,0.5602240896358543,2.2758013333073412
1820,186,381,195,0.4881889763779528,-0.4610839676207039
1821,140,245,105,0.5714285714285714,2.23606797749979
1822,166,321,155,0.5171339563862928,0.6139601294045424
1823,82,167,85,0.49101796407185627,-0.23214696976024105
1824,220,445,225,0.4943820224719101,-0.2370227315699886
1825,159,329,170,0.48328267477203646,-0.6064496310619684
1828,231,491,260,0.47046843177189407,-1.3087516789789202
1829,172,324,152,0.5308641975308642,1.1111111111111112
1830,99,193,94,0.5129533678756477,0.35990787537434726
1831,175,318,143,0.550314465408805,1.7944708930945419
1832,246,536,290,0.458955223880597,-1.9005105362789922
1833,127,257,130,0.49416342412451364,-0.1871348584655416
1834,359,697,338,0.5150645624103299,0.7954317200324987
1835,360,706,346,0.509915014164306,0.526896950646487
1836,344,653,309,0.5267993874425727,1.3696558403409564
1880,157,327,170,0.4801223241590214,-0.7189016426921303
1882,228,463,235,0.4924406047516199,-0.32531758863812116
1883,216,394,178,0.5482233502538071,1.914412343067538
1885,151,285,134,0.5298245614035088,1.0069930921904569
1886,106,221,115,0.4796380090497738,-0.6054055145966812
1887,139,271,132,0.5129151291512916,0.42521971746155085
1889,50,109,59,0.45871559633027525,-0.8620436566990363
1891,392,779,387,0.503209242618742,0.17914359097500465
1892,113,206,93,0.5485436893203883,1.3934660285832354
1893,171,352,181,0.48579545454545453,-0.5330017908890261
1894,129,280,151,0.4607142857142857,-1.314751470267833
1895,27,67,40,0.40298507462686567,-1.5882027766319677
1896,281,592,311,0.47466216216216217,-1.2329924047901797
1897,172,376,204,0.4574468085106383,-1.6502739940140694
