# Galaxy Zoo DECaLS Spiral Galaxy Catalog
# Source: Walmsley et al. (2022), MNRAS 509:3966
# DOI: 10.5281/zenodo.4573248
# License: CC-BY-4.0
# Generated by: research/data_build/build_galaxy_spin_dataset.py
# Total spirals: 18979
#
# LIMITATION: This catalog identifies spiral galaxies but does NOT
# include CW/CCW winding direction. Galaxy Zoo DECaLS classifies
# winding TIGHTNESS (tight/medium/loose), not CHIRALITY.
# For CW/CCW counts, see galaxy_spin_counts.csv (Shamir 2024).
#
galaxy_id,ra,dec,redshift,spiral_vote_fraction,winding_tight,winding_medium,winding_loose,survey_source
J090547.90+252615.0,136.44968195324677,25.437494286466098,0.0089195175,0.9318181818181818,0.5121951219512195,0.3414634146341464,0.1463414634146341,Galaxy_Zoo_DECaLS
J085101.10+241909.9,132.75437915127293,24.32078534453177,0.00910965,0.9615384615384616,0.08,0.2,0.72,Galaxy_Zoo_DECaLS
J233622.10+020924.0,354.09076857809123,2.157104571376049,0.009243075,0.6842105263157895,0.0,0.0769230769230769,0.9230769230769232,Galaxy_Zoo_DECaLS
J090708.10+252026.9,136.7845550938097,25.342582118953146,0.009271251,0.8620689655172413,0.32,0.24,0.44,Galaxy_Zoo_DECaLS
J090934.77+263633.1,137.39492808802075,26.609316448662234,0.009302296,0.7826086956521741,0.6666666666666666,0.3333333333333333,0.0,Galaxy_Zoo_DECaLS
J233614.09+020918.9,354.0588251880638,2.1549995954050996,0.009333137,0.8888888888888888,0.25,0.4166666666666667,0.3333333333333333,Galaxy_Zoo_DECaLS
J112928.91+240536.3,172.37052301625297,24.093436567588306,0.00936998,1.0,0.8076923076923077,0.1538461538461538,0.0384615384615384,Galaxy_Zoo_DECaLS
J125711.89-014223.0,194.30053442507037,-1.7066696860793165,0.009469899,1.0,0.5,0.3333333333333333,0.1666666666666666,Galaxy_Zoo_DECaLS
J160712.99+075844.3,241.8041773851378,7.978991827523599,0.009476469,0.9714285714285714,0.9411764705882352,0.0588235294117647,0.0,Galaxy_Zoo_DECaLS
J232200.10+014132.0,350.50038097898783,1.6918435231840352,0.009696723,0.9090909090909092,0.7666666666666667,0.1666666666666666,0.0666666666666666,Galaxy_Zoo_DECaLS
J220611.97+010300.5,331.54997052885193,1.0501576121877745,0.009725205,0.9142857142857144,0.40625,0.4375,0.15625,Galaxy_Zoo_DECaLS
J095241.30-001101.9,148.1716946753188,-0.18291491152893055,0.009736751,0.6666666666666666,0.0,0.0,1.0,Galaxy_Zoo_DECaLS
J163424.60+213217.5,248.60616343524183,21.540899850877157,0.009795121,0.9714285714285714,0.1470588235294117,0.4705882352941176,0.3823529411764705,Galaxy_Zoo_DECaLS
J090526.34+253302.4,136.35977950533493,25.55069038860217,0.009810654,0.8421052631578947,0.40625,0.40625,0.1875,Galaxy_Zoo_DECaLS
J224015.10-022526.9,340.06307410708087,-2.424080853367404,0.009906868,1.0,0.5306122448979592,0.3673469387755102,0.1020408163265306,Galaxy_Zoo_DECaLS
J153928.73+005636.9,234.8696614122814,0.9440909907979051,0.009943311,0.6666666666666666,0.0714285714285714,0.4285714285714285,0.5,Galaxy_Zoo_DECaLS
J154046.84+022136.3,235.19502282920593,2.359891438446857,0.009965534,0.8,0.5,0.4375,0.0625,Galaxy_Zoo_DECaLS
J171932.69+281952.9,259.88195699320664,28.33163623275759,0.00997945,0.7619047619047619,0.1875,0.3125,0.5,Galaxy_Zoo_DECaLS
J220304.69+000424.0,330.77239972145236,0.06997747616023538,0.009986921,0.6,1.0,0.0,0.0,Galaxy_Zoo_DECaLS
J090422.83+275710.8,136.0951609582187,27.952983422030666,0.00999733,0.9090909090909092,0.8,0.1,0.1,Galaxy_Zoo_DECaLS
J225440.18-024425.9,343.66728656366695,-2.7405648534207767,0.01006698,0.95,0.2631578947368421,0.5263157894736842,0.2105263157894736,Galaxy_Zoo_DECaLS
J135205.90-060330.0,208.02461093343544,-6.058270578812698,0.010147035,0.9696969696969696,0.65625,0.3125,0.03125,Galaxy_Zoo_DECaLS
J160920.74+084547.6,242.3366230444359,8.763035965506184,0.0101600215,0.902439024390244,0.6756756756756757,0.2162162162162162,0.1081081081081081,Galaxy_Zoo_DECaLS
J225006.20-010300.0,342.52649619011237,-1.0492297347320931,0.010246822,0.9428571428571428,0.5151515151515151,0.4545454545454545,0.0303030303030303,Galaxy_Zoo_DECaLS
J225719.49-010256.0,344.33144821315375,-1.0490373492719176,0.010267119,0.8648648648648649,0.5,0.25,0.25,Galaxy_Zoo_DECaLS
J114805.34+005929.7,177.02241879854276,0.990896335499241,0.010323935,0.85,0.0,0.1176470588235294,0.8823529411764706,Galaxy_Zoo_DECaLS
J114236.27+185043.6,175.65114719032795,18.845471445155507,0.010467034,0.9642857142857144,0.7037037037037037,0.2592592592592592,0.037037037037037,Galaxy_Zoo_DECaLS
J153426.90+121616.0,233.61223114332978,12.2702728746713,0.010536023,0.6666666666666666,1.0,0.0,0.0,Galaxy_Zoo_DECaLS
J161451.48+094024.0,243.71465538234605,9.673235151325745,0.010632708,0.6923076923076923,0.4444444444444444,0.5555555555555556,0.0,Galaxy_Zoo_DECaLS
J230142.90+021548.9,345.4286664848169,2.2636530794913856,0.010647383,0.9743589743589745,0.5789473684210527,0.3947368421052632,0.0263157894736842,Galaxy_Zoo_DECaLS
J093221.09+104833.0,143.08790429197256,10.809264944287643,0.010710759,0.7142857142857143,0.4,0.6,0.0,Galaxy_Zoo_DECaLS
J132925.23-002356.9,202.35538822119096,-0.39898942271036847,0.010793046,0.96,0.0,0.25,0.75,Galaxy_Zoo_DECaLS
J120718.58+202217.0,181.8274564635786,20.371413868915557,0.010826128,0.6470588235294118,0.6363636363636364,0.2727272727272727,0.0909090909090909,Galaxy_Zoo_DECaLS
J161415.92+093213.8,243.5663705384281,9.537176810765228,0.01083247,0.6666666666666666,0.55,0.45,0.0,Galaxy_Zoo_DECaLS
J114423.41+171840.7,176.0976948062752,17.31134841772623,0.01107665,1.0,0.0,0.0,1.0,Galaxy_Zoo_DECaLS
J142533.22+335053.3,216.3884927669951,33.84811475061108,0.011091586,0.92,0.5652173913043478,0.391304347826087,0.0434782608695652,Galaxy_Zoo_DECaLS
J153835.17-013252.6,234.64662771485348,-1.5479967389025133,0.011097037,0.8709677419354839,0.7037037037037037,0.1851851851851852,0.1111111111111111,Galaxy_Zoo_DECaLS
J000846.55-050233.1,2.193876788624578,-5.042458098737026,0.011097695,1.0,1.0,0.0,0.0,Galaxy_Zoo_DECaLS
J092414.56+110638.1,141.06071323664065,11.110614898001018,0.01143651,0.8421052631578947,0.9375,0.0625,0.0,Galaxy_Zoo_DECaLS
J083732.60+284221.9,129.3862635060945,28.705205923347027,0.011573827,1.0,0.7804878048780488,0.1951219512195122,0.024390243902439,Galaxy_Zoo_DECaLS
J092115.30+030858.9,140.31445086788472,3.151107957458083,0.011742055,1.0,0.0,0.0,1.0,Galaxy_Zoo_DECaLS
J083356.65+265821.5,128.48607449957328,26.972672919164104,0.011749587,1.0,0.7435897435897436,0.2307692307692308,0.0256410256410256,Galaxy_Zoo_DECaLS
J083036.33+292536.9,127.65150190920235,29.427008445349426,0.01178799,0.7,0.5,0.1428571428571428,0.3571428571428571,Galaxy_Zoo_DECaLS
J142346.31+340101.2,215.94303375443388,34.016983902865135,0.01181439,0.7692307692307693,0.7,0.1,0.2,Galaxy_Zoo_DECaLS
J154252.80+151030.8,235.72018014530022,15.175208218238891,0.011835859,1.0,1.0,0.0,0.0,Galaxy_Zoo_DECaLS
