epoch,train_loss,val_loss
1,0.12970678091126805,4.635536970454268e-05
2,0.08302988507784903,0.0001250377099495381
3,0.07415244869965439,1.3939307791588362e-05
4,0.06632500723935664,1.1762006579374429e-05
5,0.05570631866188099,3.752041720872512e-06
6,0.050467952756055943,3.7423653793666745e-06
7,0.049157971768484764,1.2378969586279709e-05
8,0.04274743042090753,7.631481275893748e-05
9,0.041968173750016526,2.3274965315067675e-06
10,0.039011097197847754,3.0062578844081145e-06
11,0.03879525342199486,2.0716133803944103e-06
12,0.03926070503560671,9.39852270676056e-06
13,0.03683692846971098,8.346638060174882e-05
14,0.033231242841187246,8.745065133552998e-05
15,0.03303746350381213,4.639714825316332e-05
16,0.030431982368706183,3.324926728964783e-05
17,0.0327684452010241,1.2091386452084407e-06
18,0.030636899013188668,1.1470890967757441e-05
19,0.03156886612365876,4.308220468374202e-06
20,0.0258665938769506,2.188551843573805e-05
21,0.026896679128791828,5.595325546892127e-06
22,0.023412702711842332,1.8452939912094735e-05
23,0.02702983065925461,1.682960601101513e-06
24,0.028562025336820323,0.0005109742050990462
25,0.026057466379522037,4.9733534979168326e-06
26,0.027360470140896116,0.000206113894819282
27,0.020638788507009547,1.6007566046027932e-06
28,0.022072231831164874,5.156542465556413e-05
29,0.022056271921125397,0.00016351990052498877
30,0.021616074028618943,0.000126392871607095
31,0.023024187442691375,2.7880907964572543e-06
32,0.023105438900529407,3.1986462545319228e-06
33,0.018458403552358504,0.0004146821447648108
34,0.01979610061243875,0.00018754343909677118
35,0.021952225197310327,7.1360855145030655e-06
36,0.019706589805233914,6.415458528863383e-07
37,0.0157521125220228,0.000215065578231588
38,0.017988926789257675,0.0009550595423206687
39,0.021810192599029204,1.497766561442404e-06
40,0.02039435187240694,8.801763033261523e-05
41,0.01957601372426628,4.203450771456119e-06
42,0.02050906027398014,0.0014879987575113773
43,0.02036049663972032,0.0004361892642918974
44,0.02298779185366584,2.4637749902467476e-06
45,0.018111987570591737,1.7013032902468694e-06
46,0.017818010859021644,1.8790042304317467e-06
47,0.02353320324012505,3.596390797611093e-06
48,0.01796068971331503,1.832069392548874e-05
49,0.0215462208155562,1.1429451660660561e-06
50,0.018626786797540262,6.391173428710317e-06
51,0.015817675117735536,6.748469445483352e-07
52,0.017366946189213195,0.000177270412677899
53,0.015057498594766608,0.0006804276490584016
54,0.017499426426487236,2.1414605271274922e-06
55,0.016347536171451793,6.235218461370096e-05
56,0.01577177198729866,2.2559047465620097e-06
57,0.01726310183039459,3.46989600075176e-06
58,0.018102857769918046,1.853633875725791e-05
59,0.017894064555851703,0.00015918347344268113
60,0.018379553521299385,2.3992177375475876e-05
61,0.019403371885346132,6.0984834817645606e-06
62,0.01615632326411287,5.960313046671217e-06
63,0.01639386115736367,1.3573717296821997e-06
64,0.017734615813121007,0.0001722717279335484
65,0.017787752016981056,4.875292233919026e-06
66,0.017911217699899378,2.833852340700105e-05
67,0.015727816541584616,6.58344879411743e-06
68,0.018041326780500338,6.20952996541746e-05
69,0.017124005304746486,0.00013446944649331272
70,0.015060353334168516,0.00013622416008729488
71,0.02184101140877222,1.3716230569116306e-06
72,0.017528813946531347,2.185650373576209e-06
73,0.012710145178364959,0.0002680871984921396
74,0.017516608657691297,1.2415175660862587e-06
75,0.013372890821907882,4.646520028472878e-05
76,0.014536880398433519,2.6442505713930586e-06
77,0.017073953701583378,2.852350371540524e-05
78,0.016613422783848364,6.38535220787162e-06
79,0.016940543379860173,1.2309535577514907e-06
80,0.015431823650639368,5.324789071892155e-06
81,0.016937057286061947,0.0001294798421440646
82,0.01826297913006177,0.00031930438126437366
83,0.017313989756985393,0.0003512416151352227
84,0.013974665355817706,0.00046957944869063795
85,0.015364315985001062,2.216031680291053e-05
86,0.016712732138330466,6.724489139742218e-06
87,0.01584680822785837,0.00020551415218506008
88,0.015602297124739076,9.434148523723707e-06
89,0.014067958796658786,2.4180176296795253e-06
90,0.014695857615151908,2.7350440632289974e-06
91,0.01884219083391751,2.8530753297673073e-06
92,0.016756777903841186,2.587025619504857e-06
93,0.014885540408916617,3.437570512687671e-06
94,0.01542842708901541,1.5141043832045398e-06
95,0.014862091296890867,6.88697991790832e-06
96,0.01710433052206402,3.0299827358248876e-06
97,0.01378037279422036,3.0105115911283065e-06
98,0.01682789387965992,4.9845315515995026e-05
99,0.012995850746240952,1.0169670758841676e-06
100,0.01567481858971102,0.0001524145482107997
